,idChiave,DIAM,ist_acc,numTP,CurrentPeak,rpmSetPoint,statorCelsius,spindleRpm,bearingsCelsius,VibromPeak,statoRot,@timestamp,LUNG,UTE
999,3038,100.0,2761865,1,20.212,14000.0,22.0,13954.0,22.0,2.2,1,2021-02-23T14:42:33.622Z,111.029,SPIANA_LZ
1000,3039,12.0,2815739,1,20.212,18000.0,27.0,17984.0,24.0,2.6,1,2021-02-23T14:51:32.368Z,129.619,FRESA12_PROVA
1001,3041,20.0,453820,1,20.264,17000.0,12.0,17021.0,13.0,3.2,1,2021-02-24T08:29:46.728Z,97.66,SVASATORE
1002,3042,12.0,458362,1,20.247,18000.0,14.0,17977.0,13.0,1.8,1,2021-02-24T08:30:32.148Z,110.139,FRESA12_H29_MDF
1003,3044,20.0,528267,1,20.247,17000.0,17.0,16962.0,18.0,0.8,1,2021-02-24T08:42:11.206Z,97.66,SVASATORE
1004,3045,12.0,541073,1,20.162,18000.0,23.0,17969.0,20.0,2.2,1,2021-02-24T08:44:19.268Z,110.139,FRESA12_H29_MDF
1005,3046,12.0,606303,1,20.23,18000.0,22.0,17934.0,22.0,3.0,1,2021-02-24T08:55:11.575Z,110.139,FRESA12_H29_MDF
1006,3047,12.0,822592,1,20.247,18000.0,22.0,17975.0,22.0,2.0,1,2021-02-24T09:31:14.491Z,110.139,FRESA12_H29_MDF
1007,3048,12.0,859214,1,20.212,18000.0,22.0,17957.0,22.0,1.9,1,2021-02-24T09:37:20.716Z,110.139,FRESA12_H29_MDF
1008,3058,12.0,1324943,1,20.212,18000.0,19.0,13536.0,20.0,0.7,1,2021-02-24T10:54:58.064Z,110.139,FRESA12_H29_MDF
1009,3068,12.0,1468020,1,20.145,18000.0,19.0,10021.0,20.0,0.5,1,2021-02-24T11:18:48.852Z,110.139,FRESA12_H29_MDF
1010,3074,12.0,2180582,1,20.298,18000.0,17.0,17928.0,18.0,2.9,1,2021-02-24T13:17:34.565Z,106.053,FRESA12_KRION
1011,3076,20.0,3074413,1,20.264,17000.0,17.0,16937.0,19.0,1.8,1,2021-02-24T15:46:32.993Z,97.66,SVASATORE
1012,3077,12.0,3081573,1,20.247,18000.0,20.0,18002.0,19.0,1.7,1,2021-02-24T15:47:44.594Z,110.139,FRESA12_H29_MDF
1013,3079,12.0,3158567,1,20.212,18000.0,22.0,17992.0,22.0,2.0,1,2021-02-24T16:00:34.544Z,110.139,FRESA12_H29_MDF
1014,3081,20.0,3269433,1,20.212,17000.0,23.0,16990.0,24.0,1.7,1,2021-02-24T16:19:03.218Z,97.66,SVASATORE
1015,3082,12.0,3272673,1,20.247,18000.0,24.0,18019.0,24.0,2.0,1,2021-02-24T16:19:35.619Z,110.139,FRESA12_H29_MDF
1016,3092,12.0,621698,1,20.212,18000.0,13.0,18019.0,14.0,3.5,1,2021-02-25T09:45:31.062Z,110.139,FRESA12_H29_MDF
1017,3093,12.0,694886,1,20.247,18000.0,17.0,18009.0,17.0,2.3,1,2021-02-25T09:57:42.951Z,110.139,FRESA12_H29_MDF
1018,3094,12.0,866836,1,20.179,18000.0,20.0,18019.0,22.0,2.7,1,2021-02-25T10:26:22.472Z,110.139,FRESA12_H29_MDF
1019,3095,12.0,872147,1,20.247,18000.0,22.0,17955.0,22.0,2.9,1,2021-02-25T10:27:15.583Z,110.139,FRESA12_H29_MDF
1020,3096,12.0,876950,1,20.179,18000.0,24.0,17978.0,22.0,2.9,1,2021-02-25T10:28:03.613Z,110.139,FRESA12_H29_MDF
1021,3097,12.0,886226,1,20.315,18000.0,22.0,17998.0,22.0,2.8,1,2021-02-25T10:29:36.374Z,110.139,FRESA12_H29_MDF
1022,3098,12.0,1086353,1,20.212,18000.0,20.0,17940.0,20.0,1.8,1,2021-02-25T11:02:57.670Z,110.139,FRESA12_H29_MDF
1023,3099,12.0,1117909,1,20.315,18000.0,22.0,17971.0,22.0,1.9,1,2021-02-25T11:08:13.234Z,110.139,FRESA12_H29_MDF
1024,3101,12.0,1145951,1,20.247,18000.0,22.0,17974.0,22.0,1.8,1,2021-02-25T11:12:53.658Z,110.139,FRESA12_H29_MDF
1025,3102,12.0,1159414,1,20.315,18000.0,23.0,18021.0,22.0,2.0,1,2021-02-25T11:15:08.289Z,110.139,FRESA12_H29_MDF
1026,3103,12.0,1220791,1,20.212,18000.0,22.0,17994.0,22.0,1.3,1,2021-02-25T11:25:22.067Z,110.139,FRESA12_H29_MDF
1027,3105,20.0,1881678,1,20.162,17000.0,19.0,16976.0,20.0,3.3,1,2021-02-25T13:15:31.024Z,97.66,SVASATORE
1028,3106,100.0,1884401,1,20.195,14000.0,20.0,13955.0,19.0,2.8,1,2021-02-25T13:15:58.254Z,111.029,SPIANA_LZ
1029,3107,12.0,1890925,1,20.212,18000.0,22.0,17996.0,20.0,2.3,1,2021-02-25T13:17:03.495Z,129.619,FRESA12_PROVA
1030,3109,20.0,2006594,1,20.145,17000.0,19.0,17013.0,19.0,1.4,1,2021-02-25T13:36:20.200Z,97.66,SVASATORE
1031,3110,100.0,2009296,1,20.247,14000.0,20.0,13951.0,19.0,2.7,1,2021-02-25T13:36:47.221Z,111.029,SPIANA_LZ
1032,3111,12.0,2016859,1,20.23,18000.0,22.0,17964.0,20.0,1.9,1,2021-02-25T13:38:02.852Z,110.139,FRESA12_H29_MDF
1033,3112,100.0,2120942,1,20.247,14000.0,20.0,13939.0,20.0,2.8,1,2021-02-25T13:55:23.695Z,111.029,SPIANA_LZ
1034,3113,100.0,2275939,1,20.332,14000.0,23.0,13991.0,24.0,1.3,1,2021-02-25T14:21:13.686Z,111.029,SPIANA_LZ
1035,3115,12.0,2495029,1,20.162,18000.0,23.0,17949.0,24.0,1.4,1,2021-02-25T14:57:44.616Z,110.139,FRESA12_H29_MDF
1036,3116,12.0,2605972,1,20.145,18000.0,22.0,18034.0,23.0,0.9,1,2021-02-25T15:16:14.061Z,129.619,FRESA12_PROVA
1037,3118,12.0,2859495,1,20.212,18000.0,24.0,17971.0,24.0,1.2,1,2021-02-25T15:58:29.326Z,129.619,FRESA12_PROVA
1038,3119,12.0,220430,1,20.195,18000.0,12.0,17994.0,13.0,1.4,1,2021-02-26T08:51:37.482Z,129.619,FRESA12_PROVA
1039,3120,12.0,255919,1,20.281,18000.0,18.0,18027.0,17.0,1.5,1,2021-02-26T08:57:32.375Z,129.619,FRESA12_PROVA
1040,3121,12.0,287901,1,20.195,18000.0,22.0,18017.0,20.0,1.5,1,2021-02-26T09:02:52.198Z,129.619,FRESA12_PROVA
1041,3122,12.0,321155,1,20.212,18000.0,24.0,18003.0,22.0,1.4,1,2021-02-26T09:08:24.741Z,129.619,FRESA12_PROVA
1042,3160,14.0,1775203,1,20.179,18000.0,17.0,17952.0,17.0,0.8,1,2021-02-26T13:10:45.366Z,145.149,FRESA14
1043,3182,14.0,777037,1,20.382,20000.0,12.0,20032.0,12.0,1.2,1,2021-03-01T09:11:18.587Z,145.16,FRESA14
1044,3183,14.0,782163,1,20.094,20000.0,13.0,20029.0,12.0,1.2,1,2021-03-01T09:12:09.847Z,145.16,FRESA14
1045,3184,14.0,809051,1,20.162,20000.0,20.0,19909.0,17.0,1.4,1,2021-03-01T09:16:38.730Z,145.16,FRESA14
1046,3185,14.0,836936,1,20.247,20000.0,24.0,20007.0,20.0,1.9,1,2021-03-01T09:21:17.582Z,145.16,FRESA14
1047,3186,12.0,1501806,1,20.179,18000.0,15.0,17959.0,17.0,2.5,1,2021-03-01T11:12:06.347Z,129.619,FRESA12_PROVA
1048,3187,40.0,1504129,1,20.298,17000.0,17.0,17014.0,17.0,6.8,1,2021-03-01T11:12:29.577Z,215.498,SPIG60
1049,3188,12.0,1506841,1,20.247,18000.0,17.0,17993.0,17.0,1.8,1,2021-03-01T11:12:56.697Z,129.619,FRESA12_PROVA
1050,3190,12.0,1553944,1,20.212,18000.0,17.0,18021.0,17.0,1.9,1,2021-03-01T11:20:47.732Z,129.619,FRESA12_PROVA
1051,3192,100.0,1589286,1,20.264,14000.0,19.0,13984.0,19.0,2.1,1,2021-03-01T11:26:41.155Z,111.029,SPIANA_LZ
1052,3193,12.0,1608994,1,20.23,18000.0,24.0,17995.0,20.0,2.9,1,2021-03-01T11:29:58.237Z,129.619,FRESA12_PROVA
1053,3195,100.0,2305350,1,20.23,14000.0,17.0,13997.0,17.0,3.5,1,2021-03-01T13:26:01.869Z,111.029,SPIANA_LZ
1054,3196,300.0,2317709,1,20.332,6600.0,20.0,6423.0,18.0,4.8,1,2021-03-01T13:28:05.460Z,97.05,FRESA300
1055,3197,12.0,2322387,1,20.212,18000.0,22.0,17940.0,18.0,2.7,1,2021-03-01T13:28:52.241Z,129.619,FRESA12_PROVA
1056,3200,20.0,3004557,1,20.247,17000.0,17.0,16939.0,17.0,2.7,1,2021-03-01T15:22:34.013Z,97.66,SVASATORE
1057,3201,14.0,3014357,1,20.212,20000.0,20.0,20005.0,18.0,2.9,1,2021-03-01T15:24:12.014Z,145.173,FRESA14
1058,3202,,3123302,,12.091,0.0,0.0,0.0,0.0,,1,2021-03-01T15:42:21.476Z,,
1059,3214,,1854093,,6.171,0.0,0.0,0.0,0.0,,1,2021-03-02T13:22:52.149Z,,
1060,3216,,1863294,,5.772,0.0,0.0,0.0,0.0,,1,2021-03-02T13:24:24.160Z,,
1061,3217,,1868294,,5.72,0.0,0.0,0.0,0.0,,1,2021-03-02T13:25:14.161Z,,
1062,3215,,1859040,,5.749,0.0,0.0,0.0,0.0,,1,2021-03-02T13:23:41.620Z,,
1063,3219,,1877131,,5.831,0.0,0.0,0.0,0.0,,1,2021-03-02T13:26:42.532Z,,
1064,3218,,1873136,,5.661,0.0,0.0,0.0,0.0,,1,2021-03-02T13:26:02.581Z,,
1065,3221,,1885643,,5.986,0.0,0.0,0.0,0.0,,1,2021-03-02T13:28:07.653Z,,
1066,3220,,1881345,,12.054,0.0,0.0,0.0,0.0,,1,2021-03-02T13:27:24.672Z,,
1067,3222,,1890291,,5.616,0.0,0.0,0.0,0.0,,1,2021-03-02T13:28:54.133Z,,
1068,3223,,1894665,,5.638,0.0,0.0,0.0,0.0,,1,2021-03-02T13:29:37.874Z,,
1069,3225,,1902989,,8.961,0.0,0.0,0.0,0.0,,1,2021-03-02T13:31:01.115Z,,
1070,3224,,1899008,,5.749,0.0,0.0,0.0,0.0,,1,2021-03-02T13:30:21.304Z,,
1071,3226,,1907094,,5.757,0.0,0.0,0.0,0.0,,1,2021-03-02T13:31:42.165Z,,
1072,3228,,1931882,,5.816,0.0,0.0,0.0,0.0,,1,2021-03-02T13:35:50.048Z,,
1073,3227,,1911083,,12.187,0.0,0.0,0.0,0.0,,1,2021-03-02T13:32:22.055Z,,
1074,3229,,1937289,,6.193,0.0,0.0,0.0,0.0,,1,2021-03-02T13:36:44.118Z,,
1075,3230,,1941620,,12.039,0.0,0.0,0.0,0.0,,1,2021-03-02T13:37:27.429Z,,
1076,3231,,1946346,,12.032,0.0,0.0,0.0,0.0,,1,2021-03-02T13:38:14.689Z,,
1077,3232,,1950736,,5.905,0.0,0.0,0.0,0.0,,1,2021-03-02T13:38:58.590Z,,
1078,3233,,1955471,,12.128,0.0,0.0,0.0,0.0,,1,2021-03-02T13:39:45.940Z,,
1079,3234,,1959529,,12.15,0.0,0.0,0.0,0.0,,1,2021-03-02T13:40:26.521Z,,
1080,3235,,1964152,,5.335,0.0,0.0,0.0,0.0,,1,2021-03-02T13:41:12.751Z,,
1081,3236,,1968352,,12.069,0.0,0.0,0.0,0.0,,1,2021-03-02T13:41:54.752Z,,
1082,3237,,1972445,,12.173,0.0,0.0,0.0,0.0,,1,2021-03-02T13:42:35.682Z,,
1083,3238,,1976352,,12.276,0.0,0.0,0.0,0.0,,1,2021-03-02T13:43:14.753Z,,
1084,3239,,1980770,,12.054,0.0,0.0,0.0,0.0,,1,2021-03-02T13:43:58.933Z,,
1085,3241,,1989252,,12.165,0.0,0.0,0.0,0.0,,1,2021-03-02T13:45:23.754Z,,
1086,3240,,1984830,,12.128,0.0,0.0,0.0,0.0,,1,2021-03-02T13:44:39.534Z,,
1087,3242,,1993186,,12.091,0.0,0.0,0.0,0.0,,1,2021-03-02T13:46:03.095Z,,
1088,3243,,1997436,,5.542,0.0,0.0,0.0,0.0,,1,2021-03-02T13:46:45.595Z,,
1089,3244,,2001740,,5.416,0.0,0.0,0.0,0.0,,1,2021-03-02T13:47:28.636Z,,
1090,3245,,2006052,,5.431,0.0,0.0,0.0,0.0,,1,2021-03-02T13:48:11.756Z,,
1091,3246,,2013825,,8.961,0.0,0.0,0.0,0.0,,1,2021-03-02T13:49:29.487Z,,
1092,3247,,2018025,,8.806,0.0,0.0,0.0,0.0,,1,2021-03-02T13:50:11.487Z,,
1093,3248,,2022244,,6.06,0.0,0.0,0.0,0.0,,1,2021-03-02T13:50:53.678Z,,
1094,3250,,2030756,,5.49,0.0,0.0,0.0,0.0,,1,2021-03-02T13:52:18.799Z,,
1095,3249,,2026343,,5.735,0.0,0.0,0.0,0.0,,1,2021-03-02T13:51:34.668Z,,
1096,3251,,2034951,,12.239,0.0,0.0,0.0,0.0,,1,2021-03-02T13:53:00.749Z,,
1097,3252,,2062363,,12.113,0.0,0.0,0.0,0.0,,1,2021-03-02T13:57:34.873Z,,
1098,3254,,2083056,,5.638,0.0,0.0,0.0,0.0,,1,2021-03-02T14:01:01.805Z,,
1099,3253,,2068620,,12.128,0.0,0.0,0.0,0.0,,1,2021-03-02T13:58:37.443Z,,
1100,3255,,2088968,,12.076,0.0,0.0,0.0,0.0,,1,2021-03-02T14:02:00.926Z,,
1101,3256,,2092698,,8.961,0.0,0.0,0.0,0.0,,1,2021-03-02T14:02:38.226Z,,
1102,3257,,2096562,,5.564,0.0,0.0,0.0,0.0,,1,2021-03-02T14:03:16.866Z,,
1103,3258,,2101233,,12.202,0.0,0.0,0.0,0.0,,1,2021-03-02T14:04:03.577Z,,
1104,3259,,2107404,,5.735,0.0,0.0,0.0,0.0,,1,2021-03-02T14:05:05.288Z,,
1105,3260,,2111811,,12.202,0.0,0.0,0.0,0.0,,1,2021-03-02T14:05:49.358Z,,
1106,3261,,2121179,,12.054,0.0,0.0,0.0,0.0,,1,2021-03-02T14:07:23.039Z,,
1107,3262,,2125298,,12.106,0.0,0.0,0.0,0.0,,1,2021-03-02T14:08:04.230Z,,
1108,3263,,2129110,,5.379,0.0,0.0,0.0,0.0,,1,2021-03-02T14:08:42.350Z,,
1109,3264,,2133018,,12.076,0.0,0.0,0.0,0.0,,1,2021-03-02T14:09:21.431Z,,
1110,3266,,2142237,,5.431,0.0,0.0,0.0,0.0,,1,2021-03-02T14:10:53.622Z,,
1111,3265,,2137774,,12.173,0.0,0.0,0.0,0.0,,1,2021-03-02T14:10:08.991Z,,
1112,3267,,2146113,,12.113,0.0,0.0,0.0,0.0,,1,2021-03-02T14:11:32.382Z,,
1113,3268,,2427040,,12.372,0.0,0.0,0.0,0.0,,1,2021-03-02T14:58:21.685Z,,
1114,3271,,2503430,,5.979,0.0,0.0,0.0,0.0,,1,2021-03-02T15:11:05.593Z,,
1115,3272,,2507800,,5.431,0.0,0.0,0.0,0.0,,1,2021-03-02T15:11:49.294Z,,
1116,3273,,2511899,,5.772,0.0,0.0,0.0,0.0,,1,2021-03-02T15:12:30.284Z,,
1117,3274,,2684103,,5.505,0.0,0.0,0.0,0.0,,1,2021-03-02T15:41:12.344Z,,
1118,3277,,2935049,,5.683,0.0,0.0,0.0,0.0,,1,2021-03-02T16:23:01.833Z,,
1119,3282,,84589,,12.321,0.0,0.0,0.0,0.0,,1,2021-03-03T13:14:10.113Z,,
1120,3285,,179308,,5.949,0.0,0.0,0.0,0.0,,1,2021-03-03T13:29:57.309Z,,
1121,3288,,309061,,5.964,0.0,0.0,0.0,0.0,,1,2021-03-03T13:51:34.849Z,,
1122,3291,,395444,,12.247,0.0,0.0,0.0,0.0,,1,2021-03-03T14:05:58.687Z,,
1123,3294,,460023,,12.224,0.0,0.0,0.0,0.0,,1,2021-03-03T14:16:44.483Z,,
1124,3297,,533623,,6.171,0.0,0.0,0.0,0.0,,1,2021-03-03T14:29:00.489Z,,
1125,3300,,651825,,5.92,0.0,0.0,0.0,0.0,,1,2021-03-03T14:48:42.521Z,,
1126,3305,,1034905,,8.946,0.0,0.0,0.0,0.0,,1,2021-03-03T15:52:33.359Z,,
1127,3306,,1040802,,12.002,0.0,0.0,0.0,0.0,,1,2021-03-03T15:53:32.330Z,,
1128,3307,,1050110,,6.378,0.0,0.0,0.0,0.0,,1,2021-03-03T15:55:05.411Z,,
1129,3308,,1056181,,5.89,0.0,0.0,0.0,0.0,,1,2021-03-03T15:56:06.121Z,,
1130,3309,,64381,,6.216,0.0,0.0,0.0,0.0,,1,2021-03-04T07:11:37.246Z,,
1131,3310,,72243,,6.267,0.0,0.0,0.0,0.0,,1,2021-03-04T07:12:55.866Z,,
1132,3312,,117613,,12.21,0.0,0.0,0.0,0.0,,1,2021-03-04T07:20:29.569Z,,
1133,3313,,134072,,6.038,0.0,0.0,0.0,0.0,,1,2021-03-04T07:23:14.160Z,,
1134,3319,,617336,,6.097,0.0,0.0,0.0,0.0,,1,2021-03-04T10:08:54.856Z,,
1135,3320,,623511,,5.757,0.0,0.0,0.0,0.0,,1,2021-03-04T10:09:56.607Z,,
1136,3321,,628744,,5.698,0.0,0.0,0.0,0.0,,1,2021-03-04T10:10:48.938Z,,
1137,3322,,633483,,6.208,0.0,0.0,0.0,0.0,,1,2021-03-04T10:11:36.328Z,,
1138,3324,,646373,,12.039,0.0,0.0,0.0,0.0,,1,2021-03-04T10:13:45.230Z,,
1139,3323,,640336,,12.002,0.0,0.0,0.0,0.0,,1,2021-03-04T10:12:44.859Z,,
1140,3325,,650334,,12.21,0.0,0.0,0.0,0.0,,1,2021-03-04T10:14:24.840Z,,
1141,3326,,654319,,12.128,0.0,0.0,0.0,0.0,,1,2021-03-04T10:15:04.691Z,,
1142,3327,,659313,,12.187,0.0,0.0,0.0,0.0,,1,2021-03-04T10:15:54.631Z,,
1143,3328,,665256,,5.905,0.0,0.0,0.0,0.0,,1,2021-03-04T10:16:54.062Z,,
1144,3329,,669234,,6.075,0.0,0.0,0.0,0.0,,1,2021-03-04T10:17:33.842Z,,
1145,3330,,673087,,12.091,0.0,0.0,0.0,0.0,,1,2021-03-04T10:18:12.373Z,,
1146,3332,,695108,,5.816,0.0,0.0,0.0,0.0,,1,2021-03-04T10:21:52.585Z,,
1147,3333,,698798,,12.173,0.0,0.0,0.0,0.0,,1,2021-03-04T10:22:29.486Z,,
1148,3331,,677357,,12.335,0.0,0.0,0.0,0.0,,1,2021-03-04T10:18:55.073Z,,
1149,3334,,702595,,5.661,0.0,0.0,0.0,0.0,,1,2021-03-04T10:23:07.456Z,,
1150,3335,,706818,,12.276,0.0,0.0,0.0,0.0,,1,2021-03-04T10:23:49.687Z,,
1151,3336,,710996,,5.942,0.0,0.0,0.0,0.0,,1,2021-03-04T10:24:31.467Z,,
1152,3337,,715378,,5.527,0.0,0.0,0.0,0.0,,1,2021-03-04T10:25:15.288Z,,
1153,3338,,719954,,5.89,0.0,0.0,0.0,0.0,,1,2021-03-04T10:26:01.049Z,,
1154,3339,,754583,,12.187,0.0,0.0,0.0,0.0,,1,2021-03-04T10:31:47.343Z,,
1155,3340,,761648,,12.165,0.0,0.0,0.0,0.0,,1,2021-03-04T10:32:57.994Z,,
1156,3341,,853781,,5.927,0.0,0.0,0.0,0.0,,1,2021-03-04T10:48:19.335Z,,
1157,3342,,858932,,12.21,0.0,0.0,0.0,0.0,,1,2021-03-04T10:49:10.846Z,,
1158,3343,,877309,,12.224,0.0,0.0,0.0,0.0,,1,2021-03-04T10:52:14.618Z,,
1159,3344,,881680,,12.136,0.0,0.0,0.0,0.0,,1,2021-03-04T10:52:58.328Z,,
1160,3345,,885671,,5.542,0.0,0.0,0.0,0.0,,1,2021-03-04T10:53:38.239Z,,
1161,3346,,889333,,12.15,0.0,0.0,0.0,0.0,,1,2021-03-04T10:54:14.859Z,,
1162,3348,,899464,,8.909,0.0,0.0,0.0,0.0,,1,2021-03-04T10:55:56.171Z,,
1163,3347,,893010,,12.239,0.0,0.0,0.0,0.0,,1,2021-03-04T10:54:51.630Z,,
1164,3349,,903074,,12.091,0.0,0.0,0.0,0.0,,1,2021-03-04T10:56:32.271Z,,
1165,3350,,907268,,12.21,0.0,0.0,0.0,0.0,,1,2021-03-04T10:57:14.211Z,,
1166,3351,,2657911,,6.016,0.0,0.0,0.0,0.0,,1,2021-03-04T15:49:00.863Z,,
1167,3353,,2784474,,12.284,0.0,0.0,0.0,0.0,,1,2021-03-04T16:10:06.509Z,,
1168,3356,,280508,,6.112,0.0,0.0,0.0,0.0,,1,2021-03-05T07:48:40.940Z,,
1169,3359,,586119,,8.939,0.0,0.0,0.0,0.0,,1,2021-03-05T08:39:37.127Z,,
1170,3363,,746259,,8.924,0.0,0.0,0.0,0.0,,1,2021-03-05T09:06:18.568Z,,
1171,3368,,131291,,5.927,0.0,0.0,0.0,0.0,,1,2021-03-05T10:08:49.549Z,,
1172,3370,,184935,,5.816,0.0,0.0,0.0,0.0,,1,2021-03-05T10:17:45.995Z,,
1173,3371,,199935,,12.202,0.0,0.0,0.0,0.0,,1,2021-03-05T10:20:15.997Z,,
1174,3372,,207733,,12.128,0.0,0.0,0.0,0.0,,1,2021-03-05T10:21:33.978Z,,
1175,3373,,215919,,5.624,0.0,0.0,0.0,0.0,,1,2021-03-05T10:22:55.838Z,,
1176,3374,,234669,,5.831,0.0,0.0,0.0,0.0,,1,2021-03-05T10:26:03.340Z,,
1177,3375,,466880,,6.119,0.0,0.0,0.0,0.0,,1,2021-03-05T11:04:45.476Z,,
1178,3380,,637700,,5.831,0.0,0.0,0.0,0.0,,1,2021-03-05T11:33:13.695Z,,
1179,3385,,999737,,6.038,0.0,0.0,0.0,0.0,,1,2021-03-05T12:33:34.106Z,,
1180,3386,,1005107,,6.023,0.0,0.0,0.0,0.0,,1,2021-03-05T12:34:27.806Z,,
1181,3387,,1009199,,12.187,0.0,0.0,0.0,0.0,,1,2021-03-05T12:35:08.727Z,,
1182,3388,,1014789,,12.039,0.0,0.0,0.0,0.0,,1,2021-03-05T12:36:04.627Z,,
1183,3389,,1026698,,12.136,0.0,0.0,0.0,0.0,,1,2021-03-05T12:38:03.719Z,,
1184,3390,,1030346,,12.076,0.0,0.0,0.0,0.0,,1,2021-03-05T12:38:40.199Z,,
1185,3391,,1042210,,5.579,0.0,0.0,0.0,0.0,,1,2021-03-05T12:40:38.840Z,,
1186,3392,,1045750,,12.165,0.0,0.0,0.0,0.0,,1,2021-03-05T12:41:14.241Z,,
1187,3393,,1308157,,12.306,0.0,0.0,0.0,0.0,,1,2021-03-05T13:24:58.341Z,,
1188,3394,,1317367,,12.106,0.0,0.0,0.0,0.0,,1,2021-03-05T13:26:30.442Z,,
1189,3395,,1322003,,5.92,0.0,0.0,0.0,0.0,,1,2021-03-05T13:27:16.802Z,,
1190,3397,,1333007,,12.136,0.0,0.0,0.0,0.0,,1,2021-03-05T13:29:06.844Z,,
1191,3396,,1328203,,12.128,0.0,0.0,0.0,0.0,,1,2021-03-05T13:28:18.803Z,,
1192,3398,,1338511,,5.712,0.0,0.0,0.0,0.0,,1,2021-03-05T13:30:01.884Z,,
1193,3399,,1345137,,5.735,0.0,0.0,0.0,0.0,,1,2021-03-05T13:31:08.145Z,,
1194,3400,,1351666,,12.106,0.0,0.0,0.0,0.0,,1,2021-03-05T13:32:13.436Z,,
1195,3401,,1357717,,8.961,0.0,0.0,0.0,0.0,,1,2021-03-05T13:33:13.946Z,,
1196,3402,,1361984,,5.72,0.0,0.0,0.0,0.0,,1,2021-03-05T13:33:56.617Z,,
1197,3404,,1370725,,12.247,0.0,0.0,0.0,0.0,,1,2021-03-05T13:35:24.028Z,,
1198,3403,,1366347,,5.949,0.0,0.0,0.0,0.0,,1,2021-03-05T13:34:40.247Z,,
1199,3405,,1508554,,12.21,0.0,0.0,0.0,0.0,,1,2021-03-05T13:58:22.334Z,,
1200,3408,,1646470,,5.816,0.0,0.0,0.0,0.0,,1,2021-03-05T14:21:21.510Z,,
1201,3411,,1917532,,12.306,0.0,0.0,0.0,0.0,,1,2021-03-05T15:06:32.161Z,,
1202,3415,,205693,,6.341,0.0,0.0,0.0,0.0,,1,2021-03-08T07:38:22.543Z,,
1203,3203,20.0,3131596,1,20.247,17000.0,27.0,16957.0,27.0,0.1,1,2021-03-01T15:43:44.416Z,97.66,SVASATORE
1204,3204,14.0,3138168,1,20.212,20000.0,29.0,19992.0,27.0,2.4,1,2021-03-01T15:44:50.137Z,145.173,FRESA14
1205,3205,12.0,3274809,1,20.179,18000.0,25.0,17990.0,25.0,2.8,1,2021-03-01T16:07:36.562Z,129.619,FRESA12_PROVA
1206,3206,14.0,334671,1,20.332,14000.0,12.0,13972.0,13.0,1.6,1,2021-03-02T09:09:37.769Z,151.22,FRESA14
1207,3207,14.0,344931,1,20.162,16000.0,14.0,16012.0,14.0,3.1,1,2021-03-02T09:11:20.370Z,151.22,FRESA14
1208,3208,14.0,540429,1,20.332,18000.0,15.0,17952.0,15.0,3.9,1,2021-03-02T09:43:55.368Z,151.22,FRESA14
1209,3209,14.0,587657,1,20.247,18000.0,20.0,18014.0,20.0,4.1,1,2021-03-02T09:51:47.653Z,151.22,FRESA14
1210,3210,14.0,899673,1,20.162,18000.0,22.0,7930.0,23.0,0.8,1,2021-03-02T10:43:47.844Z,151.22,FRESA14
1211,3211,14.0,971614,1,20.128,18000.0,20.0,18021.0,22.0,3.9,1,2021-03-02T10:55:47.262Z,151.22,FRESA14
1212,3212,14.0,1080853,1,20.212,18000.0,22.0,18006.0,22.0,3.6,1,2021-03-02T11:13:59.664Z,151.22,FRESA14
1213,3213,14.0,1150517,1,20.247,18000.0,23.0,18034.0,23.0,3.6,1,2021-03-02T11:25:36.311Z,151.22,FRESA14
1214,3269,20.0,2437938,1,20.212,17000.0,18.0,16990.0,19.0,1.5,1,2021-03-02T15:00:10.666Z,97.66,SVASATORE
1215,3270,14.0,2442062,1,20.162,18000.0,20.0,18006.0,19.0,3.3,1,2021-03-02T15:00:51.906Z,151.22,FRESA14
1216,3275,20.0,2719411,1,20.162,17000.0,20.0,16992.0,22.0,3.4,1,2021-03-02T15:47:05.428Z,97.66,SVASATORE
1217,3276,12.0,2728768,1,20.365,18000.0,24.0,18021.0,22.0,2.5,1,2021-03-02T15:48:38.999Z,129.619,FRESA12_PROVA
1218,3278,10.0,2939709,1,20.128,18000.0,24.0,17994.0,24.0,3.5,1,2021-03-02T16:23:48.433Z,151.123,FRESA10_3D
1219,3279,12.0,2947837,1,20.298,16000.0,27.0,15976.0,24.0,1.5,1,2021-03-02T16:25:09.714Z,113.099,FOREX12
1220,3280,12.0,35934,1,20.247,18000.0,12.0,17974.0,13.0,2.1,1,2021-03-03T13:06:03.560Z,129.619,FRESA12_PROVA
1221,3281,40.0,47415,1,20.195,17000.0,17.0,17008.0,15.0,8.1,1,2021-03-03T13:07:58.371Z,215.498,SPIG60
1222,3283,10.0,89234,1,20.23,18000.0,15.0,18021.0,15.0,1.2,1,2021-03-03T13:14:56.563Z,151.123,FRESA10_3D
1223,3284,12.0,97346,1,20.128,16000.0,19.0,16011.0,17.0,2.2,1,2021-03-03T13:16:17.684Z,113.099,FOREX12
1224,3286,10.0,183966,1,20.195,18000.0,19.0,17946.0,20.0,2.1,1,2021-03-03T13:30:43.890Z,151.123,FRESA10_3D
1225,3287,12.0,192081,1,20.212,16000.0,23.0,15999.0,20.0,3.0,1,2021-03-03T13:32:05.040Z,113.099,FOREX12
