,rpmSetPoint,statoRot,bearingsCelsius,UTE,VibromPeak,numTP,idChiave,DIAM,CurrentPeak,ist_acc,@timestamp,LUNG,spindleRpm,statorCelsius
13111,18000.0,1,26.0,D8X22_LISCIA_Z3,3.7,1,11775,7.4,13.912,2319510,2022-03-04T14:39:56.250Z,102.54,18005.0,36.0
13112,18000.0,1,25.0,D3X12_LISCIA_Z2,1.6,11,11776,2.85,27.962,2345441,2022-03-04T14:44:15.566Z,97.636,18090.0,24.0
13113,18000.0,1,26.0,D8X22_LISCIA_Z3,3.4,1,11777,7.4,13.183,2347069,2022-03-04T14:44:31.846Z,102.54,17979.0,36.0
13114,18000.0,1,25.0,D12X12_DIA_Z3,1.3,1,11778,11.95,13.246,2442503,2022-03-04T15:00:26.210Z,93.459,18012.0,26.0
13115,18000.0,1,24.0,D3X12_LISCIA_Z2,1.6,11,11779,2.85,28.396,2535254,2022-03-04T15:15:53.742Z,97.636,18047.0,23.0
13116,18000.0,1,26.0,D8X22_LISCIA_Z3,2.1,1,11780,7.15,13.367,2545486,2022-03-04T15:17:36.064Z,102.413,18001.0,32.0
13117,18000.0,1,14.0,D12X12_DIA_Z3,0.7,1,11781,11.95,13.423,44753,2022-03-05T05:04:11.465Z,93.459,18009.0,14.0
13118,18000.0,1,15.0,D3X12_LISCIA_Z2,1.5,11,11782,2.85,37.633,80694,2022-03-05T05:10:10.878Z,97.636,18050.0,15.0
13119,18000.0,1,20.0,D8X22_LISCIA_Z3,1.9,1,11783,7.15,13.395,82160,2022-03-05T05:10:25.538Z,102.413,17999.0,25.0
13120,18000.0,1,23.0,D12X25_LISCIAZ3,3.4,11,11784,11.95,27.775,449773,2022-03-05T06:11:41.705Z,114.949,18083.0,23.0
13121,18000.0,1,24.0,D12X25_LISCIAZ3,2.4,11,11785,11.95,29.388,480876,2022-03-05T06:16:52.739Z,114.949,18109.0,23.0
13122,18000.0,1,24.0,D12X25_LISCIAZ3,2.5,11,11786,11.95,37.882,489001,2022-03-05T06:18:13.989Z,114.949,18056.0,24.0
13123,18000.0,1,24.0,D12X25_LISCIAZ3,2.5,11,11787,11.95,38.471,494643,2022-03-05T06:19:10.410Z,114.949,18051.0,25.0
13124,18000.0,1,25.0,D12X25_LISCIAZ3,2.5,11,11788,11.95,37.82,500366,2022-03-05T06:20:07.641Z,114.949,18067.0,25.0
13125,18000.0,1,25.0,D12X25_LISCIAZ3,2.5,11,11789,11.95,37.882,506983,2022-03-05T06:21:13.812Z,114.949,18062.0,27.0
13126,18000.0,1,25.0,D12X25_LISCIAZ3,2.5,11,11790,11.95,31.837,513029,2022-03-05T06:22:14.273Z,114.949,18127.0,27.0
13127,18000.0,1,25.0,D12X25_LISCIAZ3,2.5,11,11791,11.95,37.044,520023,2022-03-05T06:23:24.213Z,114.949,18086.0,27.0
13128,18000.0,1,25.0,D12X25_LISCIAZ3,2.4,11,11792,11.95,37.044,526348,2022-03-05T06:24:27.464Z,114.949,18063.0,27.0
13129,18000.0,1,25.0,D12X25_LISCIAZ3,2.4,11,11793,11.95,19.591,533061,2022-03-05T06:25:34.595Z,114.949,18129.0,27.0
13130,18000.0,1,25.0,D12X25_LISCIAZ3,2.5,11,11794,11.95,29.853,539576,2022-03-05T06:26:39.746Z,114.949,18074.0,27.0
13131,18000.0,1,25.0,D12X25_LISCIAZ3,2.4,11,11795,11.95,32.922,546568,2022-03-05T06:27:49.667Z,114.949,18112.0,27.0
13132,18000.0,1,25.0,D12X25_LISCIAZ3,2.4,11,11796,11.95,27.714,553894,2022-03-05T06:29:02.927Z,114.949,18124.0,27.0
13133,18000.0,1,25.0,D12X25_LISCIAZ3,2.5,11,11797,11.95,15.345,560796,2022-03-05T06:30:11.948Z,114.949,18081.0,27.0
13134,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11798,11.95,25.451,567159,2022-03-05T06:31:15.579Z,114.949,18043.0,27.0
13135,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11799,11.95,29.295,574068,2022-03-05T06:32:24.670Z,114.949,18055.0,27.0
13136,18000.0,1,27.0,D12X25_LISCIAZ3,2.5,11,11800,11.95,32.116,583099,2022-03-05T06:33:54.981Z,114.949,18059.0,27.0
13137,18000.0,1,25.0,D12X25_LISCIAZ3,2.4,11,11801,11.95,38.563,597942,2022-03-05T06:36:23.413Z,114.949,18104.0,25.0
13138,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11802,11.95,29.729,609145,2022-03-05T06:38:15.444Z,114.949,18056.0,25.0
13139,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11803,11.95,25.451,615888,2022-03-05T06:39:22.875Z,114.949,18047.0,27.0
13140,18000.0,1,27.0,D12X25_LISCIAZ3,2.5,11,11804,11.95,27.868,623219,2022-03-05T06:40:36.186Z,114.949,18113.0,27.0
13141,18000.0,1,27.0,D12X25_LISCIAZ3,2.5,11,11805,11.95,38.254,631411,2022-03-05T06:41:58.107Z,114.949,18071.0,27.0
13142,18000.0,1,27.0,D12X25_LISCIAZ3,2.5,11,11806,11.95,28.52,637910,2022-03-05T06:43:03.098Z,114.949,18080.0,27.0
13143,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11807,11.95,30.132,645324,2022-03-05T06:44:17.239Z,114.949,18097.0,27.0
13144,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11808,11.95,28.209,653086,2022-03-05T06:45:34.860Z,114.949,18074.0,27.0
13145,18000.0,1,27.0,D12X25_LISCIAZ3,2.5,11,11809,11.95,28.582,660331,2022-03-05T06:46:47.311Z,114.949,18112.0,27.0
13146,18000.0,1,27.0,D12X25_LISCIAZ3,2.5,11,11810,11.95,27.868,666270,2022-03-05T06:47:46.702Z,114.949,18086.0,28.0
13147,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11811,11.95,15.19,672409,2022-03-05T06:48:48.092Z,114.949,18102.0,28.0
13148,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11812,11.95,27.372,683532,2022-03-05T06:50:39.324Z,114.949,18039.0,27.0
13149,18000.0,1,27.0,D12X25_LISCIAZ3,2.5,11,11813,11.95,36.456,689827,2022-03-05T06:51:42.275Z,114.949,18102.0,27.0
13150,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11814,11.95,30.473,698370,2022-03-05T06:53:07.706Z,114.949,18079.0,27.0
13151,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11815,11.95,32.022,705682,2022-03-05T06:54:20.827Z,114.949,18074.0,27.0
13152,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11816,11.95,23.188,713188,2022-03-05T06:55:35.887Z,114.949,18085.0,27.0
13153,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11817,11.95,30.783,723021,2022-03-05T06:57:14.219Z,114.949,18122.0,27.0
13154,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11818,11.95,27.868,733654,2022-03-05T06:59:00.550Z,114.949,18102.0,27.0
13155,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11819,11.95,29.698,740296,2022-03-05T07:00:06.971Z,114.949,18115.0,27.0
13156,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11820,11.95,25.42,748036,2022-03-05T07:01:24.372Z,114.949,18067.0,27.0
13157,18000.0,1,27.0,D12X25_LISCIAZ3,2.4,11,11821,11.95,30.349,755924,2022-03-05T07:02:43.253Z,114.949,18129.0,25.0
13158,18000.0,1,27.0,D12X25_LISCIAZ3,2.3,11,11822,11.95,38.036,764369,2022-03-05T07:04:07.704Z,114.949,18058.0,25.0
13159,18000.0,1,27.0,D12X25_LISCIAZ3,2.3,11,11823,11.95,30.194,771998,2022-03-05T07:05:23.995Z,114.949,18101.0,27.0
13160,18000.0,1,27.0,D12X25_LISCIAZ3,2.3,11,11824,11.95,30.938,780995,2022-03-05T07:06:53.966Z,114.949,18076.0,25.0
13161,18000.0,1,27.0,D12X25_LISCIAZ3,2.3,11,11825,11.95,29.822,789842,2022-03-05T07:08:22.437Z,114.949,18064.0,25.0
13162,18000.0,1,27.0,D12X25_LISCIAZ3,2.3,11,11826,11.95,34.688,797340,2022-03-05T07:09:37.418Z,114.949,18062.0,27.0
13163,18000.0,1,27.0,D12X25_LISCIAZ3,2.3,11,11827,11.95,27.125,803840,2022-03-05T07:10:42.419Z,114.949,18070.0,27.0
13164,14000.0,1,25.0,FRESA_MOOD_OK,1.0,1,11828,8.0,13.154,1083877,2022-03-05T07:57:22.826Z,129.244,14006.0,25.0
13165,18000.0,1,28.0,D12X12_DIA_Z3,0.6,1,11829,11.95,13.154,1258825,2022-03-05T08:26:32.330Z,93.459,18000.0,39.0
13166,18000.0,1,28.0,CONICA_55_D44,0.7,1,11830,0.1,13.409,1274769,2022-03-05T08:29:11.772Z,107.674,17997.0,39.0
13167,18000.0,1,29.0,D8X22_LISCIA_Z3,0.6,1,11831,7.15,13.353,1288185,2022-03-05T08:31:25.934Z,102.413,18007.0,39.0
13168,14000.0,1,13.0,FRESA_MOOD_OK,0.3,1,11832,8.0,12.864,113701,2022-03-07T06:16:00.494Z,129.244,14000.0,12.0
13169,18000.0,1,23.0,D12X12_DIA_Z3,1.5,1,11833,11.95,13.133,288313,2022-03-07T06:45:06.629Z,93.459,18004.0,32.0
13170,18000.0,1,24.0,CONICA_55_D44,0.9,1,11834,0.1,13.367,304248,2022-03-07T06:47:45.980Z,107.674,18006.0,32.0
13171,18000.0,1,24.0,D8X22_LISCIA_Z3,0.6,1,11835,7.15,13.225,317642,2022-03-07T06:49:59.921Z,105.233,18000.0,32.0
13172,18000.0,1,26.0,D12X12_DIA_Z3,1.5,1,11836,11.95,13.445,404577,2022-03-07T07:04:29.280Z,93.459,18014.0,33.0
13173,18000.0,1,26.0,CONICA_55_D44,0.7,1,11837,0.1,13.317,419287,2022-03-07T07:06:56.382Z,107.674,18006.0,34.0
13174,18000.0,1,26.0,D8X22_LISCIA_Z3,0.7,1,11838,7.15,13.423,433175,2022-03-07T07:09:15.263Z,105.233,18002.0,35.0
13175,18000.0,1,27.0,D12X12_DIA_Z3,1.6,1,11839,11.95,13.183,566674,2022-03-07T07:31:30.268Z,93.459,17979.0,36.0
13176,18000.0,1,26.0,CONICA_55_D44,0.6,1,11840,0.1,13.275,581375,2022-03-07T07:33:57.280Z,107.674,18004.0,36.0
13177,18000.0,1,26.0,D8X22_LISCIA_Z3,0.8,1,11841,7.15,13.197,595196,2022-03-07T07:36:15.492Z,105.233,18005.0,36.0
13178,18000.0,1,24.0,D20X22_DIA_Z2,0.9,11,11842,17.4,25.698,906636,2022-03-07T08:28:09.929Z,107.626,18087.0,24.0
13179,18000.0,1,25.0,CONICA_45_D44,2.7,11,11843,0.1,33.325,913172,2022-03-07T08:29:15.290Z,115.354,18051.0,29.0
13180,18000.0,1,25.0,D8X22_LISCIA_Z3,1.9,1,11844,7.15,13.409,919951,2022-03-07T08:30:23.081Z,105.233,18000.0,25.0
13181,18000.0,1,25.0,D20X22_DIA_Z2,1.0,11,11845,17.4,15.159,1089663,2022-03-07T08:58:40.222Z,107.626,18078.0,24.0
13182,18000.0,1,25.0,D8X22_LISCIA_Z3,2.8,1,11846,7.15,13.246,1094831,2022-03-07T08:59:31.903Z,105.233,18011.0,25.0
13183,18000.0,1,27.0,CONICA_45_D44,3.3,11,11847,0.1,31.837,1101256,2022-03-07T09:00:36.154Z,115.354,18031.0,27.0
13184,18000.0,1,25.0,D8X22_LISCIA_Z3,1.1,1,11848,7.15,13.459,1113665,2022-03-07T09:02:40.246Z,105.233,18006.0,26.0
13185,18000.0,1,25.0,D20X22_DIA_Z2,1.0,11,11849,17.4,31.527,1677030,2022-03-07T14:10:36.661Z,107.626,18069.0,24.0
13186,18000.0,1,24.0,D8X22_LISCIA_Z3,2.6,1,11850,7.15,13.459,1682213,2022-03-07T14:11:28.492Z,105.233,17999.0,25.0
13187,18000.0,1,25.0,CONICA_45_D44,3.1,11,11851,0.1,27.372,1688447,2022-03-07T14:12:30.833Z,115.354,18038.0,27.0
13188,18000.0,1,25.0,D8X22_LISCIA_Z3,2.3,1,11852,7.15,13.473,1701512,2022-03-07T14:14:41.485Z,105.233,17996.0,26.0
13189,18000.0,1,25.0,D20X22_DIA_Z2,1.0,11,11853,17.4,31.712,182550,2022-03-07T15:08:40.155Z,107.626,18084.0,24.0
13190,18000.0,1,24.0,D8X22_LISCIA_Z3,2.0,1,11854,7.15,13.331,187585,2022-03-07T15:09:30.506Z,105.233,17989.0,25.0
13191,18000.0,1,25.0,CONICA_45_D44,3.4,11,11855,0.1,31.496,193987,2022-03-07T15:10:34.526Z,115.354,18062.0,28.0
13192,18000.0,1,25.0,D8X22_LISCIA_Z3,2.8,1,11856,7.15,13.225,212118,2022-03-07T15:13:35.839Z,105.233,17972.0,26.0
13193,18000.0,1,27.0,D20X22_DIA_Z2,0.7,11,11857,17.4,38.254,245164,2022-03-07T15:19:06.304Z,107.626,18064.0,25.0
13194,18000.0,1,25.0,D8X22_LISCIA_Z3,2.0,1,11858,7.15,13.246,251155,2022-03-07T15:20:06.215Z,105.233,18016.0,26.0
13195,18000.0,1,27.0,CONICA_45_D44,2.9,11,11859,0.1,28.055,258370,2022-03-07T15:21:18.366Z,115.354,18043.0,27.0
13196,18000.0,1,25.0,D8X22_LISCIA_Z3,2.4,1,11860,7.15,13.275,268827,2022-03-07T15:23:02.938Z,105.233,18012.0,27.0
13197,18000.0,1,27.0,D20X22_DIA_Z2,1.0,11,11861,17.4,32.425,293638,2022-03-07T15:27:11.052Z,107.626,18084.0,25.0
13198,18000.0,1,25.0,D8X22_LISCIA_Z3,2.4,1,11862,7.15,13.062,298834,2022-03-07T15:28:03.012Z,105.233,17987.0,26.0
13199,18000.0,1,27.0,CONICA_45_D44,3.5,11,11863,0.1,27.372,305124,2022-03-07T15:29:05.913Z,115.354,18041.0,28.0
13200,18000.0,1,25.0,D8X22_LISCIA_Z3,2.6,1,11864,7.15,13.303,315568,2022-03-07T15:30:50.355Z,105.233,18005.0,27.0
13201,18000.0,1,27.0,D20X22_DIA_Z2,0.9,11,11865,17.4,24.273,339518,2022-03-07T15:34:49.859Z,107.626,18087.0,27.0
13202,18000.0,1,25.0,D8X22_LISCIA_Z3,2.6,1,11866,7.15,13.395,344532,2022-03-07T15:35:39.999Z,105.233,17990.0,27.0
13203,18000.0,1,27.0,CONICA_45_D44,3.7,11,11867,0.1,27.775,350947,2022-03-07T15:36:44.150Z,115.354,18084.0,29.0
13204,18000.0,1,26.0,D8X22_LISCIA_Z3,2.7,1,11868,7.15,13.423,361384,2022-03-07T15:38:28.522Z,105.233,17990.0,28.0
13205,18000.0,1,27.0,D20X22_DIA_Z2,0.9,11,11869,17.4,24.614,383389,2022-03-07T15:42:08.575Z,107.626,18072.0,27.0
13206,18000.0,1,26.0,D8X22_LISCIA_Z3,2.1,1,11870,7.15,13.197,388406,2022-03-07T15:42:58.746Z,105.233,17999.0,28.0
13207,18000.0,1,28.0,CONICA_45_D44,2.7,11,11871,0.1,30.813,394825,2022-03-07T15:44:02.937Z,115.354,18059.0,29.0
13208,18000.0,1,25.0,D8X22_LISCIA_Z3,1.9,1,11872,7.15,13.487,405270,2022-03-07T15:45:47.389Z,105.233,18009.0,28.0
13209,18000.0,1,27.0,D20X22_DIA_Z2,1.5,11,11873,17.4,30.783,431539,2022-03-07T15:50:10.083Z,107.626,18099.0,25.0
13210,18000.0,1,25.0,D8X22_LISCIA_Z3,2.3,1,11874,7.15,13.119,436542,2022-03-07T15:51:00.113Z,105.233,18007.0,26.0
13211,18000.0,1,27.0,CONICA_45_D44,3.1,11,11875,0.1,37.882,442961,2022-03-07T15:52:04.304Z,115.354,18003.0,27.0
13212,18000.0,1,25.0,D8X22_LISCIA_Z3,2.1,1,11876,7.15,13.445,453503,2022-03-07T15:53:49.726Z,105.233,18020.0,28.0
13213,18000.0,1,14.0,D20X22_DIA_Z2,1.6,11,11877,17.4,31.124,72720,2022-03-08T06:07:59.624Z,107.626,18067.0,13.0
13214,18000.0,1,13.0,D8X22_LISCIA_Z3,1.9,1,11878,7.15,13.225,77939,2022-03-08T06:08:51.814Z,105.233,18009.0,13.0
13215,18000.0,1,17.0,CONICA_45_D44,3.0,11,11879,0.1,36.859,84362,2022-03-08T06:09:56.045Z,115.354,18075.0,17.0
13216,18000.0,1,15.0,D8X22_LISCIA_Z3,1.3,1,11880,7.15,13.105,97133,2022-03-08T06:12:03.756Z,105.233,18011.0,16.0
13217,18000.0,1,17.0,D20X22_DIA_Z2,0.9,11,11881,17.4,26.753,132367,2022-03-08T06:17:56.098Z,107.626,18069.0,17.0
13218,18000.0,1,16.0,D8X22_LISCIA_Z3,2.1,1,11882,7.15,13.225,137375,2022-03-08T06:18:46.179Z,105.233,18024.0,17.0
13219,18000.0,1,20.0,CONICA_45_D44,3.9,11,11883,0.1,37.509,143803,2022-03-08T06:19:50.459Z,115.354,18043.0,20.0
13220,18000.0,1,18.0,D8X22_LISCIA_Z3,2.3,1,11884,7.15,13.423,154265,2022-03-08T06:21:35.080Z,105.233,18002.0,19.0
13221,18000.0,1,20.0,D20X22_DIA_Z2,0.9,11,11885,17.4,36.735,346161,2022-03-08T06:53:34.059Z,107.626,18074.0,20.0
13222,18000.0,1,20.0,D8X22_LISCIA_Z3,2.2,1,11886,7.15,13.409,351175,2022-03-08T06:54:24.200Z,105.233,18017.0,19.0
13223,18000.0,1,22.0,CONICA_45_D44,3.1,11,11887,0.1,33.231,357588,2022-03-08T06:55:28.330Z,115.354,18015.0,22.0
13224,18000.0,1,21.0,D8X22_LISCIA_Z3,2.6,1,11888,7.15,13.827,368215,2022-03-08T06:57:14.602Z,105.233,18006.0,22.0
13225,18000.0,1,22.0,D20X22_DIA_Z2,1.0,11,11889,17.4,25.172,411337,2022-03-08T07:04:25.826Z,107.626,18062.0,22.0
13226,18000.0,1,21.0,D8X22_LISCIA_Z3,2.1,1,11890,7.15,13.076,416341,2022-03-08T07:05:15.867Z,105.233,18004.0,22.0
13227,18000.0,1,24.0,CONICA_45_D44,2.8,11,11891,0.1,28.117,422772,2022-03-08T07:06:20.178Z,115.354,18055.0,24.0
13228,18000.0,1,23.0,D8X22_LISCIA_Z3,1.9,1,11892,7.15,13.275,433214,2022-03-08T07:08:04.599Z,105.233,18002.0,24.0
13229,18000.0,1,24.0,D20X22_DIA_Z2,1.6,11,11893,17.4,34.41,469419,2022-03-08T07:14:06.653Z,107.626,18095.0,22.0
13230,18000.0,1,23.0,D8X22_LISCIA_Z3,2.4,1,11894,7.15,13.105,474415,2022-03-08T07:14:56.614Z,105.233,17989.0,23.0
13231,18000.0,1,25.0,CONICA_45_D44,3.4,11,11895,0.1,30.101,480841,2022-03-08T07:16:00.875Z,115.354,18058.0,25.0
13232,18000.0,1,24.0,D8X22_LISCIA_Z3,1.6,1,11896,7.15,13.579,491297,2022-03-08T07:17:45.436Z,105.233,18001.0,25.0
13233,18000.0,1,25.0,D20X22_DIA_Z2,1.6,11,11897,17.4,33.852,518780,2022-03-08T07:22:20.269Z,107.626,18063.0,23.0
13234,18000.0,1,24.0,D8X22_LISCIA_Z3,2.2,1,11898,7.15,13.091,523793,2022-03-08T07:23:10.400Z,105.233,17999.0,25.0
13235,18000.0,1,27.0,CONICA_45_D44,2.7,11,11899,0.1,32.116,530199,2022-03-08T07:24:14.461Z,115.354,18007.0,27.0
13236,18000.0,1,25.0,D8X22_LISCIA_Z3,2.8,1,11900,7.15,13.225,540657,2022-03-08T07:25:59.042Z,105.233,18004.0,26.0
13237,18000.0,1,25.0,D20X22_DIA_Z2,1.4,11,11901,17.4,31.093,568954,2022-03-08T07:30:42.015Z,107.626,18100.0,25.0
13238,18000.0,1,25.0,D8X22_LISCIA_Z3,2.0,1,11902,7.15,13.331,573960,2022-03-08T07:31:32.076Z,105.233,18012.0,26.0
13239,18000.0,1,27.0,CONICA_45_D44,3.7,11,11903,0.1,36.983,580373,2022-03-08T07:32:36.207Z,115.354,18047.0,27.0
13240,18000.0,1,25.0,D8X22_LISCIA_Z3,1.9,1,11904,7.15,13.367,590816,2022-03-08T07:34:20.638Z,105.233,17985.0,27.0
13241,18000.0,1,27.0,D20X22_DIA_Z2,1.4,11,11905,17.4,27.621,655739,2022-03-08T07:45:09.876Z,107.626,18090.0,25.0
13242,18000.0,1,26.0,D8X22_LISCIA_Z3,2.1,1,11906,7.15,13.26,660738,2022-03-08T07:45:59.867Z,105.233,18005.0,26.0
13243,18000.0,1,27.0,CONICA_45_D44,4.0,11,11907,0.1,15.097,667165,2022-03-08T07:47:04.138Z,115.354,17986.0,28.0
13244,18000.0,1,26.0,D8X22_LISCIA_Z3,2.2,1,11908,7.15,13.211,677604,2022-03-08T07:48:48.529Z,105.233,18004.0,28.0
13245,18000.0,1,27.0,D20X22_DIA_Z2,1.7,11,11909,17.4,36.765,716204,2022-03-08T07:55:14.534Z,107.626,18079.0,24.0
13246,18000.0,1,25.0,D8X22_LISCIA_Z3,2.3,1,11910,7.15,13.303,721736,2022-03-08T07:56:09.854Z,105.233,18011.0,26.0
13247,18000.0,1,27.0,CONICA_45_D44,3.8,11,11911,0.1,28.086,728154,2022-03-08T07:57:14.035Z,115.354,18059.0,27.0
13248,18000.0,1,26.0,D8X22_LISCIA_Z3,1.9,1,11912,7.15,13.303,738846,2022-03-08T07:59:00.957Z,105.233,18002.0,27.0
13249,18000.0,1,25.0,D20X22_DIA_Z2,1.6,11,11913,17.4,30.441,795823,2022-03-08T08:08:30.734Z,107.626,18076.0,24.0
13250,18000.0,1,25.0,D8X22_LISCIA_Z3,2.3,1,11914,7.15,13.154,800836,2022-03-08T08:09:20.865Z,105.233,17992.0,26.0
13251,18000.0,1,27.0,CONICA_45_D44,3.7,11,11915,0.1,24.49,807237,2022-03-08T08:10:24.876Z,115.354,18032.0,28.0
13252,18000.0,1,26.0,D8X22_LISCIA_Z3,1.9,1,11916,7.15,13.168,817703,2022-03-08T08:12:09.537Z,105.233,17991.0,27.0
13253,18000.0,1,27.0,D20X22_DIA_Z2,1.5,11,11917,17.4,32.24,867238,2022-03-08T08:20:24.893Z,107.626,18063.0,25.0
13254,18000.0,1,26.0,D8X22_LISCIA_Z3,2.3,1,11918,7.15,13.168,872249,2022-03-08T08:21:15.004Z,105.233,17992.0,26.0
13255,18000.0,1,28.0,CONICA_45_D44,3.6,11,11919,0.1,35.34,878662,2022-03-08T08:22:19.135Z,115.354,18066.0,29.0
13256,18000.0,1,26.0,D8X22_LISCIA_Z3,1.9,1,11920,7.15,13.423,889112,2022-03-08T08:24:03.636Z,105.233,17989.0,28.0
13257,18000.0,1,25.0,D20X20_LISCIA_N,2.2,1,11921,17.15,17.509,1381758,2022-03-08T09:46:10.163Z,135.47,17982.0,26.0
13258,4500.0,1,25.0,FRESAD300,1.1,11,11922,296.0,37.23,1383781,2022-03-08T09:46:30.393Z,97.76,4499.0,25.0
13259,5500.0,1,25.0,FRESAD300,1.6,11,11922,296.0,11.067,1390588,2022-03-08T09:47:38.464Z,97.76,5501.0,29.0
13260,4500.0,1,25.0,FRESAD300,2.4,11,11922,296.0,9.269,1393474,2022-03-08T09:48:07.324Z,97.76,4466.0,28.0
13261,5500.0,1,25.0,FRESAD300,3.1,11,11922,296.0,10.974,1399190,2022-03-08T09:49:04.485Z,97.76,5503.0,28.0
13262,18000.0,1,24.0,D20X20_LISCIA_N,2.1,1,11923,17.15,17.537,1490724,2022-03-08T10:04:19.837Z,135.47,18026.0,24.0
13263,4500.0,1,24.0,FRESAD300,0.9,11,11924,296.0,33.634,1492411,2022-03-08T10:04:36.708Z,98.0,4499.0,24.0
13264,5500.0,1,24.0,FRESAD300,1.9,11,11924,296.0,10.478,1494428,2022-03-08T10:04:56.878Z,98.0,5450.0,27.0
13265,4500.0,1,24.0,FRESAD300,2.8,11,11924,296.0,9.145,1495736,2022-03-08T10:05:09.958Z,98.0,4497.0,27.0
13266,5500.0,1,24.0,FRESAD300,2.7,11,11924,296.0,11.191,1497041,2022-03-08T10:05:23.008Z,98.0,5433.0,27.0
13267,16000.0,1,24.0,D20X20_LISCIA_N,1.6,1,11925,17.15,15.965,1595757,2022-03-08T10:21:50.182Z,135.47,16000.0,25.0
13268,18000.0,1,25.0,FRESAD19_NEG_60,2.3,11,11926,19.1,33.852,1602581,2022-03-08T10:22:58.423Z,93.48,18089.0,24.0
13269,4500.0,1,25.0,FRESAD300,1.2,11,11927,296.0,5.921,1608876,2022-03-08T10:24:01.374Z,98.0,4501.0,27.0
13270,16000.0,1,25.0,D20X20_LISCIA_N,1.4,1,11928,17.15,15.951,1740972,2022-03-08T10:46:02.352Z,135.47,15993.0,25.0
13271,18000.0,1,25.0,FRESAD19_NEG_60,2.0,11,11929,19.1,26.938,1747316,2022-03-08T10:47:05.793Z,93.48,18069.0,24.0
13272,4500.0,1,25.0,FRESAD300,1.3,11,11930,296.0,36.703,1751269,2022-03-08T10:47:45.323Z,98.0,4440.0,27.0
13273,4500.0,1,25.0,FRESAD300,1.3,11,11930,296.0,6.572,1753306,2022-03-08T10:48:05.693Z,98.0,4502.0,28.0
13274,18000.0,1,25.0,D20X22_DIA_Z2,1.5,11,11931,17.4,32.828,2204042,2022-03-08T12:03:13.115Z,107.626,18047.0,25.0
13275,18000.0,1,25.0,D8X22_LISCIA_Z3,1.6,1,11932,7.22,13.183,2209976,2022-03-08T12:04:12.455Z,108.056,18010.0,25.0
13276,18000.0,1,25.0,D8X22_LISCIA_Z3,1.7,1,11933,7.22,14.584,2220788,2022-03-08T12:06:00.577Z,108.056,17994.0,29.0
13277,18000.0,1,28.0,D8X22_LISCIA_Z3,1.8,1,11934,7.22,14.846,2355319,2022-03-08T12:28:25.905Z,108.056,18006.0,38.0
13278,18000.0,1,25.0,D20X22_DIA_Z2,2.0,11,11935,17.4,38.13,2426131,2022-03-08T12:40:14.035Z,107.626,18066.0,24.0
13279,18000.0,1,27.0,D8X22_LISCIA_Z3,1.7,1,11936,7.22,13.303,2427844,2022-03-08T12:40:31.165Z,108.056,17994.0,29.0
13280,18000.0,1,26.0,D8X22_LISCIA_Z3,1.5,1,11937,7.22,14.896,2433688,2022-03-08T12:41:29.606Z,108.056,17987.0,31.0
13281,18000.0,1,27.0,D8X22_LISCIA_Z3,1.5,1,11938,7.22,14.769,2628564,2022-03-08T13:13:58.392Z,108.056,18012.0,37.0
13282,18000.0,1,24.0,D20X22_DIA_Z2,1.9,11,11939,17.4,30.597,2812883,2022-03-08T13:44:41.608Z,107.626,18061.0,24.0
13283,18000.0,1,26.0,D8X22_LISCIA_Z3,2.0,1,11940,7.22,13.395,2824304,2022-03-08T13:46:35.819Z,108.056,18012.0,28.0
13284,18000.0,1,27.0,D8X22_LISCIA_Z3,1.2,1,11941,7.22,14.861,2844039,2022-03-08T13:49:53.172Z,108.056,18005.0,35.0
13285,18000.0,1,28.0,D8X22_LISCIA_Z3,2.0,1,11942,7.22,14.896,2932858,2022-03-08T14:04:41.374Z,108.056,18012.0,38.0
13286,18000.0,1,28.0,D8X22_LISCIA_Z3,1.2,1,11943,7.22,15.031,2977754,2022-03-08T14:12:10.340Z,108.056,18000.0,38.0
13287,18000.0,1,26.0,D8X22_LISCIA_Z3,2.2,1,11944,7.22,13.749,3005754,2022-03-08T14:16:50.344Z,108.056,18005.0,29.0
13288,18000.0,1,26.0,D8X22_LISCIA_Z3,1.6,1,11945,7.22,15.031,3007532,2022-03-08T14:17:08.124Z,108.056,18001.0,30.0
13289,18000.0,1,27.0,D8X22_LISCIA_Z3,1.7,1,11946,7.22,14.648,3128439,2022-03-08T14:37:17.211Z,108.056,18001.0,37.0
