,LUNG,bearingsCelsius,spindleRpm,idChiave,statoRot,ist_acc,@timestamp,DIAM,UTE,VibromPeak,statorCelsius,numTP,CurrentPeak,rpmSetPoint
8743,109.695,27.0,2955.0,10131,1,1335346,2022-02-21T10:38:56.393Z,80.0,SPIANAD80,0.8,28.0,1,9.758,3000.0
8744,109.695,27.0,11935.0,10131,1,1330655,2022-02-21T10:38:09.483Z,80.0,SPIANAD80,1.4,25.0,1,20.145,12000.0
8745,109.695,25.0,12005.0,10132,1,1370257,2022-02-21T10:44:45.508Z,80.0,SPIANAD80,1.0,24.0,1,20.281,12000.0
8746,109.695,25.0,2937.0,10132,1,1382170,2022-02-21T10:46:44.640Z,80.0,SPIANAD80,0.7,30.0,1,9.486,3000.0
8747,152.298,25.0,5979.0,10133,1,1418166,2022-02-21T10:52:44.604Z,20.0,CAN19APK,0.8,25.0,1,20.264,6000.0
8748,145.199,25.0,7002.0,10134,1,1431185,2022-02-21T10:54:54.796Z,50.0,SPIANA50,0.5,29.0,1,20.212,7000.0
8749,110.464,25.0,19009.0,10135,1,1442507,2022-02-21T10:56:48.018Z,6.0,TEST6SGROSS,0.7,30.0,1,20.247,19000.0
8750,111.067,29.0,18960.0,10136,1,1477795,2022-02-21T11:02:40.903Z,6.0,TEST6,1.0,37.0,1,20.281,19000.0
8751,157.797,30.0,12014.0,10137,1,1502927,2022-02-21T11:06:52.226Z,6.0,FRESA6SMUSS,1.2,38.0,1,20.298,12000.0
8752,155.191,30.0,2503.0,10138,1,1511610,2022-02-21T11:08:19.057Z,8.5,CAN8-5FR,0.8,35.0,1,20.298,2500.0
8753,142.439,28.0,2496.0,10139,1,1516828,2022-02-21T11:09:11.238Z,5.5,CAN5-5,0.6,32.0,1,20.247,2500.0
8754,104.355,27.0,19030.0,10140,1,1524230,2022-02-21T11:10:25.259Z,5.0,5TAGLI90G,1.2,30.0,1,20.162,19000.0
8755,109.695,25.0,12003.0,10141,1,1688442,2022-02-21T11:37:47.402Z,80.0,SPIANAD80,0.5,25.0,1,20.365,12000.0
8756,109.695,25.0,2969.0,10141,1,1695048,2022-02-21T11:38:53.463Z,80.0,SPIANAD80,0.6,29.0,1,10.438,3000.0
8757,109.695,25.0,11997.0,10142,1,1804092,2022-02-21T11:57:03.919Z,80.0,SPIANAD80,0.5,25.0,1,20.212,12000.0
8758,109.695,25.0,3005.0,10142,1,1811127,2022-02-21T11:58:14.270Z,80.0,SPIANAD80,0.6,29.0,1,9.078,3000.0
8759,152.298,25.0,6002.0,10143,1,2225857,2022-02-21T13:07:21.629Z,20.0,CAN19APK,0.7,25.0,1,20.179,6000.0
8760,148.916,25.0,18963.0,10144,1,2239181,2022-02-21T13:09:34.870Z,10.0,TEST10SGROSS,1.0,27.0,1,20.247,19000.0
8761,155.815,27.0,18946.0,10145,1,2253808,2022-02-21T13:12:01.142Z,10.0,TEST10,2.1,35.0,1,20.247,19000.0
8762,117.745,28.0,19967.0,10146,1,2265630,2022-02-21T13:13:59.364Z,2.0,CAN2,0.5,35.0,1,20.179,20000.0
8763,157.797,30.0,12000.0,10147,1,2275241,2022-02-21T13:15:35.476Z,6.0,FRESA6SMUSS,0.8,37.0,1,20.332,12000.0
8764,123.191,29.0,2486.0,10148,1,2282123,2022-02-21T13:16:44.297Z,9.0,CAN9,0.4,35.0,1,20.128,2500.0
8765,127.179,28.0,2511.0,10149,1,2287514,2022-02-21T13:17:38.207Z,6.0,CAN6,0.5,32.0,1,20.247,2500.0
8766,104.355,28.0,18991.0,10150,1,2290706,2022-02-21T13:18:10.128Z,5.0,5TAGLI90G,2.3,32.0,1,20.179,19000.0
8767,109.695,25.0,12015.0,10151,1,2355494,2022-02-21T13:28:58.017Z,80.0,SPIANAD80,0.5,25.0,1,20.247,12000.0
8768,109.695,27.0,2942.0,10151,1,2362412,2022-02-21T13:30:07.198Z,80.0,SPIANAD80,0.5,29.0,1,9.928,3000.0
8769,109.695,25.0,12013.0,10152,1,2473551,2022-02-21T13:48:38.604Z,80.0,SPIANAD80,0.5,25.0,1,20.162,12000.0
8770,109.695,25.0,2950.0,10152,1,2481093,2022-02-21T13:49:54.025Z,80.0,SPIANAD80,0.6,29.0,1,9.639,3000.0
8771,166.922,25.0,2464.0,10153,1,2522071,2022-02-21T13:56:43.811Z,6.5,PUNT6-5,1.0,24.0,1,20.212,2500.0
8772,152.298,25.0,5930.0,10154,1,2526080,2022-02-21T13:57:23.902Z,20.0,CAN19APK,0.9,25.0,1,20.195,6000.0
8773,145.199,25.0,6921.0,10155,1,2530136,2022-02-21T13:58:04.462Z,50.0,SPIANA50,0.5,27.0,1,20.247,7000.0
8774,110.464,25.0,19009.0,10156,1,2534039,2022-02-21T13:58:43.493Z,6.0,TEST6SGROSS,0.8,27.0,1,20.179,19000.0
8775,111.067,29.0,18956.0,10157,1,2558723,2022-02-21T14:02:50.336Z,6.0,TEST6,0.8,37.0,1,20.212,19000.0
8776,157.797,32.0,11958.0,10158,1,2588870,2022-02-21T14:07:51.811Z,6.0,FRESA6SMUSS,2.1,38.0,1,20.212,12000.0
8777,149.686,30.0,2482.0,10159,1,2598679,2022-02-21T14:09:29.902Z,10.5,FRESA10-5,0.6,34.0,1,20.247,2500.0
8778,166.922,29.0,2483.0,10160,1,2601890,2022-02-21T14:10:02.012Z,6.5,PUNT6-5,1.1,33.0,1,20.212,2500.0
8779,104.355,28.0,18958.0,10161,1,2607115,2022-02-21T14:10:54.263Z,5.0,5TAGLI90G,0.8,30.0,1,20.298,19000.0
8780,109.695,27.0,11925.0,10162,1,2744409,2022-02-21T14:33:47.223Z,80.0,SPIANAD80,0.4,25.0,1,20.212,12000.0
8781,109.695,27.0,2987.0,10162,1,2756638,2022-02-21T14:35:49.515Z,80.0,SPIANAD80,0.5,30.0,1,9.452,3000.0
8782,109.695,25.0,11949.0,10163,1,2857875,2022-02-21T14:52:41.899Z,80.0,SPIANAD80,1.1,25.0,1,20.179,12000.0
8783,109.695,25.0,2942.0,10163,1,2864916,2022-02-21T14:53:52.310Z,80.0,SPIANAD80,1.4,29.0,1,10.115,3000.0
8784,152.298,25.0,5917.0,10164,1,2905635,2022-02-21T15:00:39.506Z,20.0,CAN19APK,0.7,25.0,1,20.382,6000.0
8785,109.695,25.0,11997.0,10165,1,2946379,2022-02-21T15:07:26.952Z,80.0,SPIANAD80,1.9,25.0,1,20.23,12000.0
8786,109.695,25.0,2942.0,10165,1,2950450,2022-02-21T15:08:07.663Z,80.0,SPIANAD80,2.8,27.0,1,10.132,3000.0
8787,109.695,25.0,11990.0,10166,1,2993680,2022-02-21T15:15:19.969Z,80.0,SPIANAD80,1.5,25.0,1,20.162,12000.0
8788,109.695,25.0,2992.0,10166,1,2998462,2022-02-21T15:16:07.790Z,80.0,SPIANAD80,1.7,27.0,1,9.282,3000.0
8789,109.695,25.0,12006.0,10167,1,3024546,2022-02-21T15:20:28.633Z,80.0,SPIANAD80,1.6,25.0,1,20.179,12000.0
8790,109.695,27.0,2942.0,10167,1,3042677,2022-02-21T15:23:29.946Z,80.0,SPIANAD80,1.6,30.0,1,11.458,3000.0
8791,148.916,25.0,18975.0,10168,1,3142437,2022-02-21T15:40:07.560Z,10.0,TEST10SGROSS,3.1,25.0,1,20.128,19000.0
8792,152.298,28.0,6009.0,10169,1,3163970,2022-02-21T15:43:42.893Z,20.0,CAN19APK,0.7,36.0,1,20.332,6000.0
8793,155.815,27.0,18934.0,10170,1,3193280,2022-02-21T15:48:35.998Z,10.0,TEST10,3.9,30.0,1,20.298,19000.0
8794,111.067,28.0,19009.0,10171,1,3213615,2022-02-21T15:51:59.351Z,6.0,TEST6,1.0,36.0,1,20.212,19000.0
8795,121.73,32.0,15009.0,10172,1,3604322,2022-02-21T16:57:06.477Z,2.0,CAN2,0.7,38.0,1,20.212,15000.0
8796,157.797,29.0,11999.0,10173,1,5790371,2022-02-21T23:01:27.281Z,6.0,FRESA6SMUSS,0.7,33.0,1,20.298,12000.0
8797,166.922,29.0,2490.0,10174,1,5800182,2022-02-21T23:03:05.393Z,6.5,PUNT6-5,0.3,32.0,1,20.162,2500.0
8798,152.298,25.0,5993.0,10175,1,8774050,2022-02-22T07:18:44.489Z,20.0,CAN19APK,0.7,24.0,1,20.179,6000.0
8799,110.464,25.0,19016.0,10176,1,8778183,2022-02-22T07:19:25.820Z,6.0,TEST6SGROSS,0.7,25.0,1,20.247,19000.0
8800,111.067,30.0,18958.0,10177,1,8852425,2022-02-22T07:31:48.250Z,6.0,TEST6,0.6,38.0,1,20.298,19000.0
8801,157.797,30.0,11979.0,10178,1,8910655,2022-02-22T07:41:30.559Z,6.0,FRESA6SMUSS,1.8,38.0,1,20.247,12000.0
8802,137.267,29.0,23014.0,10179,1,8925690,2022-02-22T07:44:00.911Z,10.0,PALLA,2.4,34.0,1,20.179,23000.0
8803,155.191,34.0,14949.0,10180,1,8995106,2022-02-22T07:55:35.080Z,8.5,CAN8-5FR,0.8,46.0,1,20.247,15000.0
8804,155.191,33.0,2481.0,10180,1,9001131,2022-02-22T07:56:35.331Z,8.5,CAN8-5FR,1.6,40.0,1,7.973,2500.0
8805,147.393,30.0,2494.0,10181,1,9006715,2022-02-22T07:57:31.172Z,5.0,CAN5,0.5,35.0,1,20.298,2500.0
8806,225.881,30.0,2485.0,10182,1,9010904,2022-02-22T07:58:13.063Z,10.0,CAN10,0.8,33.0,1,20.179,2500.0
8807,104.355,29.0,18987.0,10183,1,9015487,2022-02-22T07:58:58.893Z,5.0,5TAGLI90G,2.4,32.0,1,20.145,19000.0
8808,109.695,25.0,2960.0,10184,1,9250198,2022-02-22T08:38:06.036Z,80.0,SPIANAD80,0.5,24.0,1,20.332,3000.0
8809,102.252,25.0,11979.0,10185,1,9283587,2022-02-22T08:43:39.931Z,6.0,TEST6FIN,2.4,25.0,1,20.247,12000.0
8810,127.179,27.0,2427.0,10186,1,9826099,2022-02-22T10:14:05.128Z,6.0,CAN6,0.4,33.0,1,20.145,2500.0
8811,157.797,25.0,12001.0,10187,1,9889131,2022-02-22T10:24:35.457Z,6.0,FRESA6SMUSS,2.8,27.0,1,20.212,12000.0
8812,136.849,27.0,2454.0,10188,1,10081878,2022-02-22T10:56:42.955Z,3.25,PUNT3-25,0.5,32.0,1,20.247,2500.0
8813,110.464,25.0,18985.0,10189,1,10246931,2022-02-22T11:24:13.508Z,6.0,TEST6SGROSS,1.7,25.0,1,20.298,19000.0
8814,111.067,27.0,19018.0,10190,1,10260986,2022-02-22T11:26:34.060Z,6.0,TEST6,2.0,35.0,1,20.212,19000.0
8815,157.797,28.0,11968.0,10191,1,10271847,2022-02-22T11:28:22.672Z,6.0,FRESA6SMUSS,2.2,35.0,1,20.179,12000.0
8816,147.393,27.0,1510.0,10192,1,10277818,2022-02-22T11:29:22.383Z,5.0,CAN5,0.6,33.0,1,20.212,1500.0
8817,142.439,27.0,2438.0,10193,1,10282385,2022-02-22T11:30:08.054Z,5.5,CAN5-5,0.5,30.0,1,20.179,2500.0
8818,131.324,25.0,2960.0,10194,1,10292584,2022-02-22T11:31:50.045Z,20.0,SVAS20_5,0.5,28.0,1,20.281,3000.0
8819,104.355,25.0,18954.0,10195,1,10300692,2022-02-22T11:33:11.126Z,5.0,5TAGLI90G,2.9,28.0,1,20.212,19000.0
8820,109.695,25.0,12000.0,10196,1,10366882,2022-02-22T11:44:13.036Z,80.0,SPIANAD80,0.5,25.0,1,20.298,12000.0
8821,109.695,25.0,2939.0,10196,1,10371979,2022-02-22T11:45:04.007Z,80.0,SPIANAD80,0.6,27.0,1,9.503,3000.0
8822,109.676,25.0,11995.0,10197,1,10401991,2022-02-22T11:50:04.131Z,80.0,SPIANAD80,1.1,25.0,1,20.162,12000.0
8823,109.676,25.0,2941.0,10197,1,10407611,2022-02-22T11:51:00.332Z,80.0,SPIANAD80,0.7,27.0,1,10.149,3000.0
8824,109.676,25.0,11984.0,10198,1,10436997,2022-02-22T11:55:54.196Z,80.0,SPIANAD80,1.0,25.0,1,20.247,12000.0
8825,109.676,27.0,3001.0,10198,1,10452420,2022-02-22T11:58:28.428Z,80.0,SPIANAD80,0.7,30.0,1,9.384,3000.0
8826,110.464,25.0,18930.0,10199,1,10476865,2022-02-22T12:02:32.882Z,6.0,TEST6SGROSS,1.2,27.0,1,20.298,19000.0
8827,111.067,27.0,18955.0,10200,1,10489984,2022-02-22T12:04:44.074Z,6.0,TEST6,1.4,33.0,1,20.162,19000.0
8828,157.797,28.0,12002.0,10201,1,10502224,2022-02-22T12:06:46.475Z,6.0,FRESA6SMUSS,1.1,35.0,1,20.162,12000.0
8829,147.393,28.0,1493.0,10202,1,10508903,2022-02-22T12:07:53.266Z,5.0,CAN5,0.6,33.0,1,20.247,1500.0
8830,142.439,27.0,2485.0,10203,1,10513869,2022-02-22T12:08:42.927Z,5.5,CAN5-5,0.5,32.0,1,20.195,2500.0
8831,131.324,27.0,2999.0,10204,1,10522652,2022-02-22T12:10:10.758Z,20.0,SVAS20_5,0.5,29.0,1,20.162,3000.0
8832,104.355,27.0,18950.0,10205,1,10530518,2022-02-22T12:11:29.419Z,5.0,5TAGLI90G,2.2,29.0,1,20.212,19000.0
8833,109.676,25.0,11951.0,10206,1,10944498,2022-02-22T13:20:29.279Z,80.0,SPIANAD80,0.6,24.0,1,20.212,12000.0
8834,109.676,25.0,2939.0,10206,1,10950109,2022-02-22T13:21:25.390Z,80.0,SPIANAD80,0.7,27.0,1,9.843,3000.0
8835,109.676,25.0,11935.0,10207,1,10986963,2022-02-22T13:27:33.935Z,80.0,SPIANAD80,0.6,25.0,1,20.298,12000.0
8836,109.676,27.0,2936.0,10207,1,11002166,2022-02-22T13:30:05.968Z,80.0,SPIANAD80,0.7,30.0,1,10.115,3000.0
8837,145.199,25.0,6993.0,10208,1,11018777,2022-02-22T13:32:52.080Z,50.0,SPIANA50,0.5,27.0,1,20.281,7000.0
8838,148.916,25.0,19013.0,10209,1,11032285,2022-02-22T13:35:07.162Z,10.0,TEST10SGROSS,2.6,29.0,1,20.212,19000.0
8839,155.815,27.0,18999.0,10210,1,11044936,2022-02-22T13:37:13.674Z,10.0,TEST10,4.7,35.0,1,20.195,19000.0
8840,157.797,28.0,11959.0,10211,1,11056771,2022-02-22T13:39:12.025Z,6.0,FRESA6SMUSS,1.2,36.0,1,20.162,12000.0
8841,147.393,28.0,1486.0,10212,1,11063646,2022-02-22T13:40:20.776Z,5.0,CAN5,0.6,34.0,1,20.298,1500.0
8842,142.439,27.0,2505.0,10213,1,11069884,2022-02-22T13:41:23.157Z,5.5,CAN5-5,0.5,32.0,1,20.212,2500.0
8843,131.324,27.0,2950.0,10214,1,11076340,2022-02-22T13:42:27.718Z,20.0,SVAS20_5,0.5,30.0,1,20.23,3000.0
8844,104.355,27.0,19000.0,10215,1,11080984,2022-02-22T13:43:14.159Z,5.0,5TAGLI90G,2.6,29.0,1,20.212,19000.0
8845,109.676,27.0,2942.0,10216,1,11146973,2022-02-22T13:54:14.058Z,80.0,SPIANAD80,0.2,25.0,1,20.247,3000.0
8846,109.676,25.0,2983.0,10217,1,11221719,2022-02-22T14:06:41.529Z,80.0,SPIANAD80,0.5,24.0,1,20.212,3000.0
8847,204.967,25.0,19994.0,10218,1,11250442,2022-02-22T14:11:28.764Z,16.0,FEDORASGROSS,2.7,27.0,1,20.145,20000.0
8848,152.298,30.0,6003.0,10219,1,11271970,2022-02-22T14:15:04.047Z,20.0,CAN19APK,0.6,38.0,1,20.179,6000.0
8849,116.047,25.0,5969.0,10220,1,11373260,2022-02-22T14:31:56.961Z,13.5,FRESA-T13-5X7-3,0.5,30.0,1,20.417,6000.0
8850,148.916,27.0,18976.0,10221,1,11434262,2022-02-22T14:42:06.990Z,10.0,TEST10SGROSS,2.1,30.0,1,20.212,19000.0
8851,155.815,30.0,18910.0,10222,1,11502272,2022-02-22T14:53:27.100Z,10.0,TEST10,4.5,38.0,1,20.298,19000.0
8852,157.797,30.0,12006.0,10223,1,11611608,2022-02-22T15:11:40.476Z,6.0,FRESA6SMUSS,0.7,37.0,1,20.247,12000.0
8853,157.797,29.0,12018.0,10224,1,11630106,2022-02-22T15:14:45.459Z,6.0,FRESA6SMUSS,0.7,35.0,1,20.179,12000.0
8854,147.393,29.0,14996.0,10225,1,11650513,2022-02-22T15:18:09.532Z,5.0,CAN5,1.1,34.0,1,20.23,15000.0
8855,104.355,28.0,19007.0,10226,1,11693814,2022-02-22T15:25:22.548Z,5.0,5TAGLI90G,1.1,33.0,1,20.179,19000.0
8856,109.676,27.0,2992.0,10227,1,11802450,2022-02-22T15:43:28.923Z,80.0,SPIANAD80,0.4,25.0,1,20.212,3000.0
8857,152.298,25.0,5977.0,10228,1,11875562,2022-02-22T15:55:40.054Z,20.0,CAN19APK,0.8,25.0,1,20.315,6000.0
8858,110.464,25.0,18950.0,10229,1,11902584,2022-02-22T16:00:10.278Z,6.0,TEST6SGROSS,0.8,30.0,1,20.162,19000.0
8859,111.067,32.0,18971.0,10230,1,11957142,2022-02-22T16:09:15.866Z,6.0,TEST6,0.8,37.0,1,20.145,19000.0
8860,142.565,32.0,17959.0,10231,1,12096770,2022-02-22T16:32:32.166Z,4.5,CAN4_5XFOR,0.7,38.0,1,20.212,18000.0
8861,134.543,30.0,20021.0,10232,1,12130128,2022-02-22T16:38:05.751Z,1.5,CAN1-5,1.3,37.0,1,20.195,20000.0
8862,157.797,32.0,12008.0,10233,1,12715523,2022-02-22T18:15:39.786Z,6.0,FRESA6SMUSS,1.2,38.0,1,20.212,12000.0
8863,147.393,29.0,14881.0,10234,1,12745484,2022-02-22T18:20:39.400Z,5.0,CAN5,0.8,35.0,1,20.195,15000.0
8864,104.355,28.0,19013.0,10235,1,12767633,2022-02-22T18:24:20.893Z,5.0,5TAGLI90G,1.8,33.0,1,20.212,19000.0
8865,109.676,25.0,11966.0,10236,1,17505332,2022-02-23T07:33:58.539Z,80.0,SPIANAD80,1.5,24.0,1,20.128,12000.0
8866,109.676,25.0,2936.0,10236,1,17535351,2022-02-23T07:38:58.733Z,80.0,SPIANAD80,2.4,30.0,1,9.52,3000.0
8867,109.676,25.0,11989.0,10237,1,17629053,2022-02-23T07:54:35.765Z,80.0,SPIANAD80,1.3,24.0,1,20.247,12000.0
8868,109.676,27.0,2947.0,10237,1,17678816,2022-02-23T08:02:53.402Z,80.0,SPIANAD80,2.5,32.0,1,10.217,3000.0
8869,152.298,25.0,6003.0,10238,1,17701763,2022-02-23T08:06:42.876Z,20.0,CAN19APK,0.7,27.0,1,20.298,6000.0
8870,145.199,25.0,6941.0,10239,1,17730658,2022-02-23T08:11:31.829Z,50.0,SPIANA50,0.5,28.0,1,20.247,7000.0
8871,148.916,25.0,18990.0,10240,1,17777659,2022-02-23T08:19:21.846Z,10.0,TEST10SGROSS,0.7,30.0,1,20.247,19000.0
8872,155.815,29.0,18978.0,10241,1,17801470,2022-02-23T08:23:19.959Z,10.0,TEST10,2.9,37.0,1,20.212,19000.0
8873,106.597,30.0,19018.0,10242,1,17819887,2022-02-23T08:26:24.132Z,6.0,PALLAD6,0.6,37.0,1,20.247,19000.0
8874,157.797,30.0,11927.0,10243,1,17827364,2022-02-23T08:27:38.903Z,6.0,FRESA6SMUSS,0.9,36.0,1,20.247,12000.0
8875,157.797,29.0,11976.0,10244,1,17832185,2022-02-23T08:28:27.113Z,6.0,FRESA6SMUSS,0.5,34.0,1,20.247,12000.0
8876,157.797,28.0,11968.0,10246,1,17838517,2022-02-23T08:29:30.434Z,6.0,FRESA6SMUSS,0.5,34.0,1,20.179,12000.0
8877,157.797,28.0,11965.0,10245,1,17833864,2022-02-23T08:28:43.904Z,6.0,FRESA6SMUSS,0.5,35.0,1,20.212,12000.0
8878,123.191,28.0,2472.0,10247,1,17841107,2022-02-23T08:29:56.335Z,9.0,CAN9,0.5,34.0,1,20.247,2500.0
8879,147.393,27.0,2461.0,10248,1,17844970,2022-02-23T08:30:34.965Z,5.0,CAN5,0.6,33.0,1,20.128,2500.0
8880,142.439,27.0,2482.0,10249,1,17849027,2022-02-23T08:31:15.536Z,5.5,CAN5-5,0.5,30.0,1,20.145,2500.0
8881,104.355,27.0,18999.0,10250,1,17857162,2022-02-23T08:32:36.887Z,5.0,5TAGLI90G,2.4,30.0,1,20.247,19000.0
8882,109.676,25.0,11993.0,10251,1,17950644,2022-02-23T08:48:11.720Z,80.0,SPIANAD80,1.7,25.0,1,20.212,12000.0
8883,109.676,25.0,2971.0,10251,1,17957614,2022-02-23T08:49:21.421Z,80.0,SPIANAD80,1.1,28.0,1,9.435,3000.0
8884,148.916,25.0,18925.0,10252,1,17986179,2022-02-23T08:54:07.075Z,10.0,TEST10SGROSS,2.3,27.0,1,20.247,19000.0
8885,155.815,29.0,19013.0,10253,1,18031279,2022-02-23T09:01:38.081Z,10.0,TEST10,3.7,37.0,1,20.247,19000.0
8886,110.464,30.0,18909.0,10254,1,18065565,2022-02-23T09:07:20.946Z,6.0,TEST6SGROSS,0.6,38.0,1,20.162,19000.0
8887,142.565,32.0,17967.0,10255,1,18121645,2022-02-23T09:16:41.754Z,4.5,CAN4_5XFOR,1.1,39.0,1,20.247,18000.0
8888,111.067,30.0,18969.0,10256,1,18217328,2022-02-23T09:32:38.597Z,6.0,TEST6,0.6,37.0,1,20.212,19000.0
8889,157.797,32.0,11959.0,10257,1,18291034,2022-02-23T09:44:55.668Z,6.0,FRESA6SMUSS,0.9,40.0,1,20.162,12000.0
8890,147.393,29.0,11971.0,10258,1,18346258,2022-02-23T09:54:07.916Z,5.0,CAN5,0.6,34.0,1,20.247,12000.0
8891,104.355,27.0,19002.0,10259,1,18370374,2022-02-23T09:58:09.079Z,5.0,5TAGLI90G,0.9,32.0,1,20.212,19000.0
8892,109.676,25.0,2957.0,10260,1,18452822,2022-02-23T10:11:53.571Z,80.0,SPIANAD80,0.5,25.0,1,20.212,3000.0
8893,148.916,25.0,18945.0,10261,1,18463513,2022-02-23T10:13:40.482Z,10.0,TEST10SGROSS,1.2,27.0,1,20.298,19000.0
8894,155.815,32.0,19024.0,10262,1,18589269,2022-02-23T10:34:38.060Z,10.0,TEST10,3.5,38.0,1,20.128,19000.0
8895,157.797,30.0,11948.0,10263,1,18664651,2022-02-23T10:47:11.891Z,6.0,FRESA6SMUSS,1.2,38.0,1,20.212,12000.0
8896,104.355,28.0,19042.0,10264,1,18691295,2022-02-23T10:51:38.335Z,5.0,5TAGLI90G,1.4,33.0,1,20.195,19000.0
8897,109.676,27.0,11995.0,10265,1,18840738,2022-02-23T11:16:32.786Z,80.0,SPIANAD80,0.5,25.0,1,20.23,12000.0
8898,109.676,27.0,2946.0,10265,1,18848100,2022-02-23T11:17:46.407Z,80.0,SPIANAD80,0.6,30.0,1,9.299,3000.0
8899,109.676,25.0,11993.0,10266,1,18904869,2022-02-23T11:27:14.106Z,80.0,SPIANAD80,0.5,24.0,1,20.247,12000.0
8900,109.676,25.0,2936.0,10266,1,18912220,2022-02-23T11:28:27.617Z,80.0,SPIANAD80,0.6,28.0,1,9.996,3000.0
8901,145.199,25.0,6999.0,10267,1,18925512,2022-02-23T11:30:40.539Z,50.0,SPIANA50,0.6,27.0,1,20.298,7000.0
8902,110.464,25.0,18992.0,10268,1,18935799,2022-02-23T11:32:23.410Z,6.0,TEST6SGROSS,1.0,29.0,1,20.212,19000.0
8903,111.067,28.0,18942.0,10269,1,18962432,2022-02-23T11:36:49.744Z,6.0,TEST6,2.5,37.0,1,20.332,19000.0
8904,156.275,29.0,2456.0,10270,1,18980683,2022-02-23T11:39:52.256Z,12.0,TEST12,0.8,37.0,1,20.23,2500.0
8905,142.439,27.0,2448.0,10271,1,18988671,2022-02-23T11:41:12.138Z,5.5,CAN5-5,0.7,30.0,1,20.23,2500.0
8906,157.797,27.0,11997.0,10272,1,18996573,2022-02-23T11:42:31.159Z,6.0,FRESA6SMUSS,0.9,30.0,1,20.195,12000.0
8907,109.676,25.0,1974.0,10273,1,19090034,2022-02-23T11:58:05.782Z,80.0,SPIANAD80,0.3,25.0,1,20.23,2000.0
8908,109.676,25.0,2019.0,10274,1,19101951,2022-02-23T12:00:04.954Z,80.0,SPIANAD80,0.6,25.0,1,20.162,2000.0
8909,133.118,25.0,18956.0,10275,1,19110756,2022-02-23T12:01:33.005Z,6.0,TEST6FIN,0.8,27.0,1,20.315,19000.0
8910,133.118,30.0,11995.0,10275,1,19154766,2022-02-23T12:08:53.111Z,6.0,TEST6FIN,0.8,38.0,1,7.395,12000.0
8911,157.797,29.0,12020.0,10276,1,19168210,2022-02-23T12:11:07.553Z,6.0,FRESA6SMUSS,1.9,34.0,1,20.298,12000.0
8912,109.676,25.0,2017.0,10277,1,19575156,2022-02-23T13:18:57.072Z,80.0,SPIANAD80,0.3,25.0,1,20.162,2000.0
8913,133.118,25.0,19008.0,10278,1,19583659,2022-02-23T13:20:22.103Z,6.0,TEST6FIN,0.9,27.0,1,20.212,19000.0
8914,157.797,30.0,11967.0,10279,1,19631845,2022-02-23T13:28:23.970Z,6.0,FRESA6SMUSS,1.0,37.0,1,20.298,12000.0
8915,109.676,25.0,2003.0,10280,1,19698696,2022-02-23T13:39:32.490Z,80.0,SPIANAD80,0.2,25.0,1,20.195,2000.0
8916,133.118,25.0,19013.0,10281,1,19706554,2022-02-23T13:40:51.071Z,6.0,TEST6FIN,1.8,27.0,1,20.212,19000.0
8917,157.797,29.0,11977.0,10282,1,19750262,2022-02-23T13:48:08.157Z,6.0,FRESA6SMUSS,0.9,37.0,1,20.179,12000.0
8918,109.676,27.0,2003.0,10283,1,19797199,2022-02-23T13:55:57.534Z,80.0,SPIANAD80,0.2,25.0,1,20.179,2000.0
8919,133.118,27.0,18951.0,10284,1,19804389,2022-02-23T13:57:09.435Z,6.0,TEST6FIN,2.1,27.0,1,20.298,19000.0
8920,133.118,30.0,11995.0,10284,1,19827363,2022-02-23T14:00:59.178Z,6.0,TEST6FIN,0.7,37.0,1,6.919,12000.0
8921,157.797,29.0,11974.0,10285,1,19841141,2022-02-23T14:03:16.960Z,6.0,FRESA6SMUSS,1.3,33.0,1,20.179,12000.0
8922,109.676,25.0,12003.0,10286,1,19952819,2022-02-23T14:21:53.756Z,80.0,SPIANAD80,1.4,25.0,1,20.349,12000.0
8923,109.676,25.0,2938.0,10286,1,19963602,2022-02-23T14:23:41.588Z,80.0,SPIANAD80,2.2,30.0,1,9.554,3000.0
8924,109.676,25.0,11931.0,10287,1,19988390,2022-02-23T14:27:49.471Z,80.0,SPIANAD80,1.2,25.0,1,20.212,12000.0
8925,109.676,27.0,3003.0,10287,1,20008376,2022-02-23T14:31:09.334Z,80.0,SPIANAD80,2.1,32.0,1,9.741,3000.0
8926,152.298,25.0,5991.0,10288,1,20033902,2022-02-23T14:35:24.598Z,20.0,CAN19APK,0.7,25.0,1,20.247,6000.0
8927,145.199,25.0,6979.0,10289,1,20049675,2022-02-23T14:38:02.330Z,50.0,SPIANA50,0.6,28.0,1,20.281,7000.0
8928,148.916,25.0,18986.0,10290,1,20074322,2022-02-23T14:42:08.804Z,10.0,TEST10SGROSS,1.0,30.0,1,20.162,19000.0
8929,155.815,29.0,19010.0,10291,1,20098064,2022-02-23T14:46:06.227Z,10.0,TEST10,3.7,37.0,1,20.281,19000.0
8930,106.597,29.0,18990.0,10292,1,20109920,2022-02-23T14:48:04.789Z,6.0,PALLAD6,0.9,37.0,1,20.162,19000.0
8931,157.797,29.0,11989.0,10293,1,20114821,2022-02-23T14:48:53.799Z,6.0,FRESA6SMUSS,0.9,35.0,1,20.212,12000.0
8932,157.797,28.0,11954.0,10294,1,20119680,2022-02-23T14:49:42.390Z,6.0,FRESA6SMUSS,1.0,34.0,1,20.162,12000.0
