,bearingsCelsius,idChiave,UTE,statoRot,spindleRpm,statorCelsius,LUNG,CurrentPeak,@timestamp,VibromPeak,rpmSetPoint,ist_acc,DIAM,numTP
2393,27.0,5759,S350_L,1,4578.0,27.0,98.099,25.823,2021-09-22T02:13:16.661Z,1.5,5000.0,5520093,351.0,21
2394,27.0,5759,S350_L,1,4999.0,28.0,98.099,3.999,2021-09-22T02:13:47.624Z,0.6,5000.0,5535574,351.0,21
2395,27.0,5759,S350_L,1,4998.0,28.0,98.099,3.813,2021-09-22T02:13:27.271Z,0.4,5000.0,5525398,351.0,21
2396,27.0,5759,S350_L,1,5000.0,29.0,98.099,3.875,2021-09-22T02:14:15.078Z,0.5,5000.0,5549301,351.0,21
2397,27.0,5759,S350_L,1,4998.0,29.0,98.099,3.937,2021-09-22T02:14:35.570Z,0.8,5000.0,5559547,351.0,21
2398,26.0,5760,AGGRE110H-1-AGG110_R16_30,1,9603.879,27.0,51.24,16.313,2021-09-22T02:14:51.084Z,0.9,10000.0,5567304,14.1,1
2399,27.0,5761,S350_L,1,4520.0,29.0,98.099,29.791,2021-09-22T02:15:45.203Z,2.0,5000.0,5594363,351.0,21
2400,26.0,5762,R25_75,1,16769.0,28.0,182.36,15.399,2021-09-22T02:16:47.919Z,1.1,18000.0,5625721,24.799,1
2401,27.0,5763,S350_L,1,4570.0,28.0,98.099,30.101,2021-09-22T02:18:48.930Z,1.5,5000.0,5686226,351.0,21
2402,27.0,5763,S350_L,1,5003.0,29.0,98.099,3.689,2021-09-22T02:19:19.922Z,0.7,5000.0,5701722,351.0,21
2403,27.0,5763,S350_L,1,5005.0,28.0,98.099,3.813,2021-09-22T02:18:59.494Z,0.3,5000.0,5691508,351.0,21
2404,27.0,5763,S350_L,1,5000.0,29.0,98.099,3.968,2021-09-22T02:19:47.355Z,0.5,5000.0,5715438,351.0,21
2405,27.0,5763,S350_L,1,4998.0,29.0,98.099,3.968,2021-09-22T02:20:07.839Z,0.8,5000.0,5725680,351.0,21
2406,26.0,5764,AGGRE110H-1-AGG110_R16_30,1,9525.229,28.0,51.24,15.753,2021-09-22T02:20:23.293Z,0.8,10000.0,5733407,14.1,1
2407,27.0,5765,S350_L,1,4528.0,29.0,98.099,26.412,2021-09-22T02:21:17.493Z,2.0,5000.0,5760507,351.0,21
2408,26.0,5766,R25_75,1,16525.0,27.0,182.36,15.369,2021-09-22T02:22:20.192Z,1.0,18000.0,5791856,24.799,1
2409,27.0,5767,S350_L,1,4582.0,27.0,98.099,29.419,2021-09-22T02:24:21.201Z,1.5,5000.0,5852360,351.0,21
2410,27.0,5767,S350_L,1,4996.0,28.0,98.099,3.937,2021-09-22T02:24:31.757Z,0.3,5000.0,5857638,351.0,21
2411,27.0,5767,S350_L,1,4997.0,28.0,98.099,3.844,2021-09-22T02:24:52.185Z,0.7,5000.0,5867852,351.0,21
2412,27.0,5767,S350_L,1,5002.0,29.0,98.099,4.092,2021-09-22T02:25:19.673Z,0.5,5000.0,5881596,351.0,21
2413,27.0,5767,S350_L,1,5002.0,30.0,98.099,4.092,2021-09-22T02:25:40.062Z,0.6,5000.0,5891790,351.0,21
2414,26.0,5768,AGGRE110H-1-AGG110_R16_30,1,9349.339,27.0,51.24,15.841,2021-09-22T02:25:55.556Z,0.7,10000.0,5899537,14.1,1
2415,27.0,5769,S350_L,1,4518.0,30.0,98.099,26.504,2021-09-22T02:26:49.782Z,2.0,5000.0,5926650,351.0,21
2416,26.0,5770,R25_75,1,16646.0,28.0,182.36,16.254,2021-09-22T02:27:52.491Z,1.0,18000.0,5958004,24.799,1
2417,27.0,5771,S350_L,1,4611.0,27.0,98.099,29.915,2021-09-22T02:29:53.738Z,1.5,5000.0,6018627,351.0,21
2418,27.0,5771,S350_L,1,5001.0,28.0,98.099,3.813,2021-09-22T02:30:04.322Z,0.3,5000.0,6023919,351.0,21
2419,27.0,5771,S350_L,1,5000.0,28.0,98.099,3.906,2021-09-22T02:30:24.770Z,1.3,5000.0,6034143,351.0,21
2420,27.0,5771,S350_L,1,5001.0,29.0,98.099,4.123,2021-09-22T02:30:52.186Z,0.5,5000.0,6047851,351.0,21
2421,27.0,5771,S350_L,1,5000.0,29.0,98.099,3.813,2021-09-22T02:31:12.624Z,0.7,5000.0,6058070,351.0,21
2422,26.0,5772,AGGRE110H-1-AGG110_R16_30,1,9365.069,28.0,51.24,16.166,2021-09-22T02:31:28.088Z,0.6,10000.0,6065802,14.1,1
2423,27.0,5773,S350_L,1,4556.0,29.0,98.099,30.813,2021-09-22T02:32:22.293Z,2.1,5000.0,6092904,351.0,21
2424,26.0,5774,R25_75,1,16711.0,28.0,182.36,15.369,2021-09-22T02:33:25.011Z,1.1,18000.0,6124263,24.799,1
2425,27.0,5775,S350_L,1,4625.0,28.0,98.099,27.931,2021-09-22T02:35:26.292Z,1.6,5000.0,6184903,351.0,21
2426,27.0,5775,S350_L,1,5005.0,28.0,98.099,3.782,2021-09-22T02:35:36.836Z,0.3,5000.0,6190175,351.0,21
2427,27.0,5775,S350_L,1,5003.0,29.0,98.099,3.875,2021-09-22T02:35:57.281Z,1.0,5000.0,6200397,351.0,21
2428,27.0,5775,S350_L,1,5003.0,29.0,98.099,3.751,2021-09-22T02:36:24.677Z,0.5,5000.0,6214095,351.0,21
2429,27.0,5775,S350_L,1,4999.0,30.0,98.099,4.061,2021-09-22T02:36:45.189Z,0.7,5000.0,6224351,351.0,21
2430,27.0,5776,AGGRE110H-1-AGG110_R16_30,1,9500.919,28.0,51.24,16.018,2021-09-22T02:37:00.703Z,0.7,10000.0,6232108,14.1,1
2431,28.0,5777,S350_L,1,4532.0,30.0,98.099,30.597,2021-09-22T02:37:54.898Z,1.9,5000.0,6259205,351.0,21
2432,26.0,5778,R25_75,1,16749.0,28.0,182.36,15.34,2021-09-22T02:38:57.598Z,0.9,18000.0,6290555,24.799,1
2433,27.0,5779,S350_L,1,4609.0,27.0,98.099,30.132,2021-09-22T02:40:58.677Z,1.4,5000.0,6351094,351.0,21
2434,27.0,5779,S350_L,1,4997.0,28.0,98.099,3.999,2021-09-22T02:41:09.275Z,0.3,5000.0,6356393,351.0,21
2435,27.0,5779,S350_L,1,4997.0,28.0,98.099,3.999,2021-09-22T02:41:29.685Z,1.1,5000.0,6366598,351.0,21
2436,27.0,5779,S350_L,1,4997.0,29.0,98.099,3.689,2021-09-22T02:41:57.088Z,0.5,5000.0,6380299,351.0,21
2437,27.0,5779,S350_L,1,4995.0,29.0,98.099,3.937,2021-09-22T02:42:17.588Z,0.7,5000.0,6390549,351.0,21
2438,26.0,5780,AGGRE110H-1-AGG110_R16_30,1,9546.679,27.0,51.24,15.812,2021-09-22T02:42:33.046Z,0.7,10000.0,6398278,14.1,1
2439,27.0,5781,S350_L,1,4603.0,29.0,98.099,29.419,2021-09-22T02:43:27.260Z,2.1,5000.0,6425385,351.0,21
2440,26.0,5782,R25_75,1,16581.0,27.0,182.36,15.458,2021-09-22T02:44:29.943Z,0.8,18000.0,6456726,24.799,1
2441,27.0,5783,S350_L,1,4571.0,28.0,98.099,30.163,2021-09-22T02:46:31.208Z,1.5,5000.0,6517358,351.0,21
2442,27.0,5783,S350_L,1,4997.0,28.0,98.099,3.937,2021-09-22T02:46:41.836Z,0.3,5000.0,6522672,351.0,21
2443,27.0,5783,S350_L,1,4996.0,29.0,98.099,3.875,2021-09-22T02:47:02.240Z,1.3,5000.0,6532874,351.0,21
2444,27.0,5783,S350_L,1,4996.0,30.0,98.099,4.03,2021-09-22T02:47:29.656Z,0.5,5000.0,6546582,351.0,21
2445,27.0,5783,S350_L,1,4997.0,30.0,98.099,3.937,2021-09-22T02:47:50.160Z,0.8,5000.0,6556834,351.0,21
2446,27.0,5784,AGGRE110H-1-AGG110_R16_30,1,9449.439,28.0,51.24,16.195,2021-09-22T02:48:05.579Z,0.7,10000.0,6564543,14.1,1
2447,28.0,5785,S350_L,1,4539.0,29.0,98.099,30.473,2021-09-22T02:48:59.923Z,2.1,5000.0,6591715,351.0,21
2448,26.0,5786,R25_75,1,16715.0,28.0,182.36,15.517,2021-09-22T02:50:02.616Z,1.2,18000.0,6623061,24.799,1
2449,27.0,5787,S350_L,1,4637.0,27.0,98.099,26.877,2021-09-22T02:58:08.013Z,1.4,5000.0,6865758,351.0,21
2450,27.0,5787,S350_L,1,4999.0,27.0,98.099,3.937,2021-09-22T02:58:18.596Z,0.3,5000.0,6871049,351.0,21
2451,27.0,5787,S350_L,1,4997.0,28.0,98.099,3.937,2021-09-22T02:58:39.012Z,0.8,5000.0,6881257,351.0,21
2452,27.0,5787,S350_L,1,4998.0,29.0,98.099,3.937,2021-09-22T02:59:06.436Z,0.5,5000.0,6894969,351.0,21
2453,27.0,5787,S350_L,1,4998.0,29.0,98.099,3.813,2021-09-22T02:59:26.874Z,0.5,5000.0,6905188,351.0,21
2454,25.0,5788,AGGRE110H-1-AGG110_R16_30,1,9483.759,26.0,51.24,15.989,2021-09-22T02:59:42.370Z,0.6,10000.0,6912936,14.1,1
2455,27.0,5789,S350_L,1,4590.0,28.0,98.099,26.474,2021-09-22T03:00:36.591Z,2.0,5000.0,6940046,351.0,21
2456,25.0,5790,R25_75,1,16518.0,26.0,182.36,15.399,2021-09-22T03:01:39.259Z,1.2,18000.0,6971380,24.799,1
2457,27.0,5791,S350_L,1,4555.0,27.0,98.099,30.441,2021-09-22T03:03:40.326Z,1.5,5000.0,7031913,351.0,21
2458,27.0,5791,S350_L,1,5004.0,27.0,98.099,3.875,2021-09-22T03:03:50.926Z,0.3,5000.0,7037213,351.0,21
2459,27.0,5791,S350_L,1,5005.0,28.0,98.099,4.123,2021-09-22T03:04:11.366Z,0.9,5000.0,7047433,351.0,21
2460,27.0,5791,S350_L,1,5000.0,28.0,98.099,3.782,2021-09-22T03:04:38.807Z,0.5,5000.0,7061153,351.0,21
2461,27.0,5791,S350_L,1,5000.0,29.0,98.099,4.03,2021-09-22T03:04:59.251Z,0.7,5000.0,7071375,351.0,21
2462,26.0,5792,AGGRE110H-1-AGG110_R16_30,1,9525.229,27.0,51.24,15.989,2021-09-22T03:05:14.707Z,0.6,10000.0,7079103,14.1,1
2463,27.0,5793,S350_L,1,4653.0,29.0,98.099,26.938,2021-09-22T03:06:08.937Z,2.0,5000.0,7106218,351.0,21
2464,26.0,5794,R25_75,1,16438.0,27.0,182.36,15.192,2021-09-22T03:07:11.622Z,1.1,18000.0,7137560,24.799,1
2465,27.0,5795,S350_L,1,4568.0,28.0,98.099,27.032,2021-09-22T03:09:12.905Z,1.5,5000.0,7198201,351.0,21
2466,27.0,5795,S350_L,1,4996.0,28.0,98.099,3.782,2021-09-22T03:09:23.509Z,0.3,5000.0,7203503,351.0,21
2467,27.0,5795,S350_L,1,4997.0,29.0,98.099,3.782,2021-09-22T03:09:43.875Z,0.7,5000.0,7213686,351.0,21
2468,27.0,5795,S350_L,1,4996.0,29.0,98.099,3.751,2021-09-22T03:10:11.337Z,0.5,5000.0,7227417,351.0,21
2469,27.0,5795,S350_L,1,4996.0,30.0,98.099,3.813,2021-09-22T03:10:31.749Z,0.5,5000.0,7237623,351.0,21
2470,26.0,5796,AGGRE110H-1-AGG110_R16_30,1,9493.769,28.0,51.24,15.93,2021-09-22T03:10:47.290Z,0.6,10000.0,7245393,14.1,1
2471,27.0,5797,S350_L,1,4553.0,29.0,98.099,30.441,2021-09-22T03:11:41.428Z,2.0,5000.0,7272462,351.0,21
2472,26.0,5798,R25_75,1,16473.0,27.0,182.36,16.107,2021-09-22T03:12:44.125Z,0.8,18000.0,7303810,24.799,1
2473,27.0,5799,S350_L,1,4578.0,27.0,98.099,28.954,2021-09-22T03:14:45.253Z,1.5,5000.0,7364374,351.0,21
2474,27.0,5799,S350_L,1,5000.0,28.0,98.099,3.813,2021-09-22T03:14:55.802Z,0.3,5000.0,7369648,351.0,21
2475,27.0,5799,S350_L,1,4998.0,28.0,98.099,3.937,2021-09-22T03:15:16.258Z,0.7,5000.0,7379876,351.0,21
2476,27.0,5799,S350_L,1,4996.0,29.0,98.099,4.061,2021-09-22T03:15:43.716Z,0.5,5000.0,7393605,351.0,21
2477,27.0,5799,S350_L,1,4997.0,29.0,98.099,3.875,2021-09-22T03:16:04.160Z,0.6,5000.0,7403827,351.0,21
2478,26.0,5800,AGGRE110H-1-AGG110_R16_30,1,9274.979,28.0,51.24,16.254,2021-09-22T03:16:19.606Z,0.6,10000.0,7411550,14.1,1
2479,27.0,5801,S350_L,1,4568.0,29.0,98.099,26.474,2021-09-22T03:17:13.789Z,2.0,5000.0,7438641,351.0,21
2480,26.0,5802,R25_75,1,16557.0,28.0,182.36,15.251,2021-09-22T03:18:16.443Z,0.8,18000.0,7469968,24.799,1
2481,27.0,5803,S350_L,1,4587.0,28.0,98.099,29.791,2021-09-22T03:20:17.532Z,1.5,5000.0,7530512,351.0,21
2482,27.0,5803,S350_L,1,4996.0,29.0,98.099,3.906,2021-09-22T03:20:28.076Z,0.3,5000.0,7535784,351.0,21
2483,27.0,5803,S350_L,1,4996.0,29.0,98.099,3.813,2021-09-22T03:20:48.520Z,0.8,5000.0,7546006,351.0,21
2484,27.0,5803,S350_L,1,4999.0,29.0,98.099,3.813,2021-09-22T03:21:15.917Z,0.5,5000.0,7559704,351.0,21
2485,27.0,5803,S350_L,1,5001.0,29.0,98.099,3.906,2021-09-22T03:21:36.433Z,0.7,5000.0,7569962,351.0,21
2486,26.0,5804,AGGRE110H-1-AGG110_R16_30,1,9739.729,28.0,51.24,16.195,2021-09-22T03:21:51.923Z,0.8,10000.0,7577707,14.1,1
2487,27.0,5805,S350_L,1,4536.0,29.0,98.099,31.155,2021-09-22T03:22:46.061Z,2.0,5000.0,7604776,351.0,21
2488,26.0,5806,R25_75,1,16517.0,28.0,182.36,15.31,2021-09-22T03:23:48.734Z,0.8,18000.0,7636112,24.799,1
2489,27.0,5807,S350_L,1,4527.0,27.0,98.099,29.667,2021-09-22T03:25:49.729Z,1.6,5000.0,7696609,351.0,21
2490,27.0,5807,S350_L,1,5001.0,28.0,98.099,3.937,2021-09-22T03:26:00.329Z,0.3,5000.0,7701909,351.0,21
2491,27.0,5807,S350_L,1,4998.0,28.0,98.099,4.123,2021-09-22T03:26:20.687Z,0.6,5000.0,7712088,351.0,21
2492,27.0,5807,S350_L,1,4996.0,29.0,98.099,3.875,2021-09-22T03:26:48.159Z,0.5,5000.0,7725824,351.0,21
2493,27.0,5807,S350_L,1,4995.0,30.0,98.099,4.123,2021-09-22T03:27:08.663Z,0.9,5000.0,7736076,351.0,21
2494,27.0,5808,AGGRE110H-1-AGG110_R16_30,1,9287.849,28.0,51.24,16.343,2021-09-22T03:27:24.082Z,0.7,10000.0,7743785,14.1,1
2495,28.0,5809,S350_L,1,4563.0,30.0,98.099,30.752,2021-09-22T03:28:18.428Z,2.0,5000.0,7770958,351.0,21
2496,26.0,5826,R25_75,1,16581.0,28.0,182.36,15.576,2021-09-22T03:51:30.845Z,0.8,18000.0,8467161,24.799,1
2497,27.0,5827,S350_L,1,4560.0,27.0,98.099,27.156,2021-09-22T03:53:32.048Z,1.5,5000.0,8527762,351.0,21
2498,27.0,5827,S350_L,1,4999.0,28.0,98.099,3.968,2021-09-22T03:53:42.670Z,0.3,5000.0,8533073,351.0,21
2499,27.0,5827,S350_L,1,4995.0,28.0,98.099,4.092,2021-09-22T03:54:03.054Z,1.1,5000.0,8543265,351.0,21
2500,27.0,5827,S350_L,1,4996.0,30.0,98.099,4.061,2021-09-22T03:54:50.963Z,0.7,5000.0,8567219,351.0,21
2501,27.0,5827,S350_L,1,4996.0,29.0,98.099,3.937,2021-09-22T03:54:30.450Z,0.5,5000.0,8556963,351.0,21
2502,27.0,5828,AGGRE110H-1-AGG110_R16_30,1,9641.059,28.0,51.24,15.989,2021-09-22T03:55:06.439Z,0.9,10000.0,8574957,14.1,1
2503,28.0,5829,S350_L,1,4610.0,30.0,98.099,30.69,2021-09-22T03:56:00.663Z,2.1,5000.0,8602069,351.0,21
2504,27.0,5830,R25_75,1,16599.0,28.0,182.36,15.34,2021-09-22T03:57:03.358Z,0.8,18000.0,8633416,24.799,1
2505,28.0,5831,S350_L,1,4523.0,28.0,98.099,25.947,2021-09-22T03:59:04.263Z,1.5,5000.0,8693868,351.0,21
2506,28.0,5831,S350_L,1,5001.0,29.0,98.099,3.782,2021-09-22T03:59:14.867Z,0.3,5000.0,8699170,351.0,21
2507,28.0,5831,S350_L,1,5004.0,29.0,98.099,3.937,2021-09-22T03:59:35.243Z,0.5,5000.0,8709358,351.0,21
2508,28.0,5831,S350_L,1,5004.0,30.0,98.099,3.689,2021-09-22T04:00:02.707Z,0.5,5000.0,8723090,351.0,21
2509,28.0,5831,S350_L,1,5004.0,30.0,98.099,3.689,2021-09-22T04:00:23.179Z,0.5,5000.0,8733326,351.0,21
2510,27.0,5832,AGGRE110H-1-AGG110_R16_30,1,9400.819,28.0,51.24,16.195,2021-09-22T04:00:38.611Z,0.7,10000.0,8741042,14.1,1
2511,27.0,5833,S350_L,1,4577.0,29.0,98.099,26.908,2021-09-22T04:01:32.724Z,1.9,5000.0,8768098,351.0,21
2512,26.0,5834,R25_75,1,16625.0,28.0,182.36,15.782,2021-09-22T04:02:35.418Z,0.8,18000.0,8799445,24.799,1
2513,27.0,5835,S350_L,1,4591.0,27.0,98.099,30.256,2021-09-22T04:08:49.671Z,1.5,5000.0,8986570,351.0,21
2514,27.0,5835,S350_L,1,5005.0,28.0,98.099,3.968,2021-09-22T04:09:00.275Z,0.3,5000.0,8991872,351.0,21
2515,27.0,5835,S350_L,1,5003.0,28.0,98.099,3.751,2021-09-22T04:09:20.663Z,0.6,5000.0,9002066,351.0,21
2516,27.0,5835,S350_L,1,5000.0,29.0,98.099,3.875,2021-09-22T04:09:48.168Z,0.5,5000.0,9015818,351.0,21
2517,27.0,5835,S350_L,1,5001.0,29.0,98.099,3.906,2021-09-22T04:10:08.588Z,0.5,5000.0,9026028,351.0,21
2518,26.0,5836,AGGRE110H-1-AGG110_R16_30,1,9429.419,26.0,51.24,16.402,2021-09-22T04:10:24.010Z,0.7,10000.0,9033739,14.1,1
2519,27.0,5837,S350_L,1,4611.0,28.0,98.099,30.566,2021-09-22T04:11:18.290Z,1.9,5000.0,9060879,351.0,21
2520,26.0,5838,R25_75,1,16615.0,26.0,182.36,15.723,2021-09-22T04:12:20.969Z,1.0,18000.0,9092218,24.799,1
2521,27.0,5839,S350_L,1,4551.0,27.0,98.099,29.077,2021-09-22T04:14:21.854Z,1.5,5000.0,9152660,351.0,21
2522,27.0,5839,S350_L,1,4999.0,28.0,98.099,3.906,2021-09-22T04:14:32.454Z,0.3,5000.0,9157960,351.0,21
2523,27.0,5839,S350_L,1,4999.0,28.0,98.099,3.906,2021-09-22T04:14:52.838Z,0.6,5000.0,9168152,351.0,21
2524,27.0,5839,S350_L,1,4998.0,29.0,98.099,3.906,2021-09-22T04:15:20.326Z,0.5,5000.0,9181896,351.0,21
2525,27.0,5839,S350_L,1,4996.0,30.0,98.099,3.751,2021-09-22T04:15:40.730Z,0.7,5000.0,9192098,351.0,21
2526,27.0,5840,AGGRE110H-1-AGG110_R16_30,1,9492.339,27.0,51.24,16.579,2021-09-22T04:15:56.219Z,0.7,10000.0,9199842,14.1,1
2527,28.0,5841,S350_L,1,4600.0,30.0,98.099,27.156,2021-09-22T04:16:50.443Z,1.9,5000.0,9226954,351.0,21
2528,27.0,5842,R25_75,1,16553.0,28.0,182.36,15.93,2021-09-22T04:17:53.149Z,0.7,18000.0,9258307,24.799,1
2529,27.0,5843,S350_L,1,4583.0,28.0,98.099,29.605,2021-09-22T04:19:54.226Z,1.5,5000.0,9318845,351.0,21
2530,27.0,5843,S350_L,1,5005.0,28.0,98.099,3.937,2021-09-22T04:20:04.774Z,0.3,5000.0,9324119,351.0,21
2531,27.0,5843,S350_L,1,5004.0,29.0,98.099,3.813,2021-09-22T04:20:25.215Z,0.6,5000.0,9334339,351.0,21
2532,27.0,5843,S350_L,1,5002.0,29.0,98.099,3.937,2021-09-22T04:20:52.683Z,0.5,5000.0,9348073,351.0,21
2533,27.0,5843,S350_L,1,5002.0,29.0,98.099,3.875,2021-09-22T04:21:13.077Z,0.6,5000.0,9358270,351.0,21
2534,26.0,5844,AGGRE110H-1-AGG110_R16_30,1,9355.059,27.0,51.24,16.136,2021-09-22T04:21:28.567Z,0.6,10000.0,9366015,14.1,1
2535,27.0,5845,S350_L,1,4578.0,29.0,98.099,30.101,2021-09-22T04:22:22.665Z,1.9,5000.0,9393064,351.0,21
2536,26.0,5846,R25_75,1,16768.0,27.0,182.36,16.343,2021-09-22T04:23:25.370Z,0.9,18000.0,9424416,24.799,1
2537,27.0,5847,S350_L,1,4554.0,28.0,98.099,28.799,2021-09-22T04:25:26.411Z,1.5,5000.0,9484936,351.0,21
2538,27.0,5847,S350_L,1,5006.0,28.0,98.099,3.751,2021-09-22T04:25:37.011Z,0.3,5000.0,9490236,351.0,21
2539,27.0,5847,S350_L,1,5005.0,29.0,98.099,3.689,2021-09-22T04:25:57.391Z,0.6,5000.0,9500426,351.0,21
2540,28.0,5847,S350_L,1,5004.0,30.0,98.099,3.906,2021-09-22T04:26:24.923Z,0.5,5000.0,9514192,351.0,21
2541,28.0,5847,S350_L,1,5000.0,30.0,98.099,3.906,2021-09-22T04:26:45.282Z,0.5,5000.0,9524371,351.0,21
2542,27.0,5848,AGGRE110H-1-AGG110_R16_30,1,9495.199,28.0,51.24,15.959,2021-09-22T04:27:00.794Z,0.6,10000.0,9532127,14.1,1
2543,28.0,5849,S350_L,1,4558.0,30.0,98.099,26.784,2021-09-22T04:27:54.834Z,1.9,5000.0,9559147,351.0,21
2544,27.0,5850,R25_75,1,16737.0,28.0,182.36,16.874,2021-09-22T04:28:57.545Z,1.1,18000.0,9590502,24.799,1
2545,27.0,5851,S350_L,1,4603.0,27.0,98.099,29.139,2021-09-22T05:14:01.233Z,1.5,5000.0,10942336,351.0,21
2546,27.0,5851,S350_L,1,5000.0,27.0,98.099,3.813,2021-09-22T05:14:11.813Z,0.5,5000.0,10947626,351.0,21
2547,27.0,5851,S350_L,1,4999.0,27.0,98.099,3.999,2021-09-22T05:14:32.321Z,1.2,5000.0,10957880,351.0,21
2548,27.0,5851,S350_L,1,4999.0,27.0,98.099,3.968,2021-09-22T05:14:59.769Z,0.6,5000.0,10971604,351.0,21
2549,27.0,5851,S350_L,1,4997.0,27.0,98.099,3.968,2021-09-22T05:15:20.210Z,0.8,5000.0,10981824,351.0,21
2550,24.0,5852,AGGRE110H-1-AGG110_R16_30,1,9386.519,24.0,51.24,15.782,2021-09-22T05:15:35.670Z,0.7,10000.0,10989554,14.1,1
2551,27.0,5853,D15_80_Z50,1,3814.0,27.0,235.0,30.69,2021-09-22T05:17:06.976Z,0.6,4000.0,11035207,15.0,21
2552,27.0,5854,S350_L,1,4600.0,27.0,98.099,29.481,2021-09-22T05:18:17.657Z,2.7,5000.0,11070547,351.0,21
2553,27.0,5854,S350_L,1,5002.0,27.0,98.099,3.968,2021-09-22T05:18:30.861Z,0.3,5000.0,11077149,351.0,21
2554,27.0,5854,S350_L,1,5003.0,27.0,98.099,3.968,2021-09-22T05:18:51.401Z,1.2,5000.0,11087419,351.0,21
2555,27.0,5854,S350_L,1,5004.0,28.0,98.099,3.968,2021-09-22T05:19:18.805Z,0.5,5000.0,11101121,351.0,21
2556,27.0,5854,S350_L,1,5004.0,29.0,98.099,3.937,2021-09-22T05:19:39.314Z,0.8,5000.0,11111375,351.0,21
2557,25.0,5855,AGGRE110H-1-AGG110_R16_30,1,9395.099,25.0,51.24,16.077,2021-09-22T05:19:54.750Z,0.6,10000.0,11119093,14.1,1
2558,27.0,5856,D15_80_Z50,1,3741.0,28.0,235.0,29.853,2021-09-22T05:21:26.023Z,0.6,4000.0,11164729,15.0,21
2559,27.0,5857,S350_L,1,4652.0,28.0,98.099,26.443,2021-09-22T05:22:36.549Z,2.7,5000.0,11199992,351.0,21
2560,27.0,5857,S350_L,1,4996.0,28.0,98.099,3.999,2021-09-22T05:22:49.937Z,0.7,5000.0,11206686,351.0,21
2561,27.0,5857,S350_L,1,5000.0,29.0,98.099,3.751,2021-09-22T05:23:10.417Z,1.0,5000.0,11216926,351.0,21
2562,27.0,5857,S350_L,1,5002.0,29.0,98.099,3.906,2021-09-22T05:23:37.861Z,0.8,5000.0,11230648,351.0,21
2563,27.0,5857,S350_L,1,5001.0,30.0,98.099,3.906,2021-09-22T05:23:58.402Z,0.8,5000.0,11240918,351.0,21
2564,25.0,5858,AGGRE110H-1-AGG110_R16_30,1,9458.019,26.0,51.24,16.195,2021-09-22T05:24:13.812Z,0.6,10000.0,11248623,14.1,1
2565,27.0,5859,D15_80_Z50,1,3742.0,27.0,235.0,26.132,2021-09-22T05:25:45.098Z,0.5,4000.0,11294266,15.0,21
2566,27.0,5860,S350_L,1,4573.0,27.0,98.099,29.45,2021-09-22T05:26:55.709Z,2.3,5000.0,11329571,351.0,21
2567,27.0,5860,S350_L,1,4999.0,27.0,98.099,3.813,2021-09-22T05:27:09.149Z,0.2,5000.0,11336291,351.0,21
2568,27.0,5860,S350_L,1,4998.0,28.0,98.099,3.968,2021-09-22T05:27:29.613Z,0.5,5000.0,11346523,351.0,21
2569,27.0,5860,S350_L,1,4998.0,28.0,98.099,3.968,2021-09-22T05:27:57.081Z,0.5,5000.0,11360257,351.0,21
2570,27.0,5860,S350_L,1,4997.0,29.0,98.099,4.061,2021-09-22T05:28:17.586Z,0.8,5000.0,11370509,351.0,21
2571,25.0,5861,AGGRE110H-1-AGG110_R16_30,1,9713.989,26.0,51.24,15.871,2021-09-22T05:28:33.072Z,0.6,10000.0,11378252,14.1,1
2572,27.0,5862,D15_80_Z50,1,3819.0,28.0,235.0,26.784,2021-09-22T05:30:04.326Z,0.6,4000.0,11423879,15.0,21
2573,27.0,5863,S350_L,1,4593.0,27.0,98.099,29.108,2021-09-22T05:31:14.657Z,2.3,5000.0,11459044,351.0,21
2574,27.0,5863,S350_L,1,5001.0,28.0,98.099,4.123,2021-09-22T05:31:27.929Z,0.2,5000.0,11465680,351.0,21
2575,27.0,5863,S350_L,1,5001.0,29.0,98.099,3.999,2021-09-22T05:31:48.371Z,0.3,5000.0,11475901,351.0,21
2576,27.0,5863,S350_L,1,4999.0,29.0,98.099,3.906,2021-09-22T05:32:15.925Z,0.4,5000.0,11489678,351.0,21
2577,28.0,5863,S350_L,1,4998.0,30.0,98.099,3.875,2021-09-22T05:32:36.362Z,0.6,5000.0,11499896,351.0,21
2578,25.0,5864,AGGRE110H-1-AGG110_R16_30,1,9373.649,27.0,51.24,16.136,2021-09-22T05:32:51.776Z,0.6,10000.0,11507603,14.1,1
2579,27.0,5865,D15_80_Z50,1,3740.0,28.0,235.0,30.256,2021-09-22T05:34:23.086Z,0.7,4000.0,11553258,15.0,21
2580,27.0,5866,S350_L,1,4610.0,27.0,98.099,27.497,2021-09-22T05:35:33.419Z,2.6,5000.0,11588424,351.0,21
2581,27.0,5866,S350_L,1,5004.0,28.0,98.099,3.844,2021-09-22T05:35:46.865Z,0.6,5000.0,11595147,351.0,21
2582,27.0,5866,S350_L,1,5005.0,28.0,98.099,3.937,2021-09-22T05:36:07.321Z,1.3,5000.0,11605375,351.0,21
2583,27.0,5866,S350_L,1,5005.0,29.0,98.099,4.123,2021-09-22T05:36:34.781Z,0.8,5000.0,11619105,351.0,21
2584,27.0,5866,S350_L,1,5005.0,29.0,98.099,3.968,2021-09-22T05:36:55.251Z,0.9,5000.0,11629340,351.0,21
2585,25.0,5867,AGGRE110H-1-AGG110_R16_30,1,9359.349,26.0,51.24,15.989,2021-09-22T05:37:10.698Z,0.6,10000.0,11637063,14.1,1
