,statorCelsius,LUNG,VibromPeak,spindleRpm,@timestamp,DIAM,ist_acc,idChiave,rpmSetPoint,numTP,bearingsCelsius,CurrentPeak,UTE,statoRot
10733,27.0,98.25,2.4,3977.0,2022-05-16T06:37:29.981Z,350.2,2417868,17521,4000.0,1,0.0,23.343,FRESA350,1
10734,27.0,275.0,0.5,2013.0,2022-05-16T06:39:36.752Z,12.0,2430545,17522,2000.0,1,0.0,31.558,TH_12MM_198,1
10735,27.0,98.25,1.1,3906.0,2022-05-16T06:40:58.062Z,350.2,2438676,17523,4000.0,1,0.0,31.558,FRESA350,1
10736,27.0,275.0,0.5,1992.0,2022-05-16T06:42:52.442Z,12.0,2450114,17524,2000.0,1,0.0,28.52,TH_12MM_198,1
10737,27.0,98.25,2.2,3899.0,2022-05-16T06:44:13.422Z,350.2,2458212,17525,4000.0,1,0.0,29.791,FRESA350,1
10738,27.0,275.0,0.4,1996.0,2022-05-16T06:46:07.142Z,12.0,2469584,17526,2000.0,1,0.0,30.379,TH_12MM_198,1
10739,27.0,98.25,1.3,3987.0,2022-05-16T06:47:28.683Z,350.2,2477738,17527,4000.0,1,0.0,30.194,FRESA350,1
10740,27.0,275.0,0.5,2014.0,2022-05-16T06:49:52.353Z,12.0,2492105,17528,2000.0,1,0.0,35.061,TH_12MM_198,1
10741,27.0,98.25,2.4,3976.0,2022-05-16T06:51:13.603Z,350.2,2500230,17529,4000.0,1,0.0,27.775,FRESA350,1
10742,27.0,275.0,0.5,2015.0,2022-05-16T06:53:17.703Z,12.0,2512640,17530,2000.0,1,0.0,33.325,TH_12MM_198,1
10743,27.0,98.25,1.1,3927.0,2022-05-16T06:54:38.974Z,350.2,2520767,17531,4000.0,1,0.0,29.233,FRESA350,1
10744,27.0,275.0,0.5,1996.0,2022-05-16T06:56:44.514Z,12.0,2533321,17532,2000.0,1,0.0,30.535,TH_12MM_198,1
10745,27.0,98.25,1.5,3972.0,2022-05-16T06:58:05.584Z,350.2,2541428,17533,4000.0,1,0.0,33.325,FRESA350,1
10746,27.0,275.0,0.4,1944.0,2022-05-16T06:59:21.244Z,12.0,2548994,17534,2000.0,1,0.0,36.084,TH_12MM_198,1
10747,27.0,98.25,1.7,3967.0,2022-05-16T07:00:31.254Z,350.2,2555995,17535,4000.0,1,0.0,16.12,FRESA350,1
10748,27.0,98.25,2.5,3962.0,2022-05-18T02:46:54.504Z,350.2,1327050,17536,4000.0,1,0.0,20.677,FRESA350,1
10749,25.0,98.25,2.3,3912.0,2022-05-18T02:53:47.861Z,350.2,1368385,17537,4000.0,1,0.0,20.056,FRESA350,1
10750,25.0,98.25,1.4,3956.0,2022-05-19T00:21:42.187Z,350.2,336346,17538,4000.0,1,0.0,34.596,FRESA350,1
10751,29.0,162.1,2.9,18050.0,2022-05-19T00:24:31.210Z,16.0,353248,17539,18000.0,1,0.0,32.022,R16MM_LH,1
10752,35.0,232.5,0.3,2013.0,2022-05-19T00:26:35.672Z,22.0,365694,17540,2000.0,1,0.0,24.365,TH22MM_140,1
10753,30.0,142.649,2.3,18070.0,2022-05-19T00:28:36.693Z,16.0,377796,17541,18000.0,1,0.0,34.41,R16MM_62,1
10754,27.0,142.649,1.3,18003.0,2022-05-19T00:35:19.179Z,16.0,418044,17542,18000.0,1,0.0,35.185,R16MM_62,1
10755,37.0,162.1,3.0,18069.0,2022-05-19T00:38:40.522Z,16.0,438178,17543,18000.0,1,0.0,35.247,R16MM_LH,1
10756,27.0,227.0,0.3,1961.0,2022-05-19T00:51:40.894Z,14.0,516214,17544,2000.0,1,0.0,15.283,TH_14MM_150,1
10757,28.0,227.0,1.4,1985.0,2022-05-19T00:53:37.266Z,14.0,527851,17545,2000.0,1,0.0,20.739,TH_14MM_150,1
10758,28.0,275.0,0.4,1992.0,2022-05-19T00:55:12.867Z,12.0,537411,17546,2000.0,1,0.0,15.097,TH_12MM_198,1
10759,28.0,162.1,5.1,18026.0,2022-05-19T01:00:20.442Z,16.0,568168,17547,18000.0,1,0.0,30.132,R16MM_LH,1
10760,27.0,98.25,2.2,3936.0,2022-05-19T05:13:17.405Z,350.2,2085840,17548,4000.0,1,0.0,30.875,FRESA350,1
10761,28.0,227.0,0.7,1952.0,2022-05-19T05:14:19.796Z,14.0,2092079,17549,2000.0,1,0.0,33.914,TH_14MM_150,1
10762,27.0,232.5,0.4,1998.0,2022-05-19T05:17:12.709Z,22.0,2109370,17550,2000.0,1,0.0,27.434,TH22MM_140,1
10763,27.0,275.0,0.3,1990.0,2022-05-19T05:20:25.882Z,12.0,2128687,17551,2000.0,1,0.0,22.568,TH_12MM_198,1
10764,27.0,98.25,1.6,3932.0,2022-05-19T05:34:40.076Z,350.2,2214105,17552,4000.0,1,0.0,32.457,FRESA350,1
10765,28.0,275.0,0.3,1997.0,2022-05-19T05:35:28.847Z,12.0,2218982,17553,2000.0,1,0.0,34.285,TH_12MM_198,1
10766,27.0,232.5,0.3,2003.0,2022-05-19T05:36:11.867Z,22.0,2223284,17554,2000.0,1,0.0,20.955,TH22MM_140,1
10767,27.0,98.25,1.6,3977.0,2022-05-19T05:43:25.294Z,350.2,2266626,17555,4000.0,1,0.0,36.487,FRESA350,1
10768,27.0,98.25,1.3,3997.0,2022-05-19T05:44:58.666Z,350.2,2275963,17556,4000.0,1,0.0,16.337,FRESA350,1
10769,27.0,275.0,0.3,1933.0,2022-05-19T05:46:00.277Z,12.0,2282124,17557,2000.0,1,0.0,31.434,TH_12MM_198,1
10770,27.0,232.5,0.3,2008.0,2022-05-19T05:47:27.518Z,22.0,2290848,17558,2000.0,1,0.0,31.155,TH22MM_140,1
10771,27.0,98.25,1.2,3917.0,2022-05-19T05:49:30.250Z,350.2,2303121,17559,4000.0,1,0.0,27.434,FRESA350,1
10772,28.0,142.649,2.6,18050.0,2022-05-19T05:50:17.191Z,16.0,2307815,17560,18000.0,1,0.0,36.394,R16MM_62,1
10773,27.0,98.25,1.8,3988.0,2022-05-19T05:58:37.489Z,350.2,2357844,17561,4000.0,1,0.0,29.202,FRESA350,1
10774,28.0,227.0,0.4,2018.0,2022-05-19T05:59:22.040Z,14.0,2362299,17562,2000.0,1,0.0,31.527,TH_14MM_150,1
10775,28.0,232.5,0.4,2017.0,2022-05-19T06:00:24.051Z,22.0,2368500,17563,2000.0,1,0.0,20.429,TH22MM_140,1
10776,28.0,162.1,3.2,18055.0,2022-05-19T06:01:08.752Z,16.0,2372970,17564,18000.0,1,0.0,30.535,R16MM_LH,1
10777,28.0,275.0,0.3,1971.0,2022-05-19T06:04:41.785Z,12.0,2394273,17565,2000.0,1,0.0,25.389,TH_12MM_198,1
10778,28.0,227.0,0.3,2010.0,2022-05-19T06:05:21.656Z,14.0,2398260,17566,2000.0,1,0.0,34.875,TH_14MM_150,1
10779,28.0,162.1,3.7,18058.0,2022-05-19T06:06:29.207Z,16.0,2405015,17567,18000.0,1,0.0,35.123,R16MM_LH,1
10780,27.0,98.25,1.9,3925.0,2022-05-19T06:13:16.073Z,350.2,2445701,17568,4000.0,1,0.0,27.806,FRESA350,1
10781,27.0,98.25,1.0,3923.0,2022-05-19T06:22:23.252Z,350.2,2500418,17569,4000.0,1,0.0,29.542,FRESA350,1
10782,30.0,142.649,2.7,18010.0,2022-05-19T06:24:22.344Z,16.0,2512327,17570,18000.0,1,0.0,33.976,R16MM_62,1
10783,27.0,275.0,0.3,2009.0,2022-05-19T06:29:56.899Z,12.0,2545782,17571,2000.0,1,0.0,25.947,TH_12MM_198,1
10784,27.0,98.25,1.5,3921.0,2022-05-19T06:34:08.444Z,350.2,2570936,17572,4000.0,1,0.0,27.403,FRESA350,1
10785,30.0,142.649,1.8,18073.0,2022-05-19T06:36:04.956Z,16.0,2582587,17573,18000.0,1,0.0,25.141,R16MM_62,1
10786,30.0,275.0,0.3,2013.0,2022-05-19T06:38:55.548Z,12.0,2599646,17574,2000.0,1,0.0,30.875,TH_12MM_198,1
10787,27.0,98.25,2.0,3900.0,2022-05-19T06:45:11.394Z,350.2,2637230,17575,4000.0,1,0.0,24.676,FRESA350,1
10788,28.0,227.0,0.2,2019.0,2022-05-19T06:45:56.095Z,14.0,2641700,17576,2000.0,1,0.0,15.066,TH_14MM_150,1
10789,28.0,232.5,0.3,2020.0,2022-05-19T06:47:06.696Z,22.0,2648760,17577,2000.0,1,0.0,27.434,TH22MM_140,1
10790,28.0,162.1,2.4,18060.0,2022-05-19T06:47:51.217Z,16.0,2653212,17578,18000.0,1,0.0,32.766,R16MM_LH,1
10791,30.0,275.0,0.3,1962.0,2022-05-19T06:50:32.620Z,12.0,2669352,17579,2000.0,1,0.0,37.386,TH_12MM_198,1
10792,30.0,227.0,0.4,1949.0,2022-05-19T06:51:12.880Z,14.0,2673378,17580,2000.0,1,0.0,33.387,TH_14MM_150,1
10793,29.0,162.1,5.8,18015.0,2022-05-19T06:52:20.361Z,16.0,2680126,17581,18000.0,1,0.0,27.094,R16MM_LH,1
10794,27.0,275.0,0.4,2016.0,2022-05-19T07:23:36.162Z,12.0,2867703,17582,2000.0,1,0.0,34.905,TH_12MM_198,1
10795,27.0,98.25,1.6,3951.0,2022-05-19T07:28:32.767Z,350.2,2897363,17583,4000.0,1,0.0,29.419,FRESA350,1
10796,29.0,142.649,2.8,18015.0,2022-05-19T07:30:46.609Z,16.0,2910747,17584,18000.0,1,0.0,29.077,R16MM_62,1
10797,30.0,275.0,0.4,1985.0,2022-05-19T07:33:43.252Z,12.0,2928411,17585,2000.0,1,0.0,28.458,TH_12MM_198,1
10798,27.0,275.0,1.4,1980.0,2022-05-19T07:45:45.103Z,12.0,3000595,17586,2000.0,1,0.0,36.797,TH_12MM_198,1
10799,27.0,98.25,1.5,3908.0,2022-05-19T07:52:45.830Z,350.2,3042667,17587,4000.0,1,0.0,27.621,FRESA350,1
10800,29.0,142.649,1.8,18043.0,2022-05-19T07:54:37.442Z,16.0,3053828,17588,18000.0,1,0.0,29.264,R16MM_62,1
10801,32.0,275.0,0.4,2020.0,2022-05-19T07:56:44.094Z,12.0,3066493,17589,2000.0,1,0.0,31.93,TH_12MM_198,1
10802,27.0,98.25,1.5,3966.0,2022-05-19T08:07:42.975Z,350.2,3132380,17590,4000.0,1,0.0,33.634,FRESA350,1
10803,30.0,142.649,2.8,18063.0,2022-05-19T08:09:34.437Z,16.0,3143526,17591,18000.0,1,0.0,23.125,R16MM_62,1
10804,29.0,275.0,0.3,1986.0,2022-05-19T08:12:57.860Z,12.0,3163868,17592,2000.0,1,0.0,27.683,TH_12MM_198,1
10805,27.0,162.1,2.4,18065.0,2022-05-19T08:18:37.415Z,16.0,3197823,17593,18000.0,1,0.0,36.549,R16MM_LH,1
10806,27.0,98.25,1.4,3929.0,2022-05-19T08:25:37.962Z,350.2,3239877,17594,4000.0,1,0.0,29.419,FRESA350,1
10807,29.0,142.649,1.4,18059.0,2022-05-19T08:27:30.714Z,16.0,3251152,17595,18000.0,1,0.0,28.861,R16MM_62,1
10808,34.0,162.1,1.9,18075.0,2022-05-19T08:29:04.185Z,16.0,3260499,17596,18000.0,1,0.0,32.178,R16MM_LH,1
10809,32.0,275.0,0.1,2017.0,2022-05-19T08:31:31.368Z,12.0,3275217,17597,2000.0,1,0.0,36.859,TH_12MM_198,1
10810,27.0,98.25,0.1,3978.0,2022-05-19T08:39:17.185Z,350.2,3321798,17598,4000.0,1,0.0,24.707,FRESA350,1
10811,30.0,142.649,2.4,18047.0,2022-05-19T08:41:13.737Z,16.0,3333453,17599,18000.0,1,0.0,35.588,R16MM_62,1
10812,30.0,275.0,0.4,1983.0,2022-05-19T08:43:47.620Z,12.0,3348841,17600,2000.0,1,0.0,36.983,TH_12MM_198,1
10813,29.0,162.1,2.9,17966.0,2022-05-19T08:47:12.093Z,16.0,3369288,17601,18000.0,1,0.0,25.048,R16MM_LH,1
10814,27.0,98.25,1.4,3939.0,2022-05-20T00:11:09.575Z,350.2,215036,17602,4000.0,1,0.0,27.745,FRESA350,1
10815,25.0,98.25,1.3,3902.0,2022-05-20T00:16:06.799Z,350.2,244758,17603,4000.0,1,0.0,34.75,FRESA350,1
10816,27.0,142.649,3.0,18043.0,2022-05-20T00:16:41.769Z,16.0,248255,17604,18000.0,1,0.0,29.139,R16MM_62,1
10817,32.0,275.0,0.4,2007.0,2022-05-20T00:18:45.871Z,12.0,260665,17605,2000.0,1,0.0,34.037,TH_12MM_198,1
10818,29.0,162.1,3.1,18069.0,2022-05-20T00:21:13.433Z,16.0,275421,17606,18000.0,1,0.0,30.969,R16MM_LH,1
10819,27.0,98.25,0.1,3958.0,2022-05-20T00:25:28.736Z,350.2,300951,17607,4000.0,1,0.0,37.168,FRESA350,1
10820,30.0,142.649,1.6,18063.0,2022-05-20T00:27:36.928Z,16.0,313770,17608,18000.0,1,0.0,15.097,R16MM_62,1
10821,33.0,275.0,0.3,1977.0,2022-05-20T00:29:56.620Z,12.0,327739,17609,2000.0,1,0.0,26.846,TH_12MM_198,1
10822,29.0,162.1,2.4,18066.0,2022-05-20T00:32:47.212Z,16.0,344798,17610,18000.0,1,0.0,28.334,R16MM_LH,1
10823,27.0,98.25,0.1,3964.0,2022-05-20T00:41:52.620Z,350.2,399338,17611,4000.0,1,0.0,23.157,FRESA350,1
10824,29.0,142.649,2.7,18052.0,2022-05-20T00:43:57.782Z,16.0,411854,17612,18000.0,1,0.0,27.125,R16MM_62,1
10825,30.0,275.0,0.4,2014.0,2022-05-20T00:46:57.095Z,12.0,429785,17613,2000.0,1,0.0,34.564,TH_12MM_198,1
10826,29.0,162.1,3.4,17971.0,2022-05-20T00:49:48.067Z,16.0,446882,17614,18000.0,1,0.0,26.784,R16MM_LH,1
10827,27.0,98.25,0.1,3901.0,2022-05-20T00:55:59.833Z,350.2,484058,17615,4000.0,1,0.0,32.766,FRESA350,1
10828,30.0,142.649,2.4,18016.0,2022-05-20T00:58:07.204Z,16.0,496795,17616,18000.0,1,0.0,36.827,R16MM_62,1
10829,30.0,275.0,0.3,2014.0,2022-05-20T01:00:59.937Z,12.0,514068,17617,2000.0,1,0.0,31.712,TH_12MM_198,1
10830,29.0,275.0,0.3,2019.0,2022-05-20T01:02:59.889Z,12.0,526063,17618,2000.0,1,0.0,36.827,TH_12MM_198,1
10831,29.0,162.1,3.5,18072.0,2022-05-20T01:04:16.300Z,16.0,533704,17619,18000.0,1,0.0,28.148,R16MM_LH,1
10832,28.0,98.25,0.1,3999.0,2022-05-20T01:10:58.976Z,350.2,573971,17620,4000.0,1,0.0,36.765,FRESA350,1
10833,30.0,275.0,0.3,1977.0,2022-05-20T01:12:16.817Z,12.0,581755,17621,2000.0,1,0.0,32.643,TH_12MM_198,1
10834,29.0,227.0,0.4,2013.0,2022-05-20T01:13:15.318Z,14.0,587605,17622,2000.0,1,0.0,29.419,TH_14MM_150,1
10835,29.0,232.5,0.5,1983.0,2022-05-20T01:14:15.909Z,22.0,593664,17623,2000.0,1,0.0,27.125,TH22MM_140,1
10836,27.0,275.0,0.4,2011.0,2022-05-20T01:16:55.471Z,12.0,609620,17624,2000.0,1,0.0,33.231,TH_12MM_198,1
10837,27.0,162.1,3.5,17988.0,2022-05-20T01:20:05.054Z,16.0,628578,17625,18000.0,1,0.0,21.235,R16MM_LH,1
10838,27.0,98.25,0.1,3979.0,2022-05-20T01:29:06.713Z,350.2,682743,17626,4000.0,1,0.0,31.465,FRESA350,1
10839,29.0,275.0,0.4,1998.0,2022-05-20T01:30:10.814Z,12.0,689153,17627,2000.0,1,0.0,15.283,TH_12MM_198,1
10840,29.0,232.5,0.4,1995.0,2022-05-20T01:32:06.775Z,22.0,700749,17628,2000.0,1,0.0,22.413,TH22MM_140,1
10841,27.0,227.0,0.4,2012.0,2022-05-20T01:35:10.078Z,14.0,719079,17629,2000.0,1,0.0,29.853,TH_14MM_150,1
10842,27.0,98.25,0.8,3922.0,2022-05-20T01:36:16.619Z,350.2,725733,17630,4000.0,1,0.0,34.688,FRESA350,1
10843,27.0,142.649,1.1,18069.0,2022-05-20T01:36:50.250Z,16.0,729096,17631,18000.0,1,0.0,36.611,R16MM_62,1
10844,27.0,98.25,2.4,3963.0,2022-05-20T01:43:54.296Z,350.2,771500,17632,4000.0,1,0.0,30.875,FRESA350,1
10845,27.0,275.0,0.5,1992.0,2022-05-20T01:44:53.177Z,12.0,777388,17633,2000.0,1,0.0,34.099,TH_12MM_198,1
10846,27.0,232.5,0.4,2019.0,2022-05-20T01:46:32.449Z,22.0,787315,17634,2000.0,1,0.0,26.504,TH22MM_140,1
10847,25.0,227.0,0.3,2002.0,2022-05-20T02:22:10.492Z,14.0,1001116,17635,2000.0,1,0.0,23.684,TH_14MM_150,1
10848,27.0,98.25,0.9,3898.0,2022-05-20T02:23:12.253Z,350.2,1007292,17636,4000.0,1,0.0,30.225,FRESA350,1
10849,27.0,142.649,2.7,18065.0,2022-05-20T02:23:43.033Z,16.0,1010370,17637,18000.0,1,0.0,31.0,R16MM_62,1
10850,25.0,98.25,2.6,3973.0,2022-05-20T02:43:54.802Z,350.2,1131545,17638,4000.0,1,0.0,31.155,FRESA350,1
10851,27.0,275.0,0.3,1971.0,2022-05-20T02:44:57.353Z,12.0,1137800,17639,2000.0,1,0.0,33.728,TH_12MM_198,1
10852,28.0,232.5,0.3,1963.0,2022-05-20T02:46:43.584Z,22.0,1148423,17640,2000.0,1,0.0,29.698,TH22MM_140,1
10853,27.0,227.0,0.3,2015.0,2022-05-20T02:50:28.278Z,14.0,1170892,17641,2000.0,1,0.0,32.209,TH_14MM_150,1
10854,27.0,275.0,0.3,1941.0,2022-05-20T02:51:25.009Z,12.0,1176565,17642,2000.0,1,0.0,29.139,TH_12MM_198,1
10855,27.0,162.1,2.3,18065.0,2022-05-20T02:54:47.732Z,16.0,1196837,17643,18000.0,1,0.0,28.892,R16MM_LH,1
10856,27.0,98.25,2.6,3960.0,2022-05-20T03:11:12.907Z,350.2,1295353,17644,4000.0,1,0.0,32.798,FRESA350,1
10857,28.0,275.0,0.3,2010.0,2022-05-20T03:12:21.118Z,12.0,1302174,17645,2000.0,1,0.0,21.266,TH_12MM_198,1
10858,28.0,232.5,0.4,1999.0,2022-05-20T03:14:25.470Z,22.0,1314609,17646,2000.0,1,0.0,29.542,TH22MM_140,1
10859,27.0,98.25,2.5,3909.0,2022-05-20T03:17:02.582Z,350.2,1330320,17647,4000.0,1,0.0,29.853,FRESA350,1
10860,28.0,142.649,6.4,18078.0,2022-05-20T03:17:36.583Z,16.0,1333720,17648,18000.0,1,0.0,29.419,R16MM_62,1
10861,29.0,227.0,0.3,2001.0,2022-05-20T03:18:03.023Z,14.0,1336364,17649,2000.0,1,0.0,30.752,TH_14MM_150,1
10862,25.0,98.25,2.8,3907.0,2022-05-20T03:36:42.301Z,350.2,1448290,17650,4000.0,1,0.0,35.494,FRESA350,1
10863,29.0,142.649,2.1,18033.0,2022-05-20T03:39:16.653Z,16.0,1463725,17651,18000.0,1,0.0,28.83,R16MM_62,1
10864,30.0,227.0,0.3,1946.0,2022-05-20T03:43:03.256Z,14.0,1486385,17652,2000.0,1,0.0,36.859,TH_14MM_150,1
10865,30.0,275.0,0.3,2006.0,2022-05-20T03:44:01.257Z,12.0,1492185,17653,2000.0,1,0.0,27.403,TH_12MM_198,1
10866,27.0,98.25,2.0,3956.0,2022-05-20T03:51:19.074Z,350.2,1535966,17654,4000.0,1,0.0,31.743,FRESA350,1
10867,30.0,142.649,1.6,18082.0,2022-05-20T03:53:36.566Z,16.0,1549715,17655,18000.0,1,0.0,32.363,R16MM_62,1
10868,32.0,227.0,0.4,2017.0,2022-05-20T03:56:22.769Z,14.0,1566335,17656,2000.0,1,0.0,35.712,TH_14MM_150,1
10869,30.0,275.0,0.4,1962.0,2022-05-20T03:57:12.440Z,12.0,1571302,17657,2000.0,1,0.0,23.219,TH_12MM_198,1
10870,25.0,98.25,1.6,3913.0,2022-05-20T05:26:19.813Z,350.2,2106031,17658,4000.0,1,0.0,27.094,FRESA350,1
10871,29.0,142.649,2.1,18057.0,2022-05-20T05:28:29.775Z,16.0,2119027,17659,18000.0,1,0.0,25.885,R16MM_62,1
10872,30.0,275.0,0.4,2003.0,2022-05-20T05:31:51.788Z,12.0,2139228,17660,2000.0,1,0.0,33.634,TH_12MM_198,1
10873,28.0,162.1,4.6,18053.0,2022-05-20T05:35:24.451Z,16.0,2160494,17661,18000.0,1,0.0,28.83,R16MM_LH,1
10874,28.0,98.25,2.0,3945.0,2022-05-20T05:39:36.525Z,350.2,2185701,17662,4000.0,1,0.0,30.132,FRESA350,1
10875,30.0,142.649,2.6,18027.0,2022-05-20T05:43:03.238Z,16.0,2206372,17663,18000.0,1,0.0,28.613,R16MM_62,1
10876,30.0,275.0,0.3,2002.0,2022-05-20T05:47:05.472Z,12.0,2230595,17664,2000.0,1,0.0,25.636,TH_12MM_198,1
10877,29.0,162.1,1.9,18039.0,2022-05-20T05:53:49.838Z,16.0,2271031,17665,18000.0,1,0.0,28.271,R16MM_LH,1
10878,27.0,98.25,0.1,3945.0,2022-05-20T06:03:17.477Z,350.2,2327794,17666,4000.0,1,0.0,34.472,FRESA350,1
10879,27.0,98.25,0.1,3948.0,2022-05-20T06:06:16.770Z,350.2,2345723,17667,4000.0,1,0.0,32.178,FRESA350,1
10880,27.0,98.25,2.3,3984.0,2022-05-20T06:27:37.431Z,350.2,61740,17668,4000.0,1,0.0,27.28,FRESA350,1
10881,30.0,142.649,2.1,18040.0,2022-05-20T06:30:14.504Z,16.0,77447,17669,18000.0,1,0.0,28.055,R16MM_62,1
10882,35.0,232.5,0.3,1938.0,2022-05-20T06:32:26.336Z,22.0,90630,17670,2000.0,1,0.0,29.016,TH22MM_140,1
10883,28.0,275.0,0.4,2017.0,2022-05-20T06:36:04.069Z,12.0,112403,17671,2000.0,1,0.0,21.607,TH_12MM_198,1
10884,28.0,162.1,2.2,18058.0,2022-05-20T06:40:50.574Z,16.0,141053,17672,18000.0,1,0.0,27.094,R16MM_LH,1
10885,27.0,98.25,2.1,3919.0,2022-05-23T00:26:24.930Z,350.2,480141,17673,4000.0,1,0.0,29.016,FRESA350,1
10886,27.0,142.649,1.0,17973.0,2022-05-23T00:26:54.921Z,16.0,483140,17674,18000.0,1,0.0,36.456,R16MM_62,1
10887,28.0,142.649,1.8,18018.0,2022-05-23T00:30:24.976Z,16.0,504145,17675,18000.0,1,0.0,15.19,R16MM_62,1
10888,27.0,142.649,0.9,17989.0,2022-05-23T00:37:00.765Z,16.0,543723,17676,18000.0,1,0.0,27.156,R16MM_62,1
10889,27.0,125.209,0.5,12052.0,2022-05-23T00:40:06.160Z,80.0,562262,17677,12000.0,1,0.0,36.703,PLAN_CUT_80MM,1
10890,25.0,232.5,1.2,1972.0,2022-05-24T00:55:08.399Z,22.0,500527,17678,2000.0,1,0.0,15.097,TH22MM_140,1
10891,25.0,227.0,0.4,1973.0,2022-05-24T00:55:44.389Z,14.0,504126,17679,2000.0,1,0.0,32.487,TH_14MM_150,1
10892,28.0,162.1,4.1,18033.0,2022-05-24T01:01:06.501Z,16.0,536337,17680,18000.0,1,0.0,29.139,R16MM_LH,1
10893,30.0,98.25,0.1,3949.0,2022-05-24T01:08:21.144Z,350.2,579801,17681,4000.0,1,0.0,31.992,FRESA350,1
10894,27.0,227.0,0.3,2019.0,2022-05-24T01:11:27.585Z,14.0,598445,17682,2000.0,1,0.0,30.875,TH_14MM_150,1
10895,28.0,98.25,1.7,3936.0,2022-05-24T01:13:16.766Z,350.2,609363,17683,4000.0,1,0.0,34.037,FRESA350,1
10896,30.0,232.1,2.4,18087.0,2022-05-24T01:18:38.508Z,16.0,641537,17684,18000.0,1,0.0,26.877,R16MM_135,1
10897,36.0,162.1,4.2,17969.0,2022-05-24T01:20:37.619Z,16.0,653448,17685,18000.0,1,0.0,32.022,R16MM_LH,1
10898,27.0,227.0,0.1,2002.0,2022-05-24T01:52:15.341Z,14.0,843219,17686,2000.0,1,0.0,36.053,TH_14MM_150,1
10899,27.0,232.5,0.4,1993.0,2022-05-24T01:58:14.924Z,22.0,879177,17687,2000.0,1,0.0,27.806,TH22MM_140,1
10900,27.0,162.1,4.0,18066.0,2022-05-24T01:58:58.124Z,16.0,883497,17688,18000.0,1,0.0,35.743,R16MM_LH,1
10901,27.0,98.25,0.1,3974.0,2022-05-24T02:21:16.323Z,350.2,1017316,17689,4000.0,1,0.0,29.884,FRESA350,1
10902,27.0,227.0,0.4,1965.0,2022-05-24T02:24:52.434Z,14.0,1038927,17690,2000.0,1,0.0,32.363,TH_14MM_150,1
10903,27.0,98.25,1.3,3970.0,2022-05-24T02:26:57.885Z,350.2,1051472,17691,4000.0,1,0.0,27.434,FRESA350,1
10904,30.0,232.1,0.9,18057.0,2022-05-24T02:33:05.057Z,16.0,1088189,17692,18000.0,1,0.0,31.961,R16MM_135,1
10905,27.0,98.25,1.3,3908.0,2022-05-24T03:07:09.311Z,350.2,1292613,17693,4000.0,1,0.0,20.305,FRESA350,1
10906,29.0,142.649,1.8,17984.0,2022-05-24T03:08:41.291Z,16.0,1301811,17694,18000.0,1,0.0,30.813,R16MM_62,1
10907,28.0,227.0,0.4,2005.0,2022-05-24T03:14:34.304Z,14.0,1337112,17695,2000.0,1,0.0,15.283,TH_14MM_150,1
10908,29.0,275.0,0.5,1954.0,2022-05-24T03:15:44.104Z,12.0,1344092,17696,2000.0,1,0.0,36.394,TH_12MM_198,1
10909,27.0,98.25,1.4,3895.0,2022-05-24T03:28:43.669Z,350.2,1422048,17697,4000.0,1,0.0,32.519,FRESA350,1
10910,29.0,142.649,2.7,17996.0,2022-05-24T03:30:05.770Z,16.0,1430258,17698,18000.0,1,0.0,27.156,R16MM_62,1
10911,30.0,227.0,0.4,1963.0,2022-05-24T03:34:07.611Z,14.0,1454442,17699,2000.0,1,0.0,29.76,TH_14MM_150,1
10912,30.0,275.0,0.3,1994.0,2022-05-24T03:35:11.372Z,12.0,1460818,17700,2000.0,1,0.0,27.931,TH_12MM_198,1
10913,27.0,275.0,0.4,1973.0,2022-05-27T00:05:06.734Z,12.0,160560,17701,2000.0,1,0.0,30.379,TH_12MM_198,1
10914,27.0,166.5,0.4,1951.0,2022-05-27T00:08:11.106Z,8.0,178997,17702,2000.0,1,0.0,28.737,TH_8MM_85,1
10915,27.0,98.25,1.1,3922.0,2022-05-27T00:11:16.699Z,350.2,197556,17703,4000.0,1,0.0,32.549,FRESA350,1
10916,29.0,162.1,3.0,18045.0,2022-05-27T00:12:43.750Z,16.0,206261,17704,18000.0,1,0.0,32.24,R16MM_LH,1
10917,35.0,138.0,0.1,18023.0,2022-05-27T00:15:19.963Z,16.0,221882,17705,18000.0,1,0.0,31.372,R16_V90,1
10918,37.0,98.25,1.4,3932.0,2022-05-27T00:16:57.154Z,350.2,231601,17706,4000.0,1,0.0,25.885,FRESA350,1
10919,28.0,275.0,0.3,2012.0,2022-05-27T00:26:43.543Z,12.0,290239,17707,2000.0,1,0.0,30.101,TH_12MM_198,1
10920,28.0,166.5,0.4,1978.0,2022-05-27T00:28:54.905Z,8.0,303375,17708,2000.0,1,0.0,27.434,TH_8MM_85,1
10921,28.0,98.25,1.3,3981.0,2022-05-27T00:31:47.917Z,350.2,320676,17709,4000.0,1,0.0,35.959,FRESA350,1
10922,30.0,162.1,3.9,18046.0,2022-05-27T00:33:10.329Z,16.0,328917,17710,18000.0,1,0.0,36.208,R16MM_LH,1
10923,36.0,138.0,0.1,18052.0,2022-05-27T00:35:05.770Z,16.0,340461,17711,18000.0,1,0.0,30.813,R16_V90,1
10924,37.0,98.25,1.4,3978.0,2022-05-27T00:36:24.591Z,350.2,348343,17712,4000.0,1,0.0,35.308,FRESA350,1
