,ist_acc,@timestamp,numTP,statorCelsius,UTE,idChiave,VibromPeak,DIAM,CurrentPeak,spindleRpm,rpmSetPoint,LUNG,bearingsCelsius,statoRot
24927,3647423,2022-06-22T14:04:21.576Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32647,0.5,4.0,11.7,12161.0,12000.0,0.01,32.0,1
24928,3759147,2022-06-22T14:22:58.842Z,1,29.0,FRESA_12,32648,0.5,12.0,13.6,18162.0,18000.0,109.879,31.0,1
24929,3767746,2022-06-22T14:24:24.834Z,1,30.0,AGGRE44-1-LAMA215,32649,12.9,215.0,32.599,8000.299,8000.0,2.05,31.0,1
24930,3770323,2022-06-22T14:24:50.604Z,1,31.0,AGGRE124-1-ET01_AGGRE124,32650,0.4,4.0,11.6,12155.0,12000.0,0.01,31.0,1
24931,3780181,2022-06-22T14:26:29.187Z,1,32.0,FRESA_12,32651,0.4,12.0,13.4,18195.0,18000.0,109.879,31.0,1
24932,3789787,2022-06-22T14:28:05.249Z,1,32.0,AGGRE44-1-LAMA215,32652,11.8,215.0,32.5,8006.6,8000.0,2.05,31.0,1
24933,3792365,2022-06-22T14:28:31.029Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32653,0.5,4.0,11.6,12155.0,12000.0,0.01,31.0,1
24934,3802158,2022-06-22T14:30:08.962Z,1,33.0,FRESA_12,32654,0.3,12.0,13.4,18184.0,18000.0,109.879,32.0,1
24935,3811679,2022-06-22T14:31:44.174Z,1,33.0,AGGRE44-1-LAMA215,32655,5.4,215.0,32.599,7996.799,8000.0,2.05,32.0,1
24936,3814254,2022-06-22T14:32:09.924Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32656,0.5,4.0,11.7,12154.0,12000.0,0.01,32.0,1
24937,3825827,2022-06-22T14:34:05.657Z,1,33.0,FRESA_12,32657,0.4,12.0,13.5,18174.0,18000.0,109.879,32.0,1
24938,3835080,2022-06-22T14:35:38.189Z,1,33.0,AGGRE44-1-LAMA215,32658,7.0,215.0,32.5,8008.0,8000.0,2.05,32.0,1
24939,3837654,2022-06-22T14:36:03.930Z,1,34.0,AGGRE124-1-ET01_AGGRE124,32659,0.5,4.0,11.6,12162.0,12000.0,0.01,32.0,1
24940,3846374,2022-06-22T14:37:31.132Z,1,34.0,FRESA_12,32660,0.4,12.0,13.6,18176.0,18000.0,109.879,33.0,1
24941,3855762,2022-06-22T14:39:05.014Z,1,34.0,AGGRE44-1-LAMA215,32661,12.8,215.0,32.5,8008.699,8000.0,2.05,33.0,1
24942,3858339,2022-06-22T14:39:30.785Z,1,34.0,AGGRE124-1-ET01_AGGRE124,32662,0.5,4.0,11.6,12149.0,12000.0,0.01,33.0,1
24943,3867731,2022-06-22T14:41:04.707Z,1,34.0,FRESA_12,32663,0.3,12.0,13.5,18203.0,18000.0,109.879,33.0,1
24944,3877382,2022-06-22T14:42:41.219Z,1,34.0,AGGRE44-1-LAMA215,32664,13.4,215.0,32.799,8004.5,8000.0,2.05,33.0,1
24945,3879958,2022-06-22T14:43:06.979Z,1,35.0,AGGRE124-1-ET01_AGGRE124,32665,0.5,4.0,11.6,12140.0,12000.0,0.01,33.0,1
24946,3911671,2022-06-22T14:48:24.117Z,1,32.0,FRESA_12,32666,0.4,12.0,13.6,18174.0,18000.0,109.879,32.0,1
24947,3923377,2022-06-22T14:50:21.180Z,1,32.0,AGGRE44-1-LAMA215,32667,9.0,215.0,32.7,8011.5,8000.0,2.05,33.0,1
24948,3925955,2022-06-22T14:50:46.960Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32668,0.6,4.0,11.6,12163.0,12000.0,0.01,32.0,1
24949,3938560,2022-06-22T14:52:53.013Z,1,33.0,FRESA_12,32669,0.4,12.0,13.6,18205.0,18000.0,109.879,33.0,1
24950,3947601,2022-06-22T14:54:23.425Z,1,33.0,AGGRE44-1-LAMA215,32670,4.7,215.0,32.7,8007.299,8000.0,2.05,33.0,1
24951,3950153,2022-06-22T14:54:48.946Z,1,34.0,AGGRE124-1-ET01_AGGRE124,32671,0.6,4.0,11.6,12165.0,12000.0,0.01,33.0,1
24952,4008698,2022-06-22T15:04:34.409Z,1,31.0,FRESA_12,32672,0.4,12.0,13.7,18196.0,18000.0,109.879,32.0,1
24953,4015849,2022-06-22T15:05:45.921Z,1,32.0,AGGRE44-1-LAMA215,32673,11.8,215.0,32.7,7996.1,8000.0,2.05,32.0,1
24954,4018798,2022-06-22T15:06:15.411Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32674,0.6,4.0,11.6,12176.0,12000.0,0.01,32.0,1
24955,4032179,2022-06-22T15:08:29.224Z,1,32.0,FRESA_12,32675,0.4,12.0,13.6,18198.0,18000.0,109.879,32.0,1
24956,4039332,2022-06-22T15:09:40.756Z,1,33.0,AGGRE44-1-LAMA215,32676,5.3,215.0,32.7,7998.899,8000.0,2.05,32.0,1
24957,4042236,2022-06-22T15:10:09.797Z,1,34.0,AGGRE124-1-ET01_AGGRE124,32677,0.6,4.0,11.7,12158.0,12000.0,0.01,32.0,1
24958,4058150,2022-06-22T15:12:48.940Z,1,33.0,FRESA_12,32678,0.3,12.0,13.5,18184.0,18000.0,109.879,32.0,1
24959,4065307,2022-06-22T15:14:00.512Z,1,33.0,AGGRE44-1-LAMA215,32679,11.4,215.0,32.7,7997.5,8000.0,2.05,32.0,1
24960,4068215,2022-06-22T15:14:29.593Z,1,34.0,AGGRE124-1-ET01_AGGRE124,32680,0.5,4.0,11.7,12155.0,12000.0,0.01,32.0,1
24961,4078021,2022-06-22T15:16:07.655Z,1,34.0,FRESA_12,32681,0.4,12.0,13.6,18179.0,18000.0,109.879,33.0,1
24962,4085177,2022-06-22T15:17:19.217Z,1,34.0,AGGRE44-1-LAMA215,32682,13.2,215.0,32.7,7996.799,8000.0,2.05,33.0,1
24963,4088085,2022-06-22T15:17:48.297Z,1,35.0,AGGRE124-1-ET01_AGGRE124,32683,0.4,4.0,11.7,12164.0,12000.0,0.01,33.0,1
24964,4097474,2022-06-22T15:19:22.189Z,1,34.0,FRESA_12,32684,0.5,12.0,13.7,18186.0,18000.0,109.879,33.0,1
24965,4104629,2022-06-22T15:20:33.741Z,1,35.0,AGGRE44-1-LAMA215,32685,9.4,215.0,32.599,8007.299,8000.0,2.05,33.0,1
24966,4107533,2022-06-22T15:21:02.782Z,1,35.0,AGGRE124-1-ET01_AGGRE124,32686,0.7,4.0,11.7,12160.0,12000.0,0.01,33.0,1
24967,237148,2022-06-23T04:17:43.199Z,,0.0,,32798,,,6.0,0.0,0.0,,0.0,1
24968,261509,2022-06-23T04:21:46.813Z,,0.0,,32803,,,6.0,0.0,0.0,,0.0,1
24969,4117886,2022-06-22T15:22:46.314Z,1,34.0,FRESA_12,32687,0.5,12.0,13.6,18164.0,18000.0,109.879,33.0,1
24970,4125039,2022-06-22T15:23:57.846Z,1,35.0,AGGRE44-1-LAMA215,32688,9.9,215.0,32.799,8002.399,8000.0,2.05,33.0,1
24971,4127946,2022-06-22T15:24:26.916Z,1,35.0,AGGRE124-1-ET01_AGGRE124,32689,0.6,4.0,11.6,12160.0,12000.0,0.01,33.0,1
24972,4152292,2022-06-22T15:28:30.382Z,1,33.0,FRESA_12,32690,0.4,12.0,13.6,18198.0,18000.0,109.879,33.0,1
24973,4159456,2022-06-22T15:29:42.024Z,1,33.0,AGGRE44-1-LAMA215,32691,9.7,215.0,32.7,8010.1,8000.0,2.05,33.0,1
24974,4162364,2022-06-22T15:30:11.104Z,1,34.0,AGGRE124-1-ET01_AGGRE124,32692,0.5,4.0,11.6,12166.0,12000.0,0.01,33.0,1
24975,4176984,2022-06-22T15:32:37.308Z,1,33.0,FRESA_12,32693,0.5,12.0,13.6,18177.0,18000.0,109.879,33.0,1
24976,4184140,2022-06-22T15:33:48.869Z,1,34.0,AGGRE44-1-LAMA215,32694,14.6,215.0,32.7,7997.5,8000.0,2.05,33.0,1
24977,4187093,2022-06-22T15:34:18.400Z,1,35.0,AGGRE124-1-ET01_AGGRE124,32695,0.5,4.0,11.6,12161.0,12000.0,0.01,33.0,1
24978,4255751,2022-06-22T15:45:44.996Z,1,30.0,FRESA_12,32696,0.4,12.0,13.6,18195.0,18000.0,109.879,31.0,1
24979,4264613,2022-06-22T15:47:13.618Z,1,31.0,AGGRE44-1-LAMA215,32697,13.4,215.0,32.799,8008.0,8000.0,2.05,32.0,1
24980,4267197,2022-06-22T15:47:39.458Z,1,32.0,AGGRE124-1-ET01_AGGRE124,32698,0.4,4.0,11.6,12159.0,12000.0,0.01,32.0,1
24981,4272033,2022-06-22T15:48:27.819Z,1,33.0,FRESA_12,32699,0.3,12.0,13.6,18205.0,18000.0,109.879,32.0,1
24982,4280056,2022-06-22T15:49:48.051Z,1,33.0,FRESA_12,32700,0.6,12.0,13.7,18167.0,18000.0,109.879,32.0,1
24983,4288936,2022-06-22T15:51:16.853Z,1,33.0,AGGRE44-1-LAMA215,32701,10.4,215.0,32.599,8007.299,8000.0,2.05,32.0,1
24984,4291517,2022-06-22T15:51:42.664Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32702,0.5,4.0,11.7,12165.0,12000.0,0.01,32.0,1
24985,4296373,2022-06-22T15:52:31.225Z,1,34.0,FRESA_12,32703,0.4,12.0,13.6,18169.0,18000.0,109.879,32.0,1
24986,4302265,2022-06-22T15:53:30.146Z,1,34.0,FRESA_12,32704,0.6,12.0,13.7,18172.0,18000.0,109.879,32.0,1
24987,4313555,2022-06-22T15:55:23.049Z,1,33.0,AGGRE44-1-LAMA215,32705,9.1,215.0,32.7,7995.399,8000.0,2.05,32.0,1
24988,4316138,2022-06-22T15:55:48.880Z,1,34.0,AGGRE124-1-ET01_AGGRE124,32706,0.5,4.0,11.6,12156.0,12000.0,0.01,32.0,1
24989,4320982,2022-06-22T15:56:37.321Z,1,34.0,FRESA_12,32707,0.4,12.0,13.6,18177.0,18000.0,109.879,32.0,1
24990,4329791,2022-06-22T15:58:05.413Z,1,34.0,FRESA_12,32708,0.5,12.0,13.4,18172.0,18000.0,109.879,33.0,1
24991,4338503,2022-06-22T15:59:32.535Z,1,34.0,AGGRE44-1-LAMA215,32709,11.5,215.0,32.7,8008.0,8000.0,2.05,33.0,1
24992,4341123,2022-06-22T15:59:58.735Z,1,34.0,AGGRE124-1-ET01_AGGRE124,32710,0.4,4.0,11.6,12154.0,12000.0,0.01,33.0,1
24993,4345967,2022-06-22T16:00:47.177Z,1,35.0,FRESA_12,32711,0.4,12.0,13.7,18181.0,18000.0,109.879,33.0,1
24994,4351833,2022-06-22T16:01:45.838Z,1,35.0,FRESA_12,32712,0.5,12.0,13.6,18166.0,18000.0,109.879,33.0,1
24995,4362191,2022-06-22T16:03:29.420Z,1,34.0,AGGRE44-1-LAMA215,32713,10.0,215.0,32.7,7992.6,8000.0,2.05,33.0,1
24996,4364777,2022-06-22T16:03:55.281Z,1,35.0,AGGRE124-1-ET01_AGGRE124,32714,0.5,4.0,11.6,12157.0,12000.0,0.01,33.0,1
24997,4369623,2022-06-22T16:04:43.742Z,1,35.0,FRESA_12,32715,0.4,12.0,13.6,18185.0,18000.0,109.879,33.0,1
24998,4375384,2022-06-22T16:05:41.353Z,1,35.0,FRESA_12,32716,0.5,12.0,13.6,18176.0,18000.0,109.879,33.0,1
24999,4384129,2022-06-22T16:07:08.805Z,1,35.0,AGGRE44-1-LAMA215,32717,10.6,215.0,32.599,7994.0,8000.0,2.05,33.0,1
25000,4386752,2022-06-22T16:07:35.036Z,1,35.0,AGGRE124-1-ET01_AGGRE124,32718,0.4,4.0,11.6,12147.0,12000.0,0.01,33.0,1
25001,4391584,2022-06-22T16:08:23.357Z,1,35.0,FRESA_12,32719,0.4,12.0,13.6,18193.0,18000.0,109.879,33.0,1
25002,4405045,2022-06-22T16:10:37.970Z,1,34.0,FRESA_12,32720,0.6,12.0,13.6,18174.0,18000.0,109.879,33.0,1
25003,4413954,2022-06-22T16:12:07.062Z,1,34.0,AGGRE44-1-LAMA215,32721,12.2,215.0,32.7,8006.6,8000.0,2.05,33.0,1
25004,4416542,2022-06-22T16:12:32.943Z,1,34.0,AGGRE124-1-ET01_AGGRE124,32722,0.4,4.0,11.6,12156.0,12000.0,0.01,33.0,1
25005,4421384,2022-06-22T16:13:21.364Z,1,35.0,FRESA_12,32723,0.4,12.0,13.6,18159.0,18000.0,109.879,33.0,1
25006,4426773,2022-06-22T16:14:15.255Z,1,35.0,FRESA_12,32724,0.5,12.0,13.6,18181.0,18000.0,109.879,33.0,1
25007,4435479,2022-06-22T16:15:42.317Z,1,35.0,AGGRE44-1-LAMA215,32725,12.1,215.0,32.799,7994.699,8000.0,2.05,33.0,1
25008,4438061,2022-06-22T16:16:08.138Z,1,35.0,AGGRE124-1-ET01_AGGRE124,32726,0.5,4.0,11.6,12159.0,12000.0,0.01,33.0,1
25009,4442905,2022-06-22T16:16:56.579Z,1,36.0,FRESA_12,32727,0.5,12.0,13.6,18172.0,18000.0,109.879,33.0,1
25010,4508291,2022-06-22T16:27:50.454Z,1,30.0,FRESA_12,32728,0.7,12.0,13.5,18177.0,18000.0,109.879,31.0,1
25011,4518531,2022-06-22T16:29:32.856Z,1,31.0,AGGRE44-1-LAMA215,32729,4.2,215.0,32.7,8001.0,8000.0,2.05,31.0,1
25012,4521174,2022-06-22T16:29:59.287Z,1,32.0,AGGRE124-1-ET01_AGGRE124,32730,0.5,4.0,11.6,12152.0,12000.0,0.01,31.0,1
25013,4535094,2022-06-22T16:32:18.490Z,1,32.0,FRESA_12,32731,0.3,12.0,13.5,18200.0,18000.0,109.879,31.0,1
25014,4543985,2022-06-22T16:33:47.402Z,1,32.0,AGGRE44-1-LAMA215,32732,10.6,215.0,32.599,7996.1,8000.0,2.05,32.0,1
25015,4546640,2022-06-22T16:34:13.953Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32733,0.6,4.0,11.7,12153.0,12000.0,0.01,32.0,1
25016,4570601,2022-06-22T16:38:13.568Z,1,31.0,FRESA_12,32734,0.5,12.0,13.6,18169.0,18000.0,109.879,32.0,1
25017,4579604,2022-06-22T16:39:43.600Z,1,32.0,AGGRE44-1-LAMA215,32735,8.2,215.0,32.799,7999.6,8000.0,2.05,32.0,1
25018,4582256,2022-06-22T16:40:10.121Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32736,0.5,4.0,11.6,12165.0,12000.0,0.01,32.0,1
25019,4598864,2022-06-22T16:42:56.205Z,1,32.0,FRESA_12,32737,0.3,12.0,13.5,18191.0,18000.0,109.879,32.0,1
25020,4607743,2022-06-22T16:44:24.997Z,1,32.0,AGGRE44-1-LAMA215,32738,7.8,215.0,32.799,8008.0,8000.0,2.05,32.0,1
25021,4610398,2022-06-22T16:44:51.547Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32739,0.4,4.0,11.6,12148.0,12000.0,0.01,32.0,1
25022,4626736,2022-06-22T16:47:34.931Z,1,32.0,FRESA_12,32740,0.5,12.0,13.5,18210.0,18000.0,109.879,32.0,1
25023,4636079,2022-06-22T16:49:08.363Z,1,32.0,AGGRE44-1-LAMA215,32741,8.1,215.0,32.599,8006.6,8000.0,2.05,32.0,1
25024,4638735,2022-06-22T16:49:34.924Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32742,0.5,4.0,11.6,12156.0,12000.0,0.01,32.0,1
25025,4658110,2022-06-22T16:52:48.678Z,1,32.0,FRESA_12,32743,0.5,12.0,13.5,18164.0,18000.0,109.879,32.0,1
25026,4667556,2022-06-22T16:54:23.140Z,1,32.0,AGGRE44-1-LAMA215,32744,10.3,215.0,32.599,8002.399,8000.0,2.05,32.0,1
25027,4670212,2022-06-22T16:54:49.701Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32745,0.4,4.0,11.7,12158.0,12000.0,0.01,32.0,1
25028,4909913,2022-06-22T17:34:46.766Z,1,28.0,FRESA_12,32746,0.4,12.0,13.5,18193.0,18000.0,109.879,30.0,1
25029,4919721,2022-06-22T17:36:24.848Z,1,29.0,AGGRE44-1-LAMA215,32747,13.3,215.0,32.7,8001.0,8000.0,2.05,30.0,1
25030,4922380,2022-06-22T17:36:51.439Z,1,30.0,AGGRE124-1-ET01_AGGRE124,32748,0.5,4.0,11.6,12159.0,12000.0,0.01,30.0,1
25031,5027787,2022-06-22T17:54:25.534Z,1,28.0,AGGRE124-1-ET01_AGGRE124,32749,0.6,4.0,11.7,12155.0,12000.0,0.01,30.0,1
25032,5058129,2022-06-22T17:59:28.960Z,1,29.0,FRESA_12,32750,0.3,12.0,13.4,18172.0,18000.0,109.879,30.0,1
25033,5117562,2022-06-22T18:09:23.304Z,1,28.0,AGGRE44-1-LAMA215,32751,6.1,215.0,32.7,8003.799,8000.0,2.05,29.0,1
25034,5120488,2022-06-22T18:09:52.565Z,1,29.0,AGGRE124-1-ET01_AGGRE124,32752,0.5,4.0,11.6,12154.0,12000.0,0.01,29.0,1
25035,5200376,2022-06-22T18:23:11.463Z,1,27.0,FRESA_12,32753,0.3,12.0,13.4,18169.0,18000.0,109.879,29.0,1
25036,5205580,2022-06-22T18:24:03.505Z,1,28.0,FRESA_12,32754,0.4,12.0,13.5,18198.0,18000.0,109.879,29.0,1
25037,5216901,2022-06-22T18:25:56.717Z,1,29.0,FRESA_12,32755,0.4,12.0,13.5,18179.0,18000.0,109.879,29.0,1
25038,5223081,2022-06-22T18:26:58.519Z,1,30.0,FRESA_12,32756,0.4,12.0,13.6,18193.0,18000.0,109.879,30.0,1
25039,5241179,2022-06-22T18:29:59.503Z,1,30.0,FRESA_12,32757,0.4,12.0,13.4,18176.0,18000.0,109.879,30.0,1
25040,5246480,2022-06-22T18:30:52.514Z,1,30.0,FRESA_12,32758,0.4,12.0,13.4,18190.0,18000.0,109.879,30.0,1
25041,5427097,2022-06-22T19:00:58.726Z,1,27.0,FRESA_12,32759,0.5,12.0,13.3,18178.0,18000.0,109.879,28.0,1
25042,5431760,2022-06-22T19:01:45.357Z,1,28.0,FRESA_12,32760,0.6,12.0,13.3,18188.0,18000.0,109.879,29.0,1
25043,5436828,2022-06-22T19:02:36.038Z,1,29.0,FRESA_12,32761,0.6,12.0,13.3,18210.0,18000.0,109.879,29.0,1
25044,5442033,2022-06-22T19:03:28.089Z,1,30.0,FRESA_12,32762,0.6,12.0,13.5,18181.0,18000.0,109.879,29.0,1
25045,5446879,2022-06-22T19:04:16.550Z,1,31.0,FRESA_12,32763,0.6,12.0,13.4,18171.0,18000.0,109.879,30.0,1
25046,5452361,2022-06-22T19:05:11.372Z,1,32.0,FRESA_12,32764,0.6,12.0,13.5,18171.0,18000.0,109.879,30.0,1
25047,5501474,2022-06-22T19:13:22.513Z,1,28.0,FRESA_12,32765,0.6,12.0,13.5,18157.0,18000.0,109.879,29.0,1
25048,5510859,2022-06-22T19:14:56.365Z,1,30.0,AGGRE44-1-LAMA215,32766,7.1,215.0,32.599,8001.699,8000.0,2.05,30.0,1
25049,5513408,2022-06-22T19:15:21.856Z,1,30.0,AGGRE124-1-ET01_AGGRE124,32767,0.4,4.0,12.1,12151.0,12000.0,0.01,30.0,1
25050,5523969,2022-06-22T19:17:07.468Z,1,31.0,FRESA_12,32768,0.4,12.0,13.5,18186.0,18000.0,109.879,30.0,1
25051,5533820,2022-06-22T19:18:45.980Z,1,31.0,AGGRE44-1-LAMA215,32769,8.3,215.0,32.7,8003.1,8000.0,2.05,30.0,1
25052,5536371,2022-06-22T19:19:11.491Z,1,31.0,AGGRE124-1-ET01_AGGRE124,32770,0.5,4.0,11.8,12146.0,12000.0,0.01,30.0,1
25053,5545249,2022-06-22T19:20:40.273Z,1,32.0,FRESA_12,32771,0.5,12.0,13.4,18196.0,18000.0,109.879,30.0,1
25054,5555229,2022-06-22T19:22:20.075Z,1,32.0,AGGRE44-1-LAMA215,32772,4.2,215.0,32.7,8004.5,8000.0,2.05,31.0,1
25055,5557768,2022-06-22T19:22:45.466Z,1,32.0,AGGRE124-1-ET01_AGGRE124,32773,0.4,4.0,11.7,12153.0,12000.0,0.01,31.0,1
25056,5566540,2022-06-22T19:24:13.188Z,1,32.0,FRESA_12,32774,0.5,12.0,13.4,18179.0,18000.0,109.879,31.0,1
25057,5575951,2022-06-22T19:25:47.300Z,1,32.0,AGGRE44-1-LAMA215,32775,9.3,215.0,32.7,8010.799,8000.0,2.05,31.0,1
25058,5578505,2022-06-22T19:26:12.841Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32776,0.5,4.0,11.9,12151.0,12000.0,0.01,31.0,1
25059,5587521,2022-06-22T19:27:43.003Z,1,33.0,FRESA_12,32777,0.3,12.0,13.4,18188.0,18000.0,109.879,31.0,1
25060,5598668,2022-06-22T19:29:34.475Z,1,32.0,AGGRE44-1-LAMA215,32778,6.7,215.0,32.7,7995.399,8000.0,2.05,31.0,1
25061,5601218,2022-06-22T19:29:59.976Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32779,0.5,4.0,11.7,12156.0,12000.0,0.01,31.0,1
25062,5610870,2022-06-22T19:31:36.498Z,1,33.0,FRESA_12,32780,0.4,12.0,13.4,18157.0,18000.0,109.879,31.0,1
25063,5620536,2022-06-22T19:33:13.160Z,1,32.0,AGGRE44-1-LAMA215,32781,6.7,215.0,32.5,8001.0,8000.0,2.05,31.0,1
25064,5623088,2022-06-22T19:33:38.681Z,1,33.0,AGGRE124-1-ET01_AGGRE124,32782,0.4,4.0,11.6,12156.0,12000.0,0.01,31.0,1
25065,118774,2022-06-23T03:57:59.441Z,1,26.0,FRESA_22,32783,0.6,22.0,13.4,18189.0,18000.0,117.62,27.0,1
25066,126517,2022-06-23T03:59:16.872Z,1,27.0,AGGRE44-1-LAMA215,32784,13.0,215.0,32.7,8005.199,8000.0,2.05,27.0,1
25067,129010,2022-06-23T03:59:41.802Z,1,27.0,AGGRE124-1-ET01_AGGRE124,32785,0.5,4.0,11.8,12146.0,12000.0,0.01,27.0,1
25068,141107,2022-06-23T04:01:42.774Z,1,27.0,FRESA_22,32786,0.5,22.0,13.4,18205.0,18000.0,117.62,28.0,1
25069,148332,2022-06-23T04:02:55.025Z,1,28.0,AGGRE44-1-LAMA215,32787,8.4,215.0,32.599,8003.799,8000.0,2.05,28.0,1
25070,150820,2022-06-23T04:03:19.906Z,1,29.0,AGGRE124-1-ET01_AGGRE124,32788,0.5,4.0,11.7,12163.0,12000.0,0.01,28.0,1
25071,158216,2022-06-23T04:04:33.867Z,1,29.0,FRESA_22,32789,0.6,22.0,13.6,18195.0,18000.0,117.62,28.0,1
25072,165654,2022-06-23T04:05:48.248Z,1,29.0,AGGRE44-1-LAMA215,32790,2.9,215.0,32.7,8001.699,8000.0,2.05,28.0,1
25073,168129,2022-06-23T04:06:12.998Z,1,30.0,AGGRE124-1-ET01_AGGRE124,32791,0.7,4.0,11.7,12143.0,12000.0,0.01,28.0,1
25074,175682,2022-06-23T04:07:28.529Z,1,30.0,FRESA_22,32792,0.5,22.0,13.6,18198.0,18000.0,117.62,29.0,1
25075,183001,2022-06-23T04:08:41.721Z,1,30.0,AGGRE44-1-LAMA215,32793,10.3,215.0,32.7,8007.299,8000.0,2.05,29.0,1
25076,185489,2022-06-23T04:09:06.601Z,1,31.0,AGGRE124-1-ET01_AGGRE124,32794,0.6,4.0,11.7,12145.0,12000.0,0.01,29.0,1
25077,221054,2022-06-23T04:15:02.256Z,1,27.0,FRESA_12,32795,0.4,12.0,13.7,18193.0,18000.0,109.879,28.0,1
25078,231021,2022-06-23T04:16:41.928Z,1,28.0,AGGRE44-1-LAMA215,32796,6.4,215.0,32.7,8012.199,8000.0,2.05,28.0,1
25079,233635,2022-06-23T04:17:08.068Z,1,29.0,AGGRE124-1-ET01_AGGRE124,32797,0.6,4.0,11.7,12159.0,12000.0,0.01,28.0,1
25080,239008,2022-06-23T04:18:01.799Z,1,30.0,FRESA_12,32799,0.4,12.0,13.7,18193.0,18000.0,109.879,28.0,1
25081,245421,2022-06-23T04:19:05.930Z,1,31.0,FRESA_12,32800,0.5,12.0,13.7,18186.0,18000.0,109.879,29.0,1
25082,255430,2022-06-23T04:20:46.022Z,1,30.0,AGGRE44-1-LAMA215,32801,9.3,215.0,32.599,8007.299,8000.0,2.05,29.0,1
25083,258006,2022-06-23T04:21:11.782Z,1,31.0,AGGRE124-1-ET01_AGGRE124,32802,0.6,4.0,11.7,12169.0,12000.0,0.01,29.0,1
25084,263369,2022-06-23T04:22:05.413Z,1,31.0,FRESA_12,32804,0.4,12.0,13.6,18176.0,18000.0,109.879,29.0,1
25085,269572,2022-06-23T04:23:07.444Z,1,32.0,FRESA_12,32805,0.5,12.0,13.6,18193.0,18000.0,109.879,30.0,1
25086,285322,2022-06-23T04:25:44.947Z,,0.0,,32808,,,6.0,0.0,0.0,,0.0,1
25087,309390,2022-06-23T04:29:45.631Z,,0.0,,32813,,,5.9,0.0,0.0,,0.0,1
25088,335571,2022-06-23T04:34:07.445Z,,0.0,,32818,,,6.0,0.0,0.0,,0.0,1
25089,359974,2022-06-23T04:38:11.479Z,,0.0,,32823,,,6.0,0.0,0.0,,0.0,1
25090,1308538,2022-06-23T07:16:17.282Z,,0.0,,32933,,,6.0,0.0,0.0,,0.0,1
25091,1336266,2022-06-23T07:20:54.567Z,,0.0,,32938,,,6.0,0.0,0.0,,0.0,1
25092,1365159,2022-06-23T07:25:43.502Z,,0.0,,32943,,,5.9,0.0,0.0,,0.0,1
25093,1389278,2022-06-23T07:29:44.697Z,,0.0,,32948,,,6.0,0.0,0.0,,0.0,1
25094,2498817,2022-06-23T10:34:40.279Z,,0.0,,33034,,,6.0,0.0,0.0,,0.0,1
25095,2522433,2022-06-23T10:38:36.443Z,,0.0,,33039,,,6.0,0.0,0.0,,0.0,1
25096,2547016,2022-06-23T10:42:42.277Z,,0.0,,33044,,,5.9,0.0,0.0,,0.0,1
25097,2589805,2022-06-23T10:49:50.174Z,,0.0,,33049,,,5.9,0.0,0.0,,0.0,1
25098,2613913,2022-06-23T10:53:51.259Z,,0.0,,33054,,,5.9,0.0,0.0,,0.0,1
25099,2639348,2022-06-23T10:58:05.613Z,,0.0,,33059,,,5.9,0.0,0.0,,0.0,1
25100,3166818,2022-06-23T12:26:00.424Z,,0.0,,33110,,,6.0,0.0,0.0,,0.0,1
25101,3294281,2022-06-23T12:47:15.076Z,,0.0,,33114,,,5.9,0.0,0.0,,0.0,1
25102,3358661,2022-06-23T12:57:58.887Z,,0.0,,33118,,,5.9,0.0,0.0,,0.0,1
25103,3400083,2022-06-23T13:04:53.114Z,,0.0,,33122,,,5.9,0.0,0.0,,0.0,1
25104,3431366,2022-06-23T13:10:05.949Z,,0.0,,33126,,,5.9,0.0,0.0,,0.0,1
25105,3493429,2022-06-23T13:20:26.590Z,,0.0,,33130,,,5.9,0.0,0.0,,0.0,1
25106,3573069,2022-06-23T13:33:43.004Z,,0.0,,33134,,,5.9,0.0,0.0,,0.0,1
25107,4869059,2022-06-23T17:09:43.127Z,19,0.0,LAINTEST,33185,,50.0,0.9,0.0,0.0,1.0,0.0,1
25108,4872346,2022-06-23T17:10:15.998Z,19,0.0,LAINTEST,33186,,50.0,0.9,0.0,0.0,1.0,0.0,1
25109,5047154,2022-06-23T17:39:24.108Z,19,0.0,LAINTEST,33189,,50.0,0.9,0.0,0.0,1.0,0.0,1
25110,5050794,2022-06-23T17:40:00.509Z,19,0.0,LAINTEST,33190,,50.0,0.9,0.0,0.0,1.0,0.0,1
25111,5116104,2022-06-23T17:50:53.620Z,19,0.0,LAINTEST,33197,,50.0,0.9,0.0,0.0,1.0,0.0,1
25112,5119729,2022-06-23T17:51:29.871Z,19,0.0,LAINTEST,33198,,50.0,0.9,0.0,0.0,1.0,0.0,1
