,UTE,VibromPeak,idChiave,CurrentPeak,ist_acc,rpmSetPoint,statorCelsius,DIAM,@timestamp,bearingsCelsius,LUNG,numTP,spindleRpm,statoRot
10906,,,12576,12.239,2394159,0.0,0.0,,2022-06-15T11:26:07.191Z,0.0,,,0.0,1
10907,,,12579,5.261,2421790,0.0,0.0,,2022-06-15T11:30:43.505Z,0.0,,,0.0,1
10908,,,12581,12.113,2509361,0.0,0.0,,2022-06-15T11:45:19.229Z,0.0,,,0.0,1
10909,,,12584,5.661,2521308,0.0,0.0,,2022-06-15T11:47:18.701Z,0.0,,,0.0,1
10910,,,12588,5.675,2591235,0.0,0.0,,2022-06-15T11:58:57.982Z,0.0,,,0.0,1
10911,,,12591,12.136,2620465,0.0,0.0,,2022-06-15T12:03:50.286Z,0.0,,,0.0,1
10912,,,12593,12.076,2723753,0.0,0.0,,2022-06-15T12:21:03.182Z,0.0,,,0.0,1
10913,,,12597,5.55,2762587,0.0,0.0,,2022-06-15T12:27:31.528Z,0.0,,,0.0,1
10914,,,12599,12.224,3108261,0.0,0.0,,2022-06-15T13:25:08.322Z,0.0,,,0.0,1
10915,,,12602,12.165,3121284,0.0,0.0,,2022-06-15T13:27:18.555Z,0.0,,,0.0,1
10916,,,12607,12.224,3183134,0.0,0.0,,2022-06-15T13:37:37.064Z,0.0,,,0.0,1
10917,,,12611,12.202,3217758,0.0,0.0,,2022-06-15T13:43:23.310Z,0.0,,,0.0,1
10918,,,12613,5.675,3295094,0.0,0.0,,2022-06-15T13:56:16.682Z,0.0,,,0.0,1
10919,,,12616,5.616,3308451,0.0,0.0,,2022-06-15T13:58:30.254Z,0.0,,,0.0,1
10920,,,12621,5.816,3387565,0.0,0.0,,2022-06-15T14:11:41.406Z,0.0,,,0.0,1
10921,,,12626,5.372,3491288,0.0,0.0,,2022-06-15T14:28:58.653Z,0.0,,,0.0,1
10922,,,12627,12.15,3575851,0.0,0.0,,2022-06-15T14:43:04.296Z,0.0,,,0.0,1
10923,,,12631,12.165,3626126,0.0,0.0,,2022-06-15T14:51:27.054Z,0.0,,,0.0,1
10924,,,12634,5.638,3774188,0.0,0.0,,2022-06-15T15:16:07.697Z,0.0,,,0.0,1
10925,,,12637,5.313,3786754,0.0,0.0,,2022-06-15T15:18:13.359Z,0.0,,,0.0,1
10926,,,12642,12.358,3851720,0.0,0.0,,2022-06-15T15:29:03.029Z,0.0,,,0.0,1
10927,,,12646,5.579,3889443,0.0,0.0,,2022-06-15T15:35:20.265Z,0.0,,,0.0,1
10928,,,12648,5.283,3903234,0.0,0.0,,2022-06-15T15:37:38.177Z,0.0,,,0.0,1
10929,,,12653,12.054,3951914,0.0,0.0,,2022-06-15T15:45:44.985Z,0.0,,,0.0,1
10930,,,12654,5.335,62528,0.0,0.0,,2022-06-16T05:03:53.276Z,0.0,,,0.0,1
10931,,,12657,5.357,73714,0.0,0.0,,2022-06-16T05:05:45.137Z,0.0,,,0.0,1
10932,,,12666,5.416,373802,0.0,0.0,,2022-06-16T05:55:46.042Z,0.0,,,0.0,1
10933,,,12675,5.505,750412,0.0,0.0,,2022-06-16T06:58:32.180Z,0.0,,,0.0,1
10934,,,12678,5.698,762400,0.0,0.0,,2022-06-16T07:00:32.061Z,0.0,,,0.0,1
10935,,,12687,12.039,1089265,0.0,0.0,,2022-06-16T07:55:00.746Z,0.0,,,0.0,1
10936,,,12690,5.616,1100288,0.0,0.0,,2022-06-16T07:56:50.977Z,0.0,,,0.0,1
10937,,,12699,12.113,1245570,0.0,0.0,,2022-06-16T08:21:03.813Z,0.0,,,0.0,1
10938,,,12703,12.136,1411380,0.0,0.0,,2022-06-16T08:48:41.932Z,0.0,,,0.0,1
10939,,,12706,12.091,1429299,0.0,0.0,,2022-06-16T08:51:41.124Z,0.0,,,0.0,1
10940,SKRUBB20,17.7,12306,20.417,3131256,20000.0,24.0,20.0,2022-06-13T13:33:42.646Z,25.0,175.996,1,19986.0,1
10941,FRAS4_2X13,3.9,12308,20.281,3147911,20000.0,32.0,4.2,2022-06-13T13:36:29.198Z,28.0,109.371,1,19933.0,1
10942,SKRUBB20,18.6,12309,20.417,3151104,20000.0,32.0,20.0,2022-06-13T13:37:01.128Z,28.0,175.996,1,19910.0,1
10943,SKRUBB20,17.5,12310,20.298,3156949,20000.0,33.0,20.0,2022-06-13T13:37:59.579Z,28.0,175.996,1,19986.0,1
10944,FRAS4_2X13,8.2,12312,20.417,3177909,20000.0,35.0,4.2,2022-06-13T13:41:29.181Z,30.0,109.371,1,19977.0,1
10945,DIAMANT_12X35,9.7,12314,22.32,3245030,18000.0,27.0,12.0,2022-06-13T13:52:40.399Z,27.0,128.302,1,18002.0,1
10946,SKRUBB20,12.9,12315,20.417,3249259,20000.0,29.0,20.0,2022-06-13T13:53:22.690Z,27.0,175.996,1,19920.0,1
10947,DIAMANT_12X35,1.4,12317,21.59,3257613,18000.0,29.0,12.0,2022-06-13T13:54:46.231Z,27.0,128.302,1,18007.0,1
10948,SKRUBB20,11.5,12318,20.281,3261848,20000.0,30.0,20.0,2022-06-13T13:55:28.581Z,27.0,175.996,1,19936.0,1
10949,SKRUBB20,12.2,12319,20.332,3294382,20000.0,25.0,20.0,2022-06-13T14:00:53.925Z,25.0,175.996,1,19984.0,1
10950,FRAS4_2X13,2.7,12323,20.587,3357324,20000.0,25.0,4.2,2022-06-13T14:11:23.352Z,25.0,109.371,1,19949.0,1
10951,SKRUBB20,6.1,12324,20.417,3364736,20000.0,27.0,20.0,2022-06-13T14:12:37.473Z,25.0,175.996,1,19990.0,1
10952,FRAS4_2X13,1.9,12326,20.382,3384901,20000.0,34.0,4.2,2022-06-13T14:15:59.125Z,30.0,109.371,1,19932.0,1
10953,DIAMANT_12X35,3.9,12329,31.16,3455698,18000.0,25.0,12.0,2022-06-13T14:27:47.104Z,25.0,128.302,1,17995.0,1
10954,SKRUBB20,8.7,12330,20.434,3459932,20000.0,28.0,20.0,2022-06-13T14:28:29.444Z,25.0,175.996,1,19956.0,1
10955,DIAMANT_12X35,3.2,12332,20.382,3468659,18000.0,29.0,12.0,2022-06-13T14:29:56.715Z,27.0,128.302,1,17968.0,1
10956,SKRUBB20,10.3,12333,20.655,3472883,20000.0,30.0,20.0,2022-06-13T14:30:38.956Z,27.0,175.996,1,19946.0,1
10957,SKRUBB20,12.1,12334,20.349,3523541,20000.0,25.0,20.0,2022-06-13T14:39:05.542Z,25.0,175.996,1,19998.0,1
10958,FRAS4_2X13,4.5,12336,20.382,3543754,20000.0,33.0,4.2,2022-06-13T14:42:27.674Z,29.0,109.371,1,20017.0,1
10959,SKRUBB20,5.9,12337,20.281,3549579,20000.0,32.0,20.0,2022-06-13T14:43:25.924Z,29.0,175.996,1,19975.0,1
10960,FRAS4_2X13,2.6,12339,20.298,3569752,20000.0,35.0,4.2,2022-06-13T14:46:47.657Z,32.0,109.371,1,19990.0,1
10961,DIAMANT_12X35,12.1,12341,20.672,3642210,18000.0,27.0,12.0,2022-06-13T14:58:52.245Z,27.0,128.302,1,18005.0,1
10962,SKRUBB20,14.1,12342,20.247,3646417,20000.0,29.0,20.0,2022-06-13T14:59:34.316Z,27.0,175.996,1,19998.0,1
10963,SKRUBB20,12.5,12343,20.349,3667288,20000.0,25.0,20.0,2022-06-13T15:03:03.028Z,27.0,175.996,1,19932.0,1
10964,FRAS4_2X13,6.5,12345,20.468,3687683,20000.0,34.0,4.2,2022-06-13T15:06:26.980Z,30.0,109.371,1,19930.0,1
10965,DIAMANT_12X35,8.8,12347,20.162,3854282,18000.0,25.0,12.0,2022-06-13T15:34:12.989Z,27.0,128.302,1,17998.0,1
10966,SKRUBB20,11.8,12348,20.349,3857601,20000.0,29.0,20.0,2022-06-13T15:34:46.180Z,27.0,175.996,1,19960.0,1
10967,DIAMANT_12X35,12.3,12350,20.382,3866368,18000.0,30.0,12.0,2022-06-13T15:36:13.851Z,27.0,128.302,1,18000.0,1
10968,SKRUBB20,15.2,12351,20.451,3869679,20000.0,32.0,20.0,2022-06-13T15:36:46.961Z,27.0,175.996,1,19955.0,1
10969,SKRUBB20,14.6,12352,20.332,3903292,20000.0,25.0,20.0,2022-06-13T15:42:23.095Z,27.0,175.996,1,19995.0,1
10970,FRAS4_2X13,4.5,12353,20.468,3914468,20000.0,34.0,4.2,2022-06-13T15:44:14.856Z,28.0,109.371,1,20054.0,1
10971,FRAS6X25,6.2,12354,20.298,3922160,20000.0,35.0,5.95,2022-06-13T15:45:31.777Z,30.0,110.907,1,20056.0,1
10972,SKRUBB20,15.5,12355,20.382,3928042,20000.0,37.0,20.0,2022-06-13T15:46:30.598Z,30.0,175.996,1,19878.0,1
10973,SKRUBB20,16.6,12356,20.212,3933484,20000.0,35.0,20.0,2022-06-13T15:47:25.018Z,30.0,175.996,1,19943.0,1
10974,FRAS4_2X13,2.8,12357,20.281,3944548,20000.0,38.0,4.2,2022-06-13T15:49:15.660Z,32.0,109.371,1,19939.0,1
10975,FRAS6X25,5.1,12358,20.349,3952265,20000.0,39.0,5.95,2022-06-13T15:50:32.831Z,33.0,110.907,1,20057.0,1
10976,SKRUBB20,10.6,12359,20.451,3957557,20000.0,40.0,20.0,2022-06-13T15:51:25.751Z,33.0,175.996,1,19985.0,1
10977,DIAMANT_12X35,13.3,12361,20.382,44739,18000.0,17.0,12.0,2022-06-14T05:03:27.986Z,17.0,128.302,1,17969.0,1
10978,SKRUBB20,15.9,12362,20.315,48003,20000.0,20.0,20.0,2022-06-14T05:04:00.627Z,18.0,175.996,1,19970.0,1
10979,DIAMANT_12X35,10.8,12364,20.382,59483,18000.0,20.0,12.0,2022-06-14T05:05:55.427Z,19.0,128.302,1,17982.0,1
10980,SKRUBB20,15.0,12365,20.298,62729,20000.0,22.0,20.0,2022-06-14T05:06:27.887Z,20.0,175.996,1,19987.0,1
10981,SKRUBB20,16.1,12366,20.451,117242,20000.0,22.0,20.0,2022-06-14T05:15:33.022Z,22.0,175.996,1,19959.0,1
10982,FRAS4_2X13,2.5,12367,20.23,127977,20000.0,30.0,4.2,2022-06-14T05:17:20.373Z,24.0,109.371,1,20044.0,1
10983,FRAS6X25,6.3,12368,20.502,135379,20000.0,32.0,5.95,2022-06-14T05:18:34.393Z,25.0,110.907,1,20051.0,1
10984,SKRUBB20,11.3,12369,20.332,141049,20000.0,32.0,20.0,2022-06-14T05:19:31.094Z,25.0,175.996,1,20033.0,1
10985,SKRUBB20,12.0,12370,20.468,145883,20000.0,32.0,20.0,2022-06-14T05:20:19.434Z,25.0,175.996,1,19932.0,1
10986,FRAS4_2X13,7.9,12371,20.518,156458,20000.0,34.0,4.2,2022-06-14T05:22:05.185Z,27.0,109.371,1,19922.0,1
10987,FRAS6X25,5.6,12372,20.382,163850,20000.0,34.0,5.95,2022-06-14T05:23:19.106Z,28.0,110.907,1,19983.0,1
10988,SKRUBB20,16.9,12373,20.349,169524,20000.0,34.0,20.0,2022-06-14T05:24:15.846Z,28.0,175.996,1,19902.0,1
10989,DIAMANT_12X35,12.3,12375,20.382,251442,18000.0,25.0,12.0,2022-06-14T05:37:55.034Z,25.0,128.302,1,18024.0,1
10990,SKRUBB20,11.8,12376,20.365,254689,20000.0,27.0,20.0,2022-06-14T05:38:27.504Z,25.0,175.996,1,19984.0,1
10991,DIAMANT_12X35,6.6,12378,20.382,263236,18000.0,27.0,12.0,2022-06-14T05:39:52.975Z,25.0,128.302,1,17943.0,1
10992,SKRUBB20,12.7,12379,20.502,266460,20000.0,28.0,20.0,2022-06-14T05:40:25.215Z,25.0,175.996,1,19953.0,1
10993,SKRUBB20,13.6,12380,20.518,304661,20000.0,24.0,20.0,2022-06-14T05:46:47.229Z,24.0,175.996,1,19881.0,1
10994,FRAS4_2X13,4.7,12381,20.502,315377,20000.0,32.0,4.2,2022-06-14T05:48:34.390Z,27.0,109.371,1,19995.0,1
10995,FRAS6X25,5.0,12382,20.417,322758,20000.0,33.0,5.95,2022-06-14T05:49:48.201Z,27.0,110.907,1,19990.0,1
10996,SKRUBB20,11.1,12383,20.349,328468,20000.0,34.0,20.0,2022-06-14T05:50:45.301Z,28.0,175.996,1,19928.0,1
10997,SKRUBB20,11.3,12384,20.382,334312,20000.0,32.0,20.0,2022-06-14T05:51:43.742Z,27.0,175.996,1,19995.0,1
10998,FRAS4_2X13,9.5,12385,20.349,344871,20000.0,35.0,4.2,2022-06-14T05:53:29.333Z,30.0,109.371,1,19999.0,1
10999,FRAS6X25,3.7,12386,20.315,352272,20000.0,36.0,5.95,2022-06-14T05:54:43.344Z,30.0,110.907,1,19998.0,1
11000,SKRUBB20,12.3,12387,20.298,357954,20000.0,36.0,20.0,2022-06-14T05:55:40.164Z,30.0,175.996,1,19938.0,1
11001,DIAMANT_12X35,1.6,12389,20.349,416108,18000.0,25.0,12.0,2022-06-14T06:05:21.711Z,25.0,128.302,1,17928.0,1
11002,SKRUBB20,8.2,12390,20.332,421143,20000.0,27.0,20.0,2022-06-14T06:06:12.061Z,25.0,175.996,1,19913.0,1
11003,SKRUBB20,8.4,12391,20.332,461833,20000.0,24.0,20.0,2022-06-14T06:12:58.965Z,25.0,175.996,1,19998.0,1
11004,FRAS4_2X13,5.3,12392,20.417,472421,20000.0,33.0,4.2,2022-06-14T06:14:44.847Z,27.0,109.371,1,19952.0,1
11005,FRAS6X25,5.5,12393,20.655,479858,20000.0,34.0,5.95,2022-06-14T06:15:59.217Z,28.0,110.907,1,19932.0,1
11006,SKRUBB20,13.9,12394,20.434,485574,20000.0,34.0,20.0,2022-06-14T06:16:56.378Z,28.0,175.996,1,19997.0,1
11007,SKRUBB20,15.0,12395,20.4,607804,20000.0,25.0,20.0,2022-06-14T06:37:18.692Z,25.0,175.996,1,19992.0,1
11008,FRAS4_2X13,3.9,12396,20.451,612141,20000.0,29.0,4.2,2022-06-14T06:38:02.062Z,25.0,109.371,1,19961.0,1
11009,SKRUBB20,11.7,12397,20.4,643772,20000.0,24.0,20.0,2022-06-14T06:43:18.376Z,24.0,175.996,1,19951.0,1
11010,FRAS4_2X13,1.8,12398,20.535,648013,20000.0,28.0,4.2,2022-06-14T06:44:00.786Z,25.0,109.371,1,19927.0,1
11011,SKRUBB20,17.2,12399,20.4,672676,20000.0,24.0,20.0,2022-06-14T06:48:07.419Z,24.0,175.996,1,19955.0,1
11012,FRAS4_2X13,7.3,12400,20.485,676851,20000.0,27.0,4.2,2022-06-14T06:48:49.170Z,25.0,109.371,1,20039.0,1
11013,SKRUBB20,15.6,12401,20.535,686079,20000.0,27.0,20.0,2022-06-14T06:50:21.451Z,25.0,175.996,1,19973.0,1
11014,FRAS4_2X13,3.6,12402,20.298,690264,20000.0,29.0,4.2,2022-06-14T06:51:03.301Z,25.0,109.371,1,19982.0,1
11015,SKRUBB20,13.6,12403,20.315,704280,20000.0,27.0,20.0,2022-06-14T06:53:23.463Z,25.0,175.996,1,19968.0,1
11016,FRAS4_2X13,4.7,12404,20.638,708423,20000.0,30.0,4.2,2022-06-14T06:54:04.893Z,25.0,109.371,1,19905.0,1
11017,SKRUBB20,16.799,12405,20.382,722956,20000.0,27.0,20.0,2022-06-14T06:56:30.225Z,25.0,175.996,1,20054.0,1
11018,FRAS4_2X13,8.2,12406,20.365,727121,20000.0,30.0,4.2,2022-06-14T06:57:11.875Z,27.0,109.371,1,19972.0,1
11019,SKRUBB20,9.6,12407,20.179,735967,20000.0,27.0,20.0,2022-06-14T06:58:40.336Z,27.0,175.996,1,19983.0,1
11020,FRAS4_2X13,8.7,12408,20.315,740689,20000.0,30.0,4.2,2022-06-14T06:59:27.557Z,27.0,109.371,1,19976.0,1
11021,SKRUBB20,14.5,12409,20.298,748604,20000.0,29.0,20.0,2022-06-14T07:00:46.708Z,27.0,175.996,1,19930.0,1
11022,FRAS4_2X13,4.8,12410,20.382,752694,20000.0,30.0,4.2,2022-06-14T07:01:27.608Z,27.0,109.371,1,19958.0,1
11023,SKRUBB20,16.299,12411,20.417,762391,20000.0,28.0,20.0,2022-06-14T07:03:04.580Z,27.0,175.996,1,20038.0,1
11024,FRAS4_2X13,8.5,12412,20.502,766536,20000.0,32.0,4.2,2022-06-14T07:03:46.030Z,27.0,109.371,1,19925.0,1
11025,SKRUBB20,8.5,12413,20.382,999571,20000.0,25.0,20.0,2022-06-14T07:42:36.428Z,24.0,175.996,1,19950.0,1
11026,SKRUBB20,9.7,12414,20.212,1179080,20000.0,25.0,20.0,2022-06-14T08:12:31.539Z,24.0,175.996,1,19986.0,1
11027,SKRUBB20,8.7,12415,20.451,1193102,20000.0,32.0,20.0,2022-06-14T08:14:51.761Z,27.0,175.996,1,19906.0,1
11028,SKRUBB20,9.8,12416,20.315,1269242,20000.0,25.0,20.0,2022-06-14T08:27:33.170Z,25.0,175.996,1,19914.0,1
11029,FRAS4_2X13,4.1,12417,20.212,1283855,20000.0,33.0,4.2,2022-06-14T08:29:59.302Z,28.0,109.371,1,19910.0,1
11030,SKRUBB20,19.5,12419,20.212,1289374,20000.0,32.0,20.0,2022-06-14T08:30:54.492Z,28.0,175.996,1,19938.0,1
11031,SKRUBB20,20.7,12420,20.451,1297434,20000.0,33.0,20.0,2022-06-14T08:32:15.093Z,28.0,175.996,1,19965.0,1
11032,FRAS4_2X13,6.2,12421,20.552,1312744,20000.0,35.0,4.2,2022-06-14T08:34:48.195Z,30.0,109.371,1,19998.0,1
11033,SKRUBB20,17.6,12423,20.535,1318251,20000.0,34.0,20.0,2022-06-14T08:35:43.266Z,30.0,175.996,1,19872.0,1
11034,SKRUBB20,18.5,12424,20.315,1476390,20000.0,27.0,20.0,2022-06-14T09:02:04.675Z,27.0,175.996,1,19989.0,1
11035,SKRUBB20,17.799,12425,20.535,1489132,20000.0,32.0,20.0,2022-06-14T09:04:12.097Z,28.0,175.996,1,19897.0,1
11036,SKRUBB20,17.799,12426,20.332,1539707,20000.0,25.0,20.0,2022-06-14T09:12:37.853Z,25.0,175.996,1,19915.0,1
11037,FRAS4_2X13,6.2,12427,20.349,1553794,20000.0,35.0,4.2,2022-06-14T09:14:58.725Z,29.0,109.371,1,19926.0,1
11038,SKRUBB20,5.7,12429,20.315,1559332,20000.0,32.0,20.0,2022-06-14T09:15:54.105Z,29.0,175.996,1,20038.0,1
11039,SKRUBB20,11.1,12430,20.535,1567082,20000.0,34.0,20.0,2022-06-14T09:17:11.606Z,29.0,175.996,1,19941.0,1
11040,FRAS4_2X13,6.2,12431,20.315,1688364,20000.0,27.0,4.2,2022-06-14T09:37:24.441Z,27.0,109.371,1,20065.0,1
11041,SKRUBB20,8.5,12433,20.382,1693818,20000.0,28.0,20.0,2022-06-14T09:38:18.982Z,27.0,175.996,1,20019.0,1
11042,SKRUBB20,8.0,12434,20.298,1763156,20000.0,25.0,20.0,2022-06-14T09:49:52.370Z,25.0,175.996,1,19940.0,1
11043,SKRUBB20,8.4,12435,20.382,1775999,20000.0,32.0,20.0,2022-06-14T09:52:00.802Z,27.0,175.996,1,19924.0,1
11044,SKRUBB20,8.3,12436,20.332,1830210,20000.0,25.0,20.0,2022-06-14T10:01:02.918Z,25.0,175.996,1,19950.0,1
11045,FRAS4_2X13,8.7,12437,20.417,1844234,20000.0,35.0,4.2,2022-06-14T10:03:23.160Z,29.0,109.371,1,19987.0,1
11046,SKRUBB20,16.7,12439,20.247,1849737,20000.0,32.0,20.0,2022-06-14T10:04:18.191Z,29.0,175.996,1,20001.0,1
11047,SKRUBB20,17.5,12440,20.332,1856900,20000.0,34.0,20.0,2022-06-14T10:05:29.822Z,30.0,175.996,1,20031.0,1
11048,FRAS4_2X13,11.0,12441,20.417,1871114,20000.0,37.0,4.2,2022-06-14T10:07:51.963Z,32.0,109.371,1,20010.0,1
11049,SKRUBB20,20.6,12443,20.434,1876632,20000.0,35.0,20.0,2022-06-14T10:08:47.144Z,30.0,175.996,1,19990.0,1
11050,SKRUBB20,20.9,12444,20.349,1954535,20000.0,27.0,20.0,2022-06-14T10:21:46.184Z,27.0,175.996,1,19976.0,1
11051,SKRUBB20,17.7,12445,20.247,1987210,20000.0,27.0,20.0,2022-06-14T10:27:12.938Z,27.0,175.996,1,20013.0,1
11052,FRAS4_2X13,6.4,12446,20.179,2001454,20000.0,35.0,4.2,2022-06-14T10:29:35.380Z,30.0,109.371,1,19941.0,1
11053,SKRUBB20,9.1,12448,20.468,2006952,20000.0,33.0,20.0,2022-06-14T10:30:30.360Z,30.0,175.996,1,19930.0,1
11054,SKRUBB20,10.7,12449,20.264,2345302,20000.0,25.0,20.0,2022-06-14T11:26:53.902Z,25.0,175.996,1,19993.0,1
11055,DIAMANT_16X35,2.9,12450,20.349,2366976,18000.0,35.0,16.0,2022-06-14T11:30:30.645Z,29.0,130.915,1,18019.0,1
11056,DIAMANT25,8.8,12451,20.315,2374490,20000.0,34.0,25.0,2022-06-14T11:31:45.786Z,29.0,178.885,1,20002.0,1
11057,FRAS4_2X13,4.4,12453,20.451,2390016,20000.0,37.0,4.2,2022-06-14T11:34:21.048Z,30.0,109.371,1,20009.0,1
11058,SKRUBB20,3.9,12454,20.349,2398062,20000.0,32.0,20.0,2022-06-14T11:35:41.509Z,30.0,175.996,1,19910.0,1
11059,DIAMANT_16X35,3.2,12455,20.298,2420336,18000.0,40.0,16.0,2022-06-14T11:39:24.252Z,33.0,130.915,1,17980.0,1
11060,DIAMANT25,6.0,12456,20.535,2427828,20000.0,38.0,25.0,2022-06-14T11:40:39.173Z,33.0,178.885,1,19944.0,1
11061,FRAS4_2X13,4.2,12458,20.502,2443354,20000.0,39.0,4.2,2022-06-14T11:43:14.435Z,33.0,109.371,1,19979.0,1
11062,SKRUBB20,3.9,12459,20.212,2636696,20000.0,28.0,20.0,2022-06-14T12:15:27.879Z,27.0,175.996,1,19939.0,1
11063,DIAMANT_16X35,2.4,12460,20.382,2658933,18000.0,37.0,16.0,2022-06-14T12:19:10.251Z,30.0,130.915,1,18024.0,1
11064,DIAMANT25,5.0,12461,20.434,2666455,20000.0,35.0,25.0,2022-06-14T12:20:25.472Z,30.0,178.885,1,19976.0,1
11065,FRAS4_2X13,3.4,12463,20.332,2681978,20000.0,37.0,4.2,2022-06-14T12:23:00.704Z,32.0,109.371,1,20008.0,1
11066,SKRUBB20,3.1,12464,20.417,2689534,20000.0,33.0,20.0,2022-06-14T12:24:16.265Z,32.0,175.996,1,20007.0,1
11067,DIAMANT_16X35,2.6,12465,20.332,2711319,18000.0,40.0,16.0,2022-06-14T12:27:54.118Z,34.0,130.915,1,17996.0,1
11068,DIAMANT25,8.9,12466,20.451,2718824,20000.0,38.0,25.0,2022-06-14T12:29:09.169Z,33.0,178.885,1,20026.0,1
11069,FRAS4_2X13,4.6,12468,20.535,2733808,20000.0,40.0,4.2,2022-06-14T12:31:39.011Z,34.0,109.371,1,19939.0,1
11070,SKRUBB20,4.3,12469,20.502,2960421,20000.0,28.0,20.0,2022-06-14T13:09:25.169Z,28.0,175.996,1,19852.0,1
11071,DIAMANT_16X35,4.3,12470,20.264,2982238,18000.0,37.0,16.0,2022-06-14T13:13:03.341Z,30.0,130.915,1,18022.0,1
11072,DIAMANT25,7.8,12471,20.298,2989747,20000.0,36.0,25.0,2022-06-14T13:14:18.432Z,30.0,178.885,1,19968.0,1
11073,FRAS4_2X13,4.8,12473,20.451,3004752,20000.0,37.0,4.2,2022-06-14T13:16:48.484Z,32.0,109.371,1,20030.0,1
11074,SKRUBB20,4.6,12474,20.195,3017264,20000.0,32.0,20.0,2022-06-14T13:18:53.606Z,30.0,175.996,1,19949.0,1
11075,DIAMANT_16X35,1.5,12475,20.349,3039710,18000.0,40.0,16.0,2022-06-14T13:22:38.068Z,34.0,130.915,1,18011.0,1
11076,DIAMANT25,7.0,12476,20.247,3047246,20000.0,38.0,25.0,2022-06-14T13:23:53.429Z,33.0,178.885,1,19976.0,1
11077,FRAS4_2X13,5.6,12478,20.332,3062221,20000.0,40.0,4.2,2022-06-14T13:26:23.181Z,34.0,109.371,1,19939.0,1
11078,SKRUBB20,3.3,12479,20.281,3126511,20000.0,30.0,20.0,2022-06-14T13:37:06.089Z,29.0,175.996,1,19930.0,1
11079,DIAMANT_16X35,3.4,12480,20.212,3148941,18000.0,38.0,16.0,2022-06-14T13:40:50.392Z,33.0,130.915,1,18009.0,1
11080,DIAMANT25,4.8,12481,20.382,3156437,20000.0,37.0,25.0,2022-06-14T13:42:05.353Z,32.0,178.885,1,19959.0,1
11081,FRAS4_2X13,5.2,12483,20.468,3171445,20000.0,38.0,4.2,2022-06-14T13:44:35.435Z,33.0,109.371,1,20029.0,1
11082,SKRUBB20,8.1,12484,20.382,3373541,20000.0,29.0,20.0,2022-06-14T14:18:16.420Z,28.0,175.996,1,19969.0,1
11083,DIAMANT_16X35,2.3,12485,20.451,3395969,18000.0,37.0,16.0,2022-06-14T14:22:00.702Z,32.0,130.915,1,18015.0,1
11084,DIAMANT25,7.9,12486,20.332,3403475,20000.0,36.0,25.0,2022-06-14T14:23:15.763Z,32.0,178.885,1,19936.0,1
11085,FRAS4_2X13,5.9,12488,20.417,3418477,20000.0,38.0,4.2,2022-06-14T14:25:45.785Z,32.0,109.371,1,19936.0,1
11086,SKRUBB20,5.4,12489,20.485,3424592,20000.0,35.0,20.0,2022-06-14T14:26:46.936Z,32.0,175.996,1,19974.0,1
11087,DIAMANT_16X35,4.1,12490,20.604,3446992,18000.0,41.0,16.0,2022-06-14T14:30:30.939Z,35.0,130.915,1,17988.0,1
11088,DIAMANT25,9.3,12491,20.212,3454477,20000.0,40.0,25.0,2022-06-14T14:31:45.790Z,34.0,178.885,1,19966.0,1
11089,FRAS4_2X13,9.7,12493,20.382,3469464,20000.0,40.0,4.2,2022-06-14T14:34:15.661Z,35.0,109.371,1,19993.0,1
11090,SKRUBB20,14.9,12494,20.382,3599008,20000.0,30.0,20.0,2022-06-14T14:55:51.117Z,29.0,175.996,1,19955.0,1
11091,DIAMANT_16X35,9.1,12495,20.382,3621484,18000.0,38.0,16.0,2022-06-14T14:59:35.880Z,32.0,130.915,1,17981.0,1
11092,DIAMANT25,15.6,12496,20.434,3628983,20000.0,37.0,25.0,2022-06-14T15:00:50.871Z,32.0,178.885,1,20032.0,1
11093,FRAS4_2X13,3.0,12498,20.382,3643980,20000.0,38.0,4.2,2022-06-14T15:03:20.843Z,33.0,109.371,1,19929.0,1
11094,SKRUBB20,16.799,12499,20.298,3649649,20000.0,36.0,20.0,2022-06-14T15:04:17.534Z,32.0,175.996,1,19963.0,1
11095,DIAMANT_16X35,6.9,12500,20.468,3672063,18000.0,41.0,16.0,2022-06-14T15:08:01.676Z,35.0,130.915,1,17984.0,1
11096,DIAMANT25,7.8,12501,20.349,3679549,20000.0,40.0,25.0,2022-06-14T15:09:16.537Z,35.0,178.885,1,19926.0,1
11097,FRAS4_2X13,3.5,12503,20.434,3802364,20000.0,30.0,4.2,2022-06-14T15:29:44.703Z,30.0,109.371,1,20009.0,1
11098,SKRUBB20,2.7,12504,20.485,34173,20000.0,18.0,20.0,2022-06-15T04:52:46.978Z,18.0,175.996,1,19947.0,1
11099,DIAMANT_16X35,4.0,12505,20.451,54715,18000.0,30.0,16.0,2022-06-15T04:56:12.400Z,24.0,130.915,1,17944.0,1
11100,DIAMANT25,5.5,12506,20.74,61516,20000.0,30.0,25.0,2022-06-15T04:57:20.410Z,24.0,178.885,1,19888.0,1
11101,FRAS4_2X13,1.3,12508,20.162,75091,20000.0,32.0,4.2,2022-06-15T04:59:36.162Z,25.0,109.371,1,20000.0,1
11102,SKRUBB20,8.7,12509,20.349,82131,20000.0,28.0,20.0,2022-06-15T05:00:46.563Z,25.0,175.996,1,20042.0,1
11103,DIAMANT_16X35,2.2,12510,20.315,103133,18000.0,35.0,16.0,2022-06-15T05:04:16.585Z,30.0,130.915,1,17965.0,1
