,spindleRpm,statorCelsius,VibromPeak,ist_acc,LUNG,@timestamp,DIAM,numTP,CurrentPeak,rpmSetPoint,bearingsCelsius,statoRot,UTE,idChiave
9641,13980.0,37.0,1.4,1004089,104.0,2021-07-16T07:51:33.554Z,3.0,1,20.247,14000.0,30.0,1,FRESA3MM,12570
9642,14914.0,30.0,0.9,1029301,153.899,2021-07-16T07:55:45.678Z,15.7,1,20.382,15000.0,27.0,1,FRESA_16X52,12571
9643,15003.0,30.0,1.2,1034556,153.899,2021-07-16T07:56:38.228Z,15.7,1,20.281,15000.0,27.0,1,FRESA_16X52,12572
9644,14943.0,32.0,1.3,1039467,153.899,2021-07-16T07:57:27.339Z,15.7,1,20.382,15000.0,27.0,1,FRESA_16X52,12573
9645,14951.0,30.0,1.3,1047650,153.899,2021-07-16T07:58:49.170Z,15.7,1,20.332,15000.0,27.0,1,FRESA_16X52,12574
9646,14995.0,30.0,1.9,1055889,153.899,2021-07-16T08:00:11.561Z,15.7,1,20.212,15000.0,27.0,1,FRESA_16X52,12575
9647,14931.0,29.0,2.0,1067392,153.899,2021-07-16T08:02:06.593Z,15.7,1,20.451,15000.0,27.0,1,FRESA_16X52,12576
9648,15018.0,29.0,2.0,1074505,153.899,2021-07-16T08:03:17.724Z,15.7,1,20.298,15000.0,25.0,1,FRESA_16X52,12577
9649,15011.0,30.0,1.9,1081142,153.899,2021-07-16T08:04:24.094Z,15.7,1,20.451,15000.0,27.0,1,FRESA_16X52,12578
9650,7975.0,29.0,1.0,1091188,42.5,2021-07-16T08:06:04.556Z,6.3,1,20.212,8000.0,27.0,1,AGGRE83H-1-FA83,12579
9651,7988.0,29.0,1.0,1098286,42.5,2021-07-16T08:07:15.537Z,6.3,1,20.212,8000.0,27.0,1,AGGRE83H-1-FA83,12580
9652,7951.0,29.0,0.9,1112800,42.5,2021-07-16T08:09:40.678Z,6.3,1,20.212,8000.0,27.0,1,AGGRE83H-1-FA83,12582
9653,7959.0,29.0,1.0,1106176,42.5,2021-07-16T08:08:34.438Z,6.3,1,20.315,8000.0,27.0,1,AGGRE83H-1-FA83,12581
9654,17933.0,25.0,0.7,1216045,130.5,2021-07-16T08:26:53.142Z,8.0,1,20.212,18000.0,24.0,1,FRESA8X35,12583
9655,18026.0,27.0,0.2,1276903,130.5,2021-07-16T08:37:01.729Z,8.0,1,20.298,18000.0,25.0,1,FRESA8X35,12584
9656,17971.0,28.0,0.1,1341949,130.5,2021-07-16T08:47:52.198Z,8.0,1,20.162,18000.0,27.0,1,FRESA8X35,12585
9657,17987.0,28.0,0.1,1403060,130.5,2021-07-16T08:58:03.316Z,8.0,1,20.179,18000.0,27.0,1,FRESA8X35,12586
9658,18043.0,28.0,0.1,1485700,130.5,2021-07-16T09:11:49.726Z,8.0,1,20.281,18000.0,27.0,1,FRESA8X35,12587
9659,18010.0,27.0,0.1,1561043,105.0,2021-07-16T09:24:23.166Z,42.0,1,20.212,18000.0,27.0,1,FRESACIPOLLA,12588
9660,13948.0,32.0,0.1,1568168,104.0,2021-07-16T09:25:34.417Z,3.0,1,20.212,14000.0,27.0,1,FRESA3MM,12589
9661,17999.0,32.0,0.7,1582591,105.0,2021-07-16T09:27:58.648Z,42.0,1,20.298,18000.0,27.0,1,FRESACIPOLLA,12590
9662,13992.0,34.0,1.5,1588565,104.0,2021-07-16T09:28:58.389Z,3.0,1,20.247,14000.0,28.0,1,FRESA3MM,12591
9663,7948.0,25.0,0.6,1749037,42.5,2021-07-16T09:55:43.130Z,6.3,1,20.247,8000.0,24.0,1,AGGRE83H-1-FA83,12592
9664,7961.0,27.0,0.7,1759557,42.5,2021-07-16T09:57:28.331Z,6.3,1,20.315,8000.0,25.0,1,AGGRE83H-1-FA83,12593
9665,7917.0,27.0,0.7,1766445,42.5,2021-07-16T09:58:37.212Z,6.3,1,20.365,8000.0,25.0,1,AGGRE83H-1-FA83,12594
9666,7956.0,27.0,0.7,1773524,42.5,2021-07-16T09:59:48.003Z,6.3,1,20.212,8000.0,25.0,1,AGGRE83H-1-FA83,12595
9667,7976.0,28.0,0.8,1781949,42.5,2021-07-16T10:01:12.254Z,6.3,1,20.162,8000.0,25.0,1,AGGRE83H-1-FA83,12596
9668,7999.0,28.0,0.8,1789340,42.5,2021-07-16T10:02:26.165Z,6.3,1,20.179,8000.0,25.0,1,AGGRE83H-1-FA83,12597
9669,7986.0,28.0,0.7,1796794,42.5,2021-07-16T10:03:40.706Z,6.3,1,20.332,8000.0,25.0,1,AGGRE83H-1-FA83,12598
9670,7953.0,28.0,0.8,1804863,42.5,2021-07-16T10:05:01.397Z,6.3,1,20.247,8000.0,25.0,1,AGGRE83H-1-FA83,12599
9671,7927.0,27.0,0.7,1813258,42.5,2021-07-16T10:06:25.348Z,6.3,1,20.247,8000.0,25.0,1,AGGRE83H-1-FA83,12600
9672,7948.0,27.0,0.7,1818828,42.5,2021-07-16T10:07:21.049Z,6.3,1,20.212,8000.0,25.0,1,AGGRE83H-1-FA83,12601
9673,15035.0,27.0,0.8,1852036,153.899,2021-07-16T10:12:53.133Z,15.7,1,20.417,15000.0,25.0,1,FRESA_16X52,12602
9674,17945.0,34.0,0.8,1906975,130.5,2021-07-16T10:22:02.530Z,8.0,1,20.247,18000.0,29.0,1,FRESA8X35,12603
9675,14007.0,37.0,1.6,1926073,104.0,2021-07-16T10:25:13.512Z,3.0,1,20.179,14000.0,30.0,1,FRESA3MM,12604
9676,14939.0,32.0,0.6,1949175,153.899,2021-07-16T10:29:04.535Z,15.7,1,20.417,15000.0,28.0,1,FRESA_16X52,12605
9677,17987.0,35.0,0.6,2004124,130.5,2021-07-16T10:38:14.032Z,8.0,1,20.417,18000.0,30.0,1,FRESA8X35,12606
9678,13953.0,37.0,1.2,2023230,104.0,2021-07-16T10:41:25.095Z,3.0,1,20.212,14000.0,30.0,1,FRESA3MM,12607
9679,18022.0,27.0,0.5,2118895,181.699,2021-07-16T10:57:21.757Z,14.0,1,20.382,18000.0,25.0,1,FRESA_14X100,12608
9680,18025.0,29.0,1.0,2123786,181.699,2021-07-16T10:58:10.668Z,14.0,1,20.247,18000.0,27.0,1,FRESA_14X100,12609
9681,17950.0,30.0,1.9,2131145,181.699,2021-07-16T10:59:24.259Z,14.0,1,20.247,18000.0,27.0,1,FRESA_14X100,12610
9682,15001.0,25.0,1.4,3119932,153.899,2021-07-16T13:44:12.255Z,15.7,1,20.23,15000.0,24.0,1,FRESA_16X52,12611
9683,14950.0,27.0,1.5,3128592,153.899,2021-07-16T13:45:38.856Z,15.7,1,20.247,15000.0,24.0,1,FRESA_16X52,12612
9684,14957.0,27.0,1.8,3141520,153.899,2021-07-16T13:47:48.138Z,15.7,1,20.264,15000.0,25.0,1,FRESA_16X52,12613
9685,14997.0,28.0,1.9,3148773,153.899,2021-07-16T13:49:00.669Z,15.7,1,20.212,15000.0,25.0,1,FRESA_16X52,12614
9686,15077.0,25.0,1.1,3185428,153.899,2021-07-16T13:55:07.224Z,15.7,1,20.332,15000.0,24.0,1,FRESA_16X52,12615
9687,17942.0,33.0,0.4,3240378,130.5,2021-07-16T14:04:16.731Z,8.0,1,20.298,18000.0,28.0,1,FRESA8X35,12616
9688,14000.0,37.0,1.4,3259493,104.0,2021-07-16T14:07:27.883Z,3.0,1,20.298,14000.0,30.0,1,FRESA3MM,12617
9689,14939.0,30.0,1.6,3283012,153.899,2021-07-16T14:11:23.076Z,15.7,1,20.382,15000.0,27.0,1,FRESA_16X52,12618
9690,17961.0,35.0,0.5,3337961,130.5,2021-07-16T14:20:32.573Z,8.0,1,20.298,18000.0,29.0,1,FRESA8X35,12619
9691,14017.0,37.0,1.6,3357079,104.0,2021-07-16T14:23:43.756Z,3.0,1,20.212,14000.0,30.0,1,FRESA3MM,12620
9692,15006.0,25.0,2.0,186675,153.899,2021-07-17T05:50:51.376Z,15.7,1,20.23,15000.0,25.0,1,FRESA_16X52,12621
9693,18007.0,25.0,1.8,208046,181.699,2021-07-17T05:54:25.088Z,14.0,1,20.332,18000.0,24.0,1,FRESA_14X100,12622
9694,17976.0,27.0,1.9,245354,181.699,2021-07-17T06:00:38.173Z,14.0,1,20.247,18000.0,25.0,1,FRESA_14X100,12623
9695,17962.0,29.0,1.0,256684,181.699,2021-07-17T06:02:31.474Z,14.0,1,20.417,18000.0,25.0,1,FRESA_14X100,12624
9696,17996.0,27.0,1.9,340273,181.699,2021-07-17T06:16:27.373Z,14.0,1,20.332,18000.0,25.0,1,FRESA_14X100,12625
9697,15033.0,27.0,1.4,387139,153.899,2021-07-17T06:24:16.039Z,15.7,1,20.247,15000.0,25.0,1,FRESA_16X52,12627
9698,14906.0,30.0,1.4,404544,153.899,2021-07-17T06:27:10.091Z,15.7,1,20.212,15000.0,27.0,1,FRESA_16X52,12628
9699,18004.0,25.0,0.8,561314,130.5,2021-07-17T06:53:17.809Z,8.0,1,20.247,18000.0,25.0,1,FRESA8X35,12629
9700,17977.0,25.0,1.7,649072,103.3,2021-07-17T07:07:55.399Z,3.0,1,20.281,18000.0,25.0,1,FRESA3MMG8,12630
9701,17992.0,27.0,1.3,671839,103.3,2021-07-17T07:11:43.071Z,3.0,1,20.212,18000.0,25.0,1,FRESA3MMG8,12631
9702,17968.0,25.0,1.8,902216,181.699,2021-07-17T07:50:06.867Z,14.0,1,20.298,18000.0,24.0,1,FRESA_14X100,12632
9703,18021.0,29.0,1.9,917802,181.699,2021-07-17T07:52:42.729Z,14.0,1,20.247,18000.0,25.0,1,FRESA_14X100,12633
9704,15010.0,29.0,2.1,938780,153.899,2021-07-17T07:56:12.511Z,15.7,1,20.212,15000.0,25.0,1,FRESA_16X52,12634
9705,14946.0,29.0,1.5,956838,153.899,2021-07-17T07:59:13.093Z,15.7,1,20.349,15000.0,25.0,1,FRESA_16X52,12635
9706,5972.0,27.0,3.4,991316,97.8,2021-07-17T08:04:57.877Z,301.1,1,20.451,6000.0,27.0,1,FRESA300,12636
9707,18019.0,29.0,0.7,995130,130.5,2021-07-17T08:05:36.018Z,8.0,1,20.179,18000.0,25.0,1,FRESA8X35,12637
9708,15019.0,30.0,1.3,997383,153.899,2021-07-17T08:05:58.548Z,15.7,1,20.247,15000.0,25.0,1,FRESA_16X52,12638
9709,5832.0,27.0,2.6,1028581,97.8,2021-07-17T08:11:10.532Z,301.1,1,20.485,6000.0,25.0,1,FRESA300,12639
9710,18016.0,29.0,0.8,1032418,130.5,2021-07-17T08:11:48.902Z,8.0,1,20.315,18000.0,25.0,1,FRESA8X35,12640
9711,14979.0,30.0,1.3,1034689,153.899,2021-07-17T08:12:11.612Z,15.7,1,20.382,15000.0,25.0,1,FRESA_16X52,12641
9712,5888.0,29.0,2.7,1057290,97.8,2021-07-17T08:15:57.625Z,301.1,1,20.382,6000.0,27.0,1,FRESA300,12642
9713,18017.0,30.0,0.7,1061133,130.5,2021-07-17T08:16:36.055Z,8.0,1,20.162,18000.0,27.0,1,FRESA8X35,12643
9714,14900.0,30.0,1.2,1063402,153.899,2021-07-17T08:16:58.746Z,15.7,1,20.145,15000.0,27.0,1,FRESA_16X52,12644
9715,5984.0,30.0,3.6,1071711,97.8,2021-07-17T08:18:21.837Z,301.1,1,20.502,6000.0,25.0,1,FRESA300,12645
9716,18031.0,30.0,0.8,1075523,130.5,2021-07-17T08:18:59.957Z,8.0,1,20.247,18000.0,25.0,1,FRESA8X35,12646
9717,15073.0,30.0,0.6,1077801,153.899,2021-07-17T08:19:22.737Z,15.7,1,20.179,15000.0,25.0,1,FRESA_16X52,12647
9718,5893.0,27.0,2.7,1099869,97.8,2021-07-17T08:23:03.420Z,301.1,1,20.382,6000.0,25.0,1,FRESA300,12648
9719,17959.0,29.0,0.7,1103677,130.5,2021-07-17T08:23:41.500Z,8.0,1,20.332,18000.0,25.0,1,FRESA8X35,12649
9720,14995.0,30.0,1.1,1105936,153.899,2021-07-17T08:24:04.090Z,15.7,1,20.298,15000.0,25.0,1,FRESA_16X52,12650
9721,5871.0,27.0,2.5,1138084,97.8,2021-07-17T08:29:25.574Z,301.1,1,20.332,6000.0,25.0,1,FRESA300,12651
9722,17935.0,28.0,0.6,1141886,130.5,2021-07-17T08:30:03.595Z,8.0,1,20.179,18000.0,25.0,1,FRESA8X35,12652
9723,15008.0,29.0,1.5,1144162,153.899,2021-07-17T08:30:26.355Z,15.7,1,20.349,15000.0,25.0,1,FRESA_16X52,12653
9724,5989.0,30.0,3.6,1162779,97.8,2021-07-17T08:33:32.527Z,301.1,1,20.552,6000.0,27.0,1,FRESA300,12654
9725,17942.0,30.0,0.7,1166579,130.5,2021-07-17T08:34:10.527Z,8.0,1,20.212,18000.0,27.0,1,FRESA8X35,12655
9726,14979.0,32.0,1.6,1168851,153.899,2021-07-17T08:34:33.248Z,15.7,1,20.247,15000.0,27.0,1,FRESA_16X52,12656
9727,5869.0,30.0,2.3,1175899,97.8,2021-07-17T08:35:43.728Z,301.1,1,20.382,6000.0,27.0,1,FRESA300,12657
9728,18019.0,32.0,0.8,1179696,130.5,2021-07-17T08:36:21.699Z,8.0,1,20.247,18000.0,27.0,1,FRESA8X35,12658
9729,14966.0,32.0,1.1,1181944,153.899,2021-07-17T08:36:44.179Z,15.7,1,20.315,15000.0,27.0,1,FRESA_16X52,12659
9730,5920.0,27.0,1.4,1203203,97.8,2021-07-17T08:40:16.772Z,301.1,1,20.587,6000.0,25.0,1,FRESA300,12660
9731,18000.0,28.0,0.8,1206159,130.5,2021-07-17T08:40:46.332Z,8.0,1,20.247,18000.0,25.0,1,FRESA8X35,12661
9732,5940.0,27.0,1.7,1242973,97.8,2021-07-17T08:46:54.476Z,301.1,1,20.672,6000.0,25.0,1,FRESA300,12662
9733,18033.0,28.0,0.9,1245942,130.5,2021-07-17T08:47:24.166Z,8.0,1,20.349,18000.0,25.0,1,FRESA8X35,12663
9734,5890.0,27.0,1.4,1268357,97.8,2021-07-17T08:51:08.319Z,301.1,1,20.382,6000.0,25.0,1,FRESA300,12664
9735,18015.0,27.0,0.9,1271325,130.5,2021-07-17T08:51:37.999Z,8.0,1,20.281,18000.0,25.0,1,FRESA8X35,12665
9736,5892.0,29.0,1.3,1278276,97.8,2021-07-17T08:52:47.510Z,301.1,1,20.382,6000.0,25.0,1,FRESA300,12666
9737,18000.0,30.0,1.0,1281296,130.5,2021-07-17T08:53:17.710Z,8.0,1,20.162,18000.0,25.0,1,FRESA8X35,12667
9738,14950.0,25.0,1.7,136167,153.899,2021-07-19T05:37:13.253Z,15.7,1,20.382,15000.0,24.0,1,FRESA_16X52,12668
9739,17960.0,28.0,1.8,146954,181.699,2021-07-19T05:39:01.124Z,14.0,1,20.195,18000.0,25.0,1,FRESA_14X100,12669
9740,14982.0,25.0,1.6,208988,153.899,2021-07-19T05:49:21.472Z,15.7,1,20.382,15000.0,24.0,1,FRESA_16X52,12670
9741,17985.0,29.0,1.7,219206,181.699,2021-07-19T05:51:03.653Z,14.0,1,20.264,18000.0,25.0,1,FRESA_14X100,12671
9742,17997.0,30.0,1.7,256579,181.699,2021-07-19T05:57:17.388Z,14.0,1,20.212,18000.0,27.0,1,FRESA_14X100,12673
9743,5883.0,25.0,2.7,391170,97.8,2021-07-19T06:19:43.316Z,301.1,1,20.485,6000.0,24.0,1,FRESA300,12674
9744,17953.0,27.0,0.8,395001,130.5,2021-07-19T06:20:21.627Z,8.0,1,20.162,18000.0,25.0,1,FRESA8X35,12675
9745,15019.0,29.0,1.4,397268,153.899,2021-07-19T06:20:44.297Z,15.7,1,20.264,15000.0,25.0,1,FRESA_16X52,12676
9746,5881.0,27.0,2.2,420922,97.8,2021-07-19T06:24:40.840Z,301.1,1,20.382,6000.0,25.0,1,FRESA300,12677
9747,17968.0,28.0,0.8,424757,130.5,2021-07-19T06:25:19.191Z,8.0,1,20.298,18000.0,25.0,1,FRESA8X35,12678
9748,14927.0,30.0,0.7,427015,153.899,2021-07-19T06:25:41.771Z,15.7,1,20.281,15000.0,25.0,1,FRESA_16X52,12679
9749,5851.0,25.0,2.3,456737,97.8,2021-07-19T06:30:38.995Z,301.1,1,20.451,6000.0,24.0,1,FRESA300,12680
9750,17981.0,27.0,0.8,460544,130.5,2021-07-19T06:31:17.065Z,8.0,1,20.264,18000.0,25.0,1,FRESA8X35,12681
9751,14976.0,29.0,1.3,462810,153.899,2021-07-19T06:31:39.726Z,15.7,1,20.212,15000.0,25.0,1,FRESA_16X52,12682
9752,5913.0,28.0,2.2,487045,97.8,2021-07-19T06:35:42.079Z,301.1,1,20.4,6000.0,25.0,1,FRESA300,12683
9753,18007.0,30.0,0.7,490859,130.5,2021-07-19T06:36:20.220Z,8.0,1,20.247,18000.0,25.0,1,FRESA8X35,12684
9754,14896.0,30.0,0.9,493124,153.899,2021-07-19T06:36:42.870Z,15.7,1,20.281,15000.0,25.0,1,FRESA_16X52,12685
9755,5927.0,27.0,2.6,520158,97.8,2021-07-19T06:41:13.213Z,301.1,1,20.535,6000.0,25.0,1,FRESA300,12686
9756,17948.0,28.0,0.7,523958,130.5,2021-07-19T06:41:51.214Z,8.0,1,20.247,18000.0,25.0,1,FRESA8X35,12687
9757,15005.0,30.0,0.9,526232,153.899,2021-07-19T06:42:13.954Z,15.7,1,20.145,15000.0,25.0,1,FRESA_16X52,12688
9758,5891.0,30.0,2.5,533895,97.8,2021-07-19T06:43:30.585Z,301.1,1,20.535,6000.0,25.0,1,FRESA300,12689
9759,17919.0,30.0,0.7,537698,130.5,2021-07-19T06:44:08.616Z,8.0,1,20.247,18000.0,25.0,1,FRESA8X35,12690
9760,15036.0,30.0,1.0,539954,153.899,2021-07-19T06:44:31.176Z,15.7,1,20.365,15000.0,25.0,1,FRESA_16X52,12691
9761,5936.0,27.0,1.3,572197,97.8,2021-07-19T06:49:53.610Z,301.1,1,20.468,6000.0,25.0,1,FRESA300,12692
9762,17988.0,27.0,0.9,575164,130.5,2021-07-19T06:50:23.281Z,8.0,1,20.247,18000.0,25.0,1,FRESA8X35,12693
9763,5895.0,27.0,1.4,590087,97.8,2021-07-19T06:52:52.513Z,301.1,1,20.281,6000.0,24.0,1,FRESA300,12694
9764,18035.0,28.0,0.8,593051,130.5,2021-07-19T06:53:22.153Z,8.0,1,20.298,18000.0,25.0,1,FRESA8X35,12695
9765,5968.0,29.0,1.7,601557,97.8,2021-07-19T06:54:47.214Z,301.1,1,20.382,6000.0,25.0,1,FRESA300,12696
9766,17990.0,30.0,1.0,604580,130.5,2021-07-19T06:55:17.445Z,8.0,1,20.247,18000.0,25.0,1,FRESA8X35,12697
9767,14970.0,25.0,1.2,645547,153.899,2021-07-19T07:02:07.120Z,15.7,1,20.281,15000.0,25.0,1,FRESA_16X52,12698
9768,18001.0,34.0,0.8,700944,130.5,2021-07-19T07:11:21.098Z,8.0,1,20.162,18000.0,27.0,1,FRESA8X35,12699
9769,13972.0,35.0,1.1,720196,104.0,2021-07-19T07:14:33.620Z,3.0,1,20.281,14000.0,28.0,1,FRESA3MM,12700
9770,15033.0,28.0,1.5,757031,153.899,2021-07-19T07:20:41.975Z,15.7,1,20.195,15000.0,27.0,1,FRESA_16X52,12701
9771,18012.0,35.0,0.8,812416,130.5,2021-07-19T07:29:55.832Z,8.0,1,20.382,18000.0,28.0,1,FRESA8X35,12702
9772,13997.0,35.0,1.1,831673,104.0,2021-07-19T07:33:08.405Z,3.0,1,20.4,14000.0,28.0,1,FRESA3MM,12703
9773,14966.0,30.0,1.1,862109,153.899,2021-07-19T07:38:12.769Z,15.7,1,20.23,15000.0,27.0,1,FRESA_16X52,12704
9774,18024.0,35.0,0.7,917510,130.5,2021-07-19T07:47:26.786Z,8.0,1,20.298,18000.0,28.0,1,FRESA8X35,12705
9775,14022.0,36.0,1.5,936771,104.0,2021-07-19T07:50:39.399Z,3.0,1,20.247,14000.0,28.0,1,FRESA3MM,12706
9776,14944.0,30.0,1.5,961647,153.899,2021-07-19T07:54:48.162Z,15.7,1,20.247,15000.0,27.0,1,FRESA_16X52,12707
9777,17982.0,35.0,0.7,1017044,130.5,2021-07-19T08:04:02.139Z,8.0,1,20.247,18000.0,29.0,1,FRESA8X35,12708
9778,13998.0,37.0,0.9,1036294,104.0,2021-07-19T08:07:14.642Z,3.0,1,20.281,14000.0,29.0,1,FRESA3MM,12709
9779,15082.0,29.0,1.0,1070044,153.899,2021-07-19T08:12:52.147Z,15.7,1,20.382,15000.0,27.0,1,FRESA_16X52,12710
9780,18019.0,35.0,0.6,1122822,130.5,2021-07-19T08:21:39.933Z,8.0,1,20.298,18000.0,29.0,1,FRESA8X35,12711
9781,14000.0,36.0,1.5,1141236,104.0,2021-07-19T08:24:44.076Z,3.0,1,20.298,14000.0,29.0,1,FRESA3MM,12712
9782,14998.0,32.0,0.6,1164711,153.899,2021-07-19T08:28:38.829Z,15.7,1,20.434,15000.0,27.0,1,FRESA_16X52,12713
9783,17999.0,35.0,0.4,1217504,130.5,2021-07-19T08:37:26.766Z,8.0,1,20.382,18000.0,29.0,1,FRESA8X35,12714
9784,13973.0,37.0,1.2,1235920,104.0,2021-07-19T08:40:30.928Z,3.0,1,20.298,14000.0,29.0,1,FRESA3MM,12715
9785,16015.0,25.0,0.3,1378805,105.5,2021-07-19T09:04:19.797Z,26.0,1,20.111,16000.0,25.0,1,FRESAV45,12716
9786,15977.0,27.0,1.6,1418780,140.0,2021-07-19T09:10:59.553Z,68.0,1,20.247,16000.0,25.0,1,FRESAW,12717
9787,15975.0,27.0,1.8,1424737,140.0,2021-07-19T09:11:59.124Z,68.0,1,20.298,16000.0,25.0,1,FRESAW,12718
9788,15961.0,25.0,1.9,1447614,141.5,2021-07-19T09:15:47.897Z,68.0,1,20.315,16000.0,24.0,1,FRESAW,12719
9789,15962.0,27.0,1.8,1463514,142.5,2021-07-19T09:18:26.899Z,68.0,1,20.349,16000.0,25.0,1,FRESAW,12720
9790,15994.0,27.0,1.8,1474090,138.5,2021-07-19T09:20:12.660Z,68.0,1,20.162,16000.0,25.0,1,FRESAW,12721
9791,15966.0,25.0,1.7,1521660,139.0,2021-07-19T09:28:08.366Z,68.0,1,20.179,16000.0,24.0,1,FRESAW,12722
9792,15960.0,27.0,1.7,1540800,139.0,2021-07-19T09:31:19.769Z,68.0,1,20.298,16000.0,25.0,1,FRESAW,12723
9793,16016.0,29.0,1.8,1559667,139.0,2021-07-19T09:34:28.442Z,68.0,1,20.332,16000.0,27.0,1,FRESAW,12724
9794,14975.0,25.0,1.8,1600717,153.899,2021-07-19T09:41:18.947Z,15.7,1,20.332,15000.0,25.0,1,FRESA_16X52,12725
9795,15039.0,28.0,1.8,1608424,153.899,2021-07-19T09:42:36.018Z,15.7,1,20.382,15000.0,25.0,1,FRESA_16X52,12726
9796,14998.0,28.0,0.9,1620705,153.899,2021-07-19T09:44:38.830Z,15.7,1,20.247,15000.0,25.0,1,FRESA_16X52,12727
9797,15004.0,29.0,0.9,1626084,153.899,2021-07-19T09:45:32.620Z,15.7,1,20.518,15000.0,25.0,1,FRESA_16X52,12728
9798,17958.0,27.0,0.5,1689868,130.5,2021-07-19T09:56:10.469Z,8.0,1,20.212,18000.0,25.0,1,FRESA8X35,12729
9799,14008.0,25.0,0.4,3245340,103.0,2021-07-19T14:15:25.395Z,5.0,1,20.247,14000.0,24.0,1,FRESA5MM,12730
9800,17992.0,27.0,0.6,3288918,130.5,2021-07-19T14:22:41.181Z,8.0,1,20.179,18000.0,25.0,1,FRESA8X35,12731
9801,17988.0,25.0,,426987,130.5,2021-07-20T06:25:05.324Z,8.0,1,20.264,18000.0,24.0,1,FRESA8X35,12732
9802,18002.0,25.0,,931513,103.3,2021-07-20T07:49:10.643Z,3.0,1,20.162,18000.0,24.0,1,FRESA3MMG8,12733
9803,13933.0,27.0,,933204,103.0,2021-07-20T07:49:27.553Z,5.0,1,20.212,14000.0,24.0,1,FRESA5MM,12734
9804,17997.0,25.0,,975179,103.3,2021-07-20T07:56:27.308Z,3.0,1,20.382,18000.0,24.0,1,FRESA3MMG8,12735
9805,14006.0,27.0,,977184,103.0,2021-07-20T07:56:47.358Z,5.0,1,20.162,14000.0,24.0,1,FRESA5MM,12736
9806,17918.0,25.0,0.1,1093489,103.3,2021-07-20T08:16:10.422Z,3.0,1,20.552,18000.0,24.0,1,FRESA3MMG8,12737
9807,13981.0,35.0,0.1,1130329,103.0,2021-07-20T08:22:18.826Z,5.0,1,20.518,14000.0,28.0,1,FRESA5MM,12738
9808,18003.0,27.0,0.1,1179586,103.3,2021-07-20T08:30:31.402Z,3.0,1,20.247,18000.0,27.0,1,FRESA3MMG8,12739
9809,13985.0,35.0,0.1,1200442,103.0,2021-07-20T08:33:59.964Z,5.0,1,20.298,14000.0,28.0,1,FRESA5MM,12740
9810,7986.0,25.0,0.1,1502527,42.5,2021-07-20T09:24:20.849Z,6.3,1,20.179,8000.0,24.0,1,AGGRE83H-1-FA83,12741
9811,7980.0,27.0,0.1,1513935,42.5,2021-07-20T09:26:14.931Z,6.3,1,20.179,8000.0,25.0,1,AGGRE83H-1-FA83,12742
9812,7984.0,28.0,0.1,1525419,42.5,2021-07-20T09:28:09.772Z,6.3,1,20.264,8000.0,25.0,1,AGGRE83H-1-FA83,12743
9813,7957.0,29.0,0.1,1534708,42.5,2021-07-20T09:29:42.663Z,6.3,1,20.23,8000.0,25.0,1,AGGRE83H-1-FA83,12744
9814,7978.0,28.0,0.1,1546451,42.5,2021-07-20T09:31:40.094Z,6.3,1,20.212,8000.0,25.0,1,AGGRE83H-1-FA83,12745
9815,7949.0,27.0,0.1,1557831,42.5,2021-07-20T09:33:33.896Z,6.3,1,20.247,8000.0,25.0,1,AGGRE83H-1-FA83,12746
9816,14964.0,27.0,0.1,1582044,153.899,2021-07-20T09:37:36.028Z,15.7,1,20.298,15000.0,25.0,1,FRESA_16X52,12747
9817,14949.0,27.0,0.1,1598980,153.899,2021-07-20T09:40:25.390Z,15.7,1,20.451,15000.0,25.0,1,FRESA_16X52,12748
9818,15000.0,27.0,0.1,1610761,153.899,2021-07-20T09:42:23.202Z,15.7,1,20.212,15000.0,25.0,1,FRESA_16X52,12749
9819,15029.0,27.0,0.1,1617081,153.899,2021-07-20T09:43:26.402Z,15.7,1,20.365,15000.0,25.0,1,FRESA_16X52,12750
9820,17969.0,25.0,0.1,1863848,130.5,2021-07-20T10:24:34.101Z,8.0,1,20.145,18000.0,24.0,1,FRESA8X35,12751
9821,14006.0,25.0,0.1,2825786,103.0,2021-07-20T13:04:53.593Z,5.0,1,20.162,14000.0,24.0,1,FRESA5MM,12752
9822,17945.0,25.0,,573828,130.5,2021-07-21T09:19:52.145Z,8.0,1,20.281,18000.0,25.0,1,FRESA8X35,12753
9823,7967.0,25.0,,787701,42.5,2021-07-21T09:55:30.901Z,6.3,1,20.315,8000.0,25.0,1,AGGRE83H-1-FA83,12754
9824,7931.0,25.0,,806268,42.5,2021-07-21T09:58:36.574Z,6.3,1,20.162,8000.0,24.0,1,AGGRE83H-1-FA83,12755
9825,7923.0,25.0,,865864,42.5,2021-07-21T10:08:32.541Z,6.3,1,20.247,8000.0,25.0,1,AGGRE83H-1-FA83,12756
9826,7919.0,25.0,,885494,42.5,2021-07-21T10:11:48.843Z,6.3,1,20.298,8000.0,24.0,1,AGGRE83H-1-FA83,12757
9827,7942.0,27.0,,894578,42.5,2021-07-21T10:13:19.684Z,6.3,1,20.332,8000.0,25.0,1,AGGRE83H-1-FA83,12758
9828,7980.0,25.0,,2087824,42.5,2021-07-21T13:32:12.289Z,6.3,1,20.247,8000.0,24.0,1,AGGRE83H-1-FA83,12759
9829,7972.0,27.0,,2099409,42.5,2021-07-21T13:34:08.140Z,6.3,1,20.212,8000.0,25.0,1,AGGRE83H-1-FA83,12760
